id,State Name,County Name,number_work_in_county,number_work_out_of_county
0500000US21143,Kentucky,Lyon County,1422,1182
0500000US21145,Kentucky,McCracken County,3835,24742
0500000US21147,Kentucky,McCreary County,1929,2358
0500000US21149,Kentucky,McLean County,2239,1586
0500000US21151,Kentucky,Madison County,10968,27748
0500000US21153,Kentucky,Magoffin County,1624,1961
0500000US21155,Kentucky,Marion County,1862,5736
0500000US21157,Kentucky,Marshall County,5321,7482
0500000US21159,Kentucky,Martin County,1047,1293
0500000US21161,Kentucky,Mason County,2094,4951
0500000US21163,Kentucky,Meade County,7925,3723
0500000US21165,Kentucky,Menifee County,1190,943
0500000US21167,Kentucky,Mercer County,4205,4956
0500000US21169,Kentucky,Metcalfe County,1923,2035
0500000US21171,Kentucky,Monroe County,1322,2561
0500000US21173,Kentucky,Montgomery County,3924,6817
0500000US21175,Kentucky,Morgan County,1239,2343
0500000US21177,Kentucky,Muhlenberg County,3618,7645
0500000US21179,Kentucky,Nelson County,7210,12539
0500000US21181,Kentucky,Nicholas County,1797,1031
0500000US21183,Kentucky,Ohio County,3089,5691
0500000US21185,Kentucky,Oldham County,19728,9072
0500000US21187,Kentucky,Owen County,2314,1882
0500000US21189,Kentucky,Owsley County,470,694
0500000US21191,Kentucky,Pendleton County,4393,1991
0500000US21193,Kentucky,Perry County,1510,7547
0500000US21195,Kentucky,Pike County,3226,17161
0500000US21197,Kentucky,Powell County,2219,1842
0500000US21199,Kentucky,Pulaski County,2592,22605
0500000US21201,Kentucky,Robertson County,497,303
0500000US21203,Kentucky,Rockcastle County,2794,3067
0500000US21205,Kentucky,Rowan County,2271,7642
0500000US21207,Kentucky,Russell County,1360,4528
0500000US21209,Kentucky,Scott County,9835,14962
0500000US21211,Kentucky,Shelby County,9870,10454
0500000US21213,Kentucky,Simpson County,2711,4731
0500000US21215,Kentucky,Spencer County,7237,1284
0500000US21217,Kentucky,Taylor County,1985,8096
0500000US21219,Kentucky,Todd County,2588,2024
0500000US21221,Kentucky,Trigg County,2599,2941
0500000US21223,Kentucky,Trimble County,2459,1034
0500000US21225,Kentucky,Union County,1410,4529
0500000US21227,Kentucky,Warren County,7024,47980
0500000US21229,Kentucky,Washington County,2646,2639
0500000US21231,Kentucky,Wayne County,1901,4693
0500000US21233,Kentucky,Webster County,2739,2355
0500000US21235,Kentucky,Whitley County,4244,7899
0500000US21237,Kentucky,Wolfe County,985,899
0500000US21239,Kentucky,Woodford County,7296,5196
0500000US22001,Louisiana,Acadia Parish,11867,12222
0500000US22003,Louisiana,Allen Parish,2825,5274
0500000US22005,Louisiana,Ascension Parish,29591,24478
0500000US22007,Louisiana,Assumption Parish,6299,2879
0500000US22009,Louisiana,Avoyelles Parish,4634,10040
0500000US22011,Louisiana,Beauregard Parish,6566,7697
0500000US22013,Louisiana,Bienville Parish,2596,2459
0500000US22015,Louisiana,Bossier Parish,25505,33729
0500000US22017,Louisiana,Caddo Parish,19047,88827
0500000US22019,Louisiana,Calcasieu Parish,6626,78117
0500000US22021,Louisiana,Caldwell Parish,1612,2289
0500000US22023,Louisiana,Cameron Parish,1510,1544
0500000US22025,Louisiana,Catahoula Parish,1667,1956
0500000US22027,Louisiana,Claiborne Parish,2217,3186
0500000US22029,Louisiana,Concordia Parish,2456,4473
0500000US22031,Louisiana,De Soto Parish,5443,4929
0500000US22033,Louisiana,East Baton Rouge Parish,24975,186286
0500000US22035,Louisiana,East Carroll Parish,400,1472
0500000US22037,Louisiana,East Feliciana Parish,4213,2785
0500000US22039,Louisiana,Evangeline Parish,4362,6273
0500000US22041,Louisiana,Franklin Parish,2031,4774
0500000US22043,Louisiana,Grant Parish,5060,1899
0500000US22045,Louisiana,Iberia Parish,9296,21733
0500000US22047,Louisiana,Iberville Parish,6033,6645
0500000US22049,Louisiana,Jackson Parish,2643,2605
0500000US22051,Louisiana,Jefferson Parish,75933,130306
0500000US22053,Louisiana,Jefferson Davis Parish,5592,6928
0500000US22055,Louisiana,Lafayette Parish,16544,97766
0500000US22057,Louisiana,Lafourche Parish,15747,26294
0500000US22059,Louisiana,LaSalle Parish,1711,3503
0500000US22061,Louisiana,Lincoln Parish,4034,16271
0500000US22063,Louisiana,Livingston Parish,39778,20422
0500000US22065,Louisiana,Madison Parish,1023,2868
0500000US22067,Louisiana,Morehouse Parish,4025,5683
0500000US22069,Louisiana,Natchitoches Parish,2610,11716
0500000US22071,Louisiana,Orleans Parish,42962,124884
0500000US22073,Louisiana,Ouachita Parish,5988,57604
0500000US22075,Louisiana,Plaquemines Parish,3997,6259
0500000US22077,Louisiana,Pointe Coupee Parish,3978,4806
0500000US22079,Louisiana,Rapides Parish,5151,46313
0500000US22081,Louisiana,Red River Parish,1367,1792
0500000US22083,Louisiana,Richland Parish,2720,5205
0500000US22085,Louisiana,Sabine Parish,2699,5662
0500000US22087,Louisiana,St. Bernard Parish,9549,7799
0500000US22089,Louisiana,St. Charles Parish,13355,11030
0500000US22091,Louisiana,St. Helena Parish,2472,984
0500000US22093,Louisiana,St. James Parish,4535,4305
0500000US22095,Louisiana,St. John the Baptist Parish,10278,8907
0500000US22097,Louisiana,St. Landry Parish,12953,17473
0500000US22099,Louisiana,St. Martin Parish,14263,8977
0500000US22101,Louisiana,St. Mary Parish,3743,17129
0500000US22103,Louisiana,St. Tammany Parish,38562,69996
0500000US22105,Louisiana,Tangipahoa Parish,19183,33454
0500000US22107,Louisiana,Tensas Parish,419,1185
0500000US22109,Louisiana,Terrebonne Parish,8257,39478
0500000US22111,Louisiana,Union Parish,3952,3979
0500000US22113,Louisiana,Vermilion Parish,11822,12695
0500000US22115,Louisiana,Vernon Parish,3205,19412
0500000US22117,Louisiana,Washington Parish,4859,9870
0500000US22119,Louisiana,Webster Parish,5310,9749
0500000US22121,Louisiana,West Baton Rouge Parish,7518,3906
0500000US22123,Louisiana,West Carroll Parish,1559,2265
0500000US22125,Louisiana,West Feliciana Parish,2145,2792
0500000US22127,Louisiana,Winn Parish,1456,3389
0500000US23001,Maine,Androscoggin County,14715,36779
0500000US23003,Maine,Aroostook County,1125,28757
0500000US23005,Maine,Cumberland County,17879,132038
0500000US23007,Maine,Franklin County,3206,10832
0500000US23009,Maine,Hancock County,3491,22250
0500000US23011,Maine,Kennebec County,11502,45040
0500000US23013,Maine,Knox County,2272,16540
0500000US23015,Maine,Lincoln County,5633,10480
0500000US23017,Maine,Oxford County,9437,15056
0500000US23019,Maine,Penobscot County,6888,63909
0500000US23021,Maine,Piscataquis County,1549,4848
0500000US23023,Maine,Sagadahoc County,9254,8134
0500000US23025,Maine,Somerset County,8085,13768
0500000US23027,Maine,Waldo County,7122,10635
0500000US23029,Maine,Washington County,958,11597
0500000US23031,Maine,York County,41862,59834
0500000US24001,Maryland,Allegany County,4674,24334
0500000US24003,Maryland,Anne Arundel County,121032,168876
0500000US24005,Maryland,Baltimore County,201150,203094
0500000US24009,Maryland,Calvert County,27776,17276
0500000US24011,Maryland,Caroline County,9271,5756
0500000US24013,Maryland,Carroll County,47185,39419
0500000US24015,Maryland,Cecil County,25187,22821
0500000US24017,Maryland,Charles County,47490,28979
0500000US24019,Maryland,Dorchester County,5589,9436
0500000US24021,Maryland,Frederick County,53410,71718
0500000US24023,Maryland,Garrett County,3347,10302
0500000US24025,Maryland,Harford County,56400,69927
0500000US24027,Maryland,Howard County,95857,65811
0500000US24029,Maryland,Kent County,2762,6016
0500000US24031,Maryland,Montgomery County,213940,318806
0500000US24033,Maryland,Prince George's County,280614,177993
0500000US24035,Maryland,Queen Anne's County,14753,10003
0500000US24037,Maryland,St. Mary's County,13395,41526
0500000US24039,Maryland,Somerset County,3759,4136
0500000US24041,Maryland,Talbot County,4981,12349
0500000US24043,Maryland,Washington County,21780,44286
0500000US24045,Maryland,Wicomico County,11599,35400
0500000US24047,Maryland,Worcester County,6499,16053
0500000US24510,Maryland,Baltimore city,102543,163042
0500000US25001,Massachusetts,Barnstable County,14415,86209
0500000US25003,Massachusetts,Berkshire County,5019,56296
0500000US25005,Massachusetts,Bristol County,105414,157249
0500000US25007,Massachusetts,Dukes County,447,7799
0500000US25009,Massachusetts,Essex County,137799,239204
0500000US25011,Massachusetts,Franklin County,14421,22065
0500000US25013,Massachusetts,Hampden County,43228,165399
0500000US25015,Massachusetts,Hampshire County,28508,53393
0500000US25017,Massachusetts,Middlesex County,269148,547589
0500000US25019,Massachusetts,Nantucket County,234,5796
0500000US25021,Massachusetts,Norfolk County,196213,154807
0500000US25023,Massachusetts,Plymouth County,110886,136300
0500000US25025,Massachusetts,Suffolk County,123173,270398
0500000US25027,Massachusetts,Worcester County,115021,280319
0500000US26001,Michigan,Alcona County,1627,1561
0500000US26003,Michigan,Alger County,590,2540
0500000US26005,Michigan,Allegan County,27570,22778
0500000US26007,Michigan,Alpena County,1219,10861
0500000US26009,Michigan,Antrim County,4442,4810
0500000US26011,Michigan,Arenac County,2328,3140
0500000US26013,Michigan,Baraga County,304,1994
0500000US26015,Michigan,Barry County,15501,10646
0500000US26017,Michigan,Bay County,18544,26753
0500000US26019,Michigan,Benzie County,3679,3750
0500000US26021,Michigan,Berrien County,12630,54852
0500000US26023,Michigan,Branch County,6159,11902
0500000US26025,Michigan,Calhoun County,10799,44776
0500000US26027,Michigan,Cass County,13923,8101
0500000US26029,Michigan,Charlevoix County,3503,8102
0500000US26031,Michigan,Cheboygan County,3619,6331
0500000US26033,Michigan,Chippewa County,1000,13667
0500000US26035,Michigan,Clare County,4403,5912
0500000US26037,Michigan,Clinton County,24122,11591
0500000US26039,Michigan,Crawford County,2093,3032
0500000US26041,Michigan,Delta County,2018,13217
0500000US26043,Michigan,Dickinson County,1489,9510
0500000US26045,Michigan,Eaton County,27456,23230
0500000US26047,Michigan,Emmet County,2129,13396
0500000US26049,Michigan,Genesee County,40816,117459
0500000US26051,Michigan,Gladwin County,4217,4368
0500000US26053,Michigan,Gogebic County,1252,4393
0500000US26055,Michigan,Grand Traverse County,4536,38667
0500000US26057,Michigan,Gratiot County,5279,10374
0500000US26059,Michigan,Hillsdale County,6474,12409
0500000US26061,Michigan,Houghton County,1272,13780
0500000US26063,Michigan,Huron County,1836,11761
0500000US26065,Michigan,Ingham County,27941,101565
0500000US26067,Michigan,Ionia County,14018,12133
0500000US26069,Michigan,Iosco County,1335,7224
0500000US26071,Michigan,Iron County,832,3411
0500000US26073,Michigan,Isabella County,6138,25345
0500000US26075,Michigan,Jackson County,16641,47593
0500000US26077,Michigan,Kalamazoo County,19897,100559
0500000US26079,Michigan,Kalkaska County,3373,3185
0500000US26081,Michigan,Kent County,31918,267044
0500000US26083,Michigan,Keweenaw County,514,307
0500000US26085,Michigan,Lake County,1740,1470
0500000US26087,Michigan,Lapeer County,20314,16397
0500000US26089,Michigan,Leelanau County,4144,5334
0500000US26091,Michigan,Lenawee County,16257,25802
0500000US26093,Michigan,Livingston County,50447,39999
0500000US26095,Michigan,Luce County,250,1811
0500000US26097,Michigan,Mackinac County,993,3365
0500000US26099,Michigan,Macomb County,168559,223742
0500000US26101,Michigan,Manistee County,2030,6794
0500000US26103,Michigan,Marquette County,1197,27718
0500000US26105,Michigan,Mason County,2149,9754
0500000US26107,Michigan,Mecosta County,5329,11818
0500000US26109,Michigan,Menominee County,4848,5198
0500000US26111,Michigan,Midland County,10117,26554
0500000US26113,Michigan,Missaukee County,2919,3036
0500000US26115,Michigan,Monroe County,34709,31973
0500000US26117,Michigan,Montcalm County,11733,12301
0500000US26119,Michigan,Montmorency County,1021,1828
0500000US26121,Michigan,Muskegon County,18374,49956
0500000US26123,Michigan,Newaygo County,8032,10229
0500000US26125,Michigan,Oakland County,182587,411543
0500000US26127,Michigan,Oceana County,4296,5835
0500000US26129,Michigan,Ogemaw County,1802,5693
0500000US26131,Michigan,Ontonagon County,645,1383
0500000US26133,Michigan,Osceola County,3762,4881
0500000US26135,Michigan,Oscoda County,770,1900
0500000US26137,Michigan,Otsego County,1755,8836
0500000US26139,Michigan,Ottawa County,50580,81959
0500000US26141,Michigan,Presque Isle County,1613,2789
0500000US26143,Michigan,Roscommon County,1937,5391
0500000US26145,Michigan,Saginaw County,15486,63597
0500000US26147,Michigan,St. Clair County,24987,43042
0500000US26149,Michigan,St. Joseph County,7972,17888
0500000US26151,Michigan,Sanilac County,5964,10749
0500000US26153,Michigan,Schoolcraft County,423,2339
0500000US26155,Michigan,Shiawassee County,15278,13793
0500000US26157,Michigan,Tuscola County,11372,11306
0500000US26159,Michigan,Van Buren County,14885,16753
0500000US26161,Michigan,Washtenaw County,38093,134205
0500000US26163,Michigan,Wayne County,177218,503359
0500000US26165,Michigan,Wexford County,3442,9802
0500000US27001,Minnesota,Aitkin County,2110,4188
0500000US27003,Minnesota,Anoka County,108189,69988
0500000US27005,Minnesota,Becker County,4269,11399
0500000US27007,Minnesota,Beltrami County,3187,17021
0500000US27009,Minnesota,Benton County,12786,6977
0500000US27011,Minnesota,Big Stone County,786,1584
0500000US27013,Minnesota,Blue Earth County,8604,26924
0500000US27015,Minnesota,Brown County,1935,11507
0500000US27017,Minnesota,Carlton County,5806,10441
0500000US27019,Minnesota,Carver County,30999,20578
0500000US27021,Minnesota,Cass County,5248,6640
0500000US27023,Minnesota,Chippewa County,1916,4398
0500000US27025,Minnesota,Chisago County,16962,10127
0500000US27027,Minnesota,Clay County,18419,14202
0500000US27029,Minnesota,Clearwater County,1431,2119
0500000US27031,Minnesota,Cook County,124,2594
0500000US27033,Minnesota,Cottonwood County,1266,4057
0500000US27035,Minnesota,Crow Wing County,4301,24521
0500000US27037,Minnesota,Dakota County,114303,105464
0500000US27039,Minnesota,Dodge County,6541,4195
0500000US27041,Minnesota,Douglas County,2643,16051
0500000US27043,Minnesota,Faribault County,2006,5019
0500000US27045,Minnesota,Fillmore County,4704,5644
0500000US27047,Minnesota,Freeborn County,3831,11127
0500000US27049,Minnesota,Goodhue County,8409,14724
0500000US27051,Minnesota,Grant County,1227,1678
0500000US27053,Minnesota,Hennepin County,122231,517226
0500000US27055,Minnesota,Houston County,5331,4333
0500000US27057,Minnesota,Hubbard County,3910,5412
0500000US27059,Minnesota,Isanti County,11335,7735
0500000US27061,Minnesota,Itasca County,3125,16465
0500000US27063,Minnesota,Jackson County,1548,3708
0500000US27065,Minnesota,Kanabec County,3820,3323
0500000US27067,Minnesota,Kandiyohi County,2985,18526
0500000US27069,Minnesota,Kittson County,544,1594
0500000US27071,Minnesota,Koochiching County,547,5224
0500000US27073,Minnesota,Lac qui Parle County,1015,2405
0500000US27075,Minnesota,Lake County,1484,3295
0500000US27077,Minnesota,Lake of the Woods County,578,1383
0500000US27079,Minnesota,Le Sueur County,8605,5634
0500000US27081,Minnesota,Lincoln County,1191,1736
0500000US27083,Minnesota,Lyon County,1153,12472
0500000US27085,Minnesota,McLeod County,6242,12445
0500000US27087,Minnesota,Mahnomen County,671,1498
0500000US27089,Minnesota,Marshall County,2228,2385
0500000US27091,Minnesota,Martin County,1799,8251
0500000US27093,Minnesota,Meeker County,5178,6022
0500000US27095,Minnesota,Mille Lacs County,5425,6076
0500000US27097,Minnesota,Morrison County,6236,9979
0500000US27099,Minnesota,Mower County,4386,14320
0500000US27101,Minnesota,Murray County,1299,2880
0500000US27103,Minnesota,Nicollet County,9420,8841
0500000US27105,Minnesota,Nobles County,1852,8443
0500000US27107,Minnesota,Norman County,1126,1898
0500000US27109,Minnesota,Olmsted County,5849,72977
0500000US27111,Minnesota,Otter Tail County,5824,21171
0500000US27113,Minnesota,Pennington County,600,6909
0500000US27115,Minnesota,Pine County,4683,7732
0500000US27117,Minnesota,Pipestone County,978,3532
0500000US27119,Minnesota,Polk County,6009,9743
0500000US27121,Minnesota,Pope County,2050,3264
0500000US27123,Minnesota,Ramsey County,118682,143052
0500000US27125,Minnesota,Red Lake County,1101,939
0500000US27127,Minnesota,Redwood County,1669,5827
0500000US27129,Minnesota,Renville County,2490,4934
0500000US27131,Minnesota,Rice County,10875,22012
0500000US27133,Minnesota,Rock County,1638,3061
0500000US27135,Minnesota,Roseau County,421,7861
0500000US27137,Minnesota,St. Louis County,9555,84613
0500000US27139,Minnesota,Scott County,46413,26843
0500000US27141,Minnesota,Sherburne County,32561,13910
0500000US27143,Minnesota,Sibley County,4090,3642
0500000US27145,Minnesota,Stearns County,15609,65828
0500000US27147,Minnesota,Steele County,4004,14113
0500000US27149,Minnesota,Stevens County,551,4396
0500000US27151,Minnesota,Swift County,1186,3626
0500000US27153,Minnesota,Todd County,5170,6067
0500000US27155,Minnesota,Traverse County,384,1210
0500000US27157,Minnesota,Wabasha County,5317,5768
0500000US27159,Minnesota,Wadena County,2087,3727
0500000US27161,Minnesota,Waseca County,3654,5806
0500000US27163,Minnesota,Washington County,82371,45765
0500000US27165,Minnesota,Watonwan County,1831,3760
0500000US27167,Minnesota,Wilkin County,1958,1304
0500000US27169,Minnesota,Winona County,5778,22143
0500000US27171,Minnesota,Wright County,38650,27961
0500000US27173,Minnesota,Yellow Medicine County,1894,3158
0500000US28001,Mississippi,Adams County,1887,8654
0500000US28003,Mississippi,Alcorn County,3756,10761
0500000US28005,Mississippi,Amite County,2699,1790
0500000US28007,Mississippi,Attala County,2509,4051
0500000US28009,Mississippi,Benton County,2184,751
0500000US28011,Mississippi,Bolivar County,2052,9653
0500000US28013,Mississippi,Calhoun County,2128,3238
0500000US28015,Mississippi,Carroll County,2964,729
0500000US28017,Mississippi,Chickasaw County,2584,3899
0500000US28019,Mississippi,Choctaw County,1671,1146
0500000US28021,Mississippi,Claiborne County,1101,1201
0500000US28023,Mississippi,Clarke County,3218,2960
0500000US28025,Mississippi,Clay County,3340,4139
0500000US28027,Mississippi,Coahoma County,1819,6611
0500000US28029,Mississippi,Copiah County,4817,5263
0500000US28031,Mississippi,Covington County,3710,2870
0500000US28033,Mississippi,DeSoto County,46979,34440
0500000US28035,Mississippi,Forrest County,10322,22107
0500000US28037,Mississippi,Franklin County,1684,1348
0500000US28039,Mississippi,George County,4256,3809
0500000US28041,Mississippi,Greene County,2347,1461
0500000US28043,Mississippi,Grenada County,1648,6311
0500000US28045,Mississippi,Hancock County,8318,9902
0500000US28047,Mississippi,Harrison County,12477,74626
0500000US28049,Mississippi,Hinds County,32261,70901
0500000US28051,Mississippi,Holmes County,2368,2819
0500000US28053,Mississippi,Humphreys County,918,1664
0500000US28055,Mississippi,Issaquena County,160,145
0500000US28057,Mississippi,Itawamba County,5212,3953
0500000US28059,Mississippi,Jackson County,17902,40035
0500000US28061,Mississippi,Jasper County,3539,2587
0500000US28063,Mississippi,Jefferson County,944,820
0500000US28065,Mississippi,Jefferson Davis County,2563,1468
0500000US28067,Mississippi,Jones County,5615,20411
0500000US28069,Mississippi,Kemper County,1869,1597
0500000US28071,Mississippi,Lafayette County,3676,18439
0500000US28073,Mississippi,Lamar County,15446,11729
0500000US28075,Mississippi,Lauderdale County,3660,29158
0500000US28077,Mississippi,Lawrence County,2234,2305
0500000US28079,Mississippi,Leake County,4384,3793
0500000US28081,Mississippi,Lee County,6584,30596
0500000US28083,Mississippi,Leflore County,1030,8249
0500000US28085,Mississippi,Lincoln County,4350,8491
0500000US28087,Mississippi,Lowndes County,3844,20803
0500000US28089,Mississippi,Madison County,22870,25233
0500000US28091,Mississippi,Marion County,2716,6236
0500000US28093,Mississippi,Marshall County,8398,5440
0500000US28095,Mississippi,Monroe County,5544,8405
0500000US28097,Mississippi,Montgomery County,1849,1712
0500000US28099,Mississippi,Neshoba County,3072,8801
0500000US28101,Mississippi,Newton County,3956,4179
0500000US28103,Mississippi,Noxubee County,1254,2508
0500000US28105,Mississippi,Oktibbeha County,3696,15510
0500000US28107,Mississippi,Panola County,4101,8514
0500000US28109,Mississippi,Pearl River County,10568,9280
0500000US28111,Mississippi,Perry County,2350,1691
0500000US28113,Mississippi,Pike County,2920,11204
0500000US28115,Mississippi,Pontotoc County,6297,6970
0500000US28117,Mississippi,Prentiss County,4677,4739
0500000US28119,Mississippi,Quitman County,1246,1008
0500000US28121,Mississippi,Rankin County,33823,34397
0500000US28123,Mississippi,Scott County,3542,7031
0500000US28125,Mississippi,Sharkey County,514,1007
0500000US28127,Mississippi,Simpson County,4903,4720
0500000US28129,Mississippi,Smith County,3934,2313
0500000US28131,Mississippi,Stone County,3305,3576
0500000US28133,Mississippi,Sunflower County,2612,5591
0500000US28135,Mississippi,Tallahatchie County,1663,2116
0500000US28137,Mississippi,Tate County,5979,5039
0500000US28139,Mississippi,Tippah County,2804,5406
0500000US28141,Mississippi,Tishomingo County,3442,4225
0500000US28143,Mississippi,Tunica County,869,3276
0500000US28145,Mississippi,Union County,4872,5863
0500000US28147,Mississippi,Walthall County,3212,1948
0500000US28149,Mississippi,Warren County,2116,17283
0500000US28151,Mississippi,Washington County,1842,14891
0500000US28153,Mississippi,Wayne County,2854,4774
0500000US28155,Mississippi,Webster County,1883,1557
0500000US28157,Mississippi,Wilkinson County,1436,1412
0500000US28159,Mississippi,Winston County,2419,4502
0500000US28161,Mississippi,Yalobusha County,2553,2420
0500000US28163,Mississippi,Yazoo County,3142,5084
0500000US29001,Missouri,Adair County,1257,9557
0500000US29003,Missouri,Andrew County,6514,1939
0500000US29005,Missouri,Atchison County,730,1914
0500000US29007,Missouri,Audrain County,2684,7864
0500000US29009,Missouri,Barry County,3762,10103
0500000US29011,Missouri,Barton County,1823,3166
0500000US29013,Missouri,Bates County,3213,3738
0500000US29015,Missouri,Benton County,2444,3787
0500000US29017,Missouri,Bollinger County,3132,1750
0500000US29019,Missouri,Boone County,8990,79173
0500000US29021,Missouri,Buchanan County,4834,36746
0500000US29023,Missouri,Butler County,1553,15486
0500000US29025,Missouri,Caldwell County,2272,1513
0500000US29027,Missouri,Callaway County,9681,9877
0500000US29029,Missouri,Camden County,3817,13265
0500000US29031,Missouri,Cape Girardeau County,4355,32466
0500000US29033,Missouri,Carroll County,1399,2563
0500000US29035,Missouri,Carter County,741,1643
0500000US29037,Missouri,Cass County,29184,18215
0500000US29039,Missouri,Cedar County,2074,2899
0500000US29041,Missouri,Chariton County,1615,1683
0500000US29043,Missouri,Christian County,25363,11735
0500000US29045,Missouri,Clark County,1587,1558
0500000US29047,Missouri,Clay County,61353,55022
0500000US29049,Missouri,Clinton County,6773,2722
0500000US29051,Missouri,Cole County,5019,30450
0500000US29053,Missouri,Cooper County,3350,4444
0500000US29055,Missouri,Crawford County,4005,5119
0500000US29057,Missouri,Dade County,1483,1656
0500000US29059,Missouri,Dallas County,3755,2071
0500000US29061,Missouri,Daviess County,1703,1631
0500000US29063,Missouri,DeKalb County,2445,1790
0500000US29065,Missouri,Dent County,1978,3736
0500000US29067,Missouri,Douglas County,2221,2610
0500000US29069,Missouri,Dunklin County,3454,8051
0500000US29071,Missouri,Franklin County,16844,30787
0500000US29073,Missouri,Gasconade County,2249,4240
0500000US29075,Missouri,Gentry County,880,2010
0500000US29077,Missouri,Greene County,11112,121979
0500000US29079,Missouri,Grundy County,838,3390
0500000US29081,Missouri,Harrison County,793,2867
0500000US29083,Missouri,Henry County,2335,6876
0500000US29085,Missouri,Hickory County,1278,1669
0500000US29087,Missouri,Holt County,728,1497
0500000US29089,Missouri,Howard County,2372,2073
0500000US29091,Missouri,Howell County,1688,14253
0500000US29093,Missouri,Iron County,1718,2040
0500000US29095,Missouri,Jackson County,85248,235620
0500000US29097,Missouri,Jasper County,11560,43074
0500000US29099,Missouri,Jefferson County,67372,38000
0500000US29101,Missouri,Johnson County,7401,18829
0500000US29103,Missouri,Knox County,701,981
0500000US29105,Missouri,Laclede County,2740,11800
0500000US29107,Missouri,Lafayette County,6734,7886
0500000US29109,Missouri,Lawrence County,8097,7539
0500000US29111,Missouri,Lewis County,2193,2645
0500000US29113,Missouri,Lincoln County,14272,9077
0500000US29115,Missouri,Linn County,1230,3857
0500000US29117,Missouri,Livingston County,971,5585
0500000US29119,Missouri,McDonald County,4708,4698
0500000US29121,Missouri,Macon County,2052,4387
0500000US29123,Missouri,Madison County,1853,2888
0500000US29125,Missouri,Maries County,2543,994
0500000US29127,Missouri,Marion County,2967,9705
0500000US29129,Missouri,Mercer County,464,1154
0500000US29131,Missouri,Miller County,5648,4988
0500000US29133,Missouri,Mississippi County,1727,3158
0500000US29135,Missouri,Moniteau County,3323,3318
0500000US29137,Missouri,Monroe County,2235,1580
0500000US29139,Missouri,Montgomery County,2418,2606
0500000US29141,Missouri,Morgan County,2660,4076
0500000US29143,Missouri,New Madrid County,2861,4370
0500000US29145,Missouri,Newton County,11772,13944
0500000US29147,Missouri,Nodaway County,1531,9456
0500000US29149,Missouri,Oregon County,1490,2462
0500000US29151,Missouri,Osage County,3601,3101
0500000US29153,Missouri,Ozark County,1454,1597
0500000US29155,Missouri,Pemiscot County,1918,4401
0500000US29157,Missouri,Perry County,2584,6624
0500000US29159,Missouri,Pettis County,2834,15786
0500000US29161,Missouri,Phelps County,3323,15839
0500000US29163,Missouri,Pike County,2004,5250
0500000US29165,Missouri,Platte County,29189,20056
0500000US29167,Missouri,Polk County,4414,8257
0500000US29169,Missouri,Pulaski County,1805,26306
0500000US29171,Missouri,Putnam County,841,1233
0500000US29173,Missouri,Ralls County,2977,1794
0500000US29175,Missouri,Randolph County,2488,6856
0500000US29177,Missouri,Ray County,6465,3469
0500000US29179,Missouri,Reynolds County,565,1780
0500000US29181,Missouri,Ripley County,2108,3124
0500000US29183,Missouri,St. Charles County,97716,98096
0500000US29185,Missouri,St. Clair County,1397,1848
0500000US29186,Missouri,Ste. Genevieve County,3631,4370
0500000US29187,Missouri,St. Francois County,6364,18799
0500000US29189,Missouri,St. Louis County,139126,343863
0500000US29195,Missouri,Saline County,1709,8745
0500000US29197,Missouri,Schuyler County,1054,768
0500000US29199,Missouri,Scotland County,706,1445
0500000US29201,Missouri,Scott County,6452,10512
0500000US29203,Missouri,Shannon County,1171,2071
0500000US29205,Missouri,Shelby County,933,1939
0500000US29207,Missouri,Stoddard County,3964,7968
0500000US29209,Missouri,Stone County,6162,5502
0500000US29211,Missouri,Sullivan County,703,2045
0500000US29213,Missouri,Taney County,2510,20421
0500000US29215,Missouri,Texas County,3204,5892
0500000US29217,Missouri,Vernon County,1838,7377
0500000US29219,Missouri,Warren County,9382,5270
0500000US29221,Missouri,Washington County,4808,4000
0500000US29223,Missouri,Wayne County,1664,2967
0500000US29225,Missouri,Webster County,8492,5759
0500000US29227,Missouri,Worth County,434,529
0500000US29229,Missouri,Wright County,2730,3588
0500000US29510,Missouri,St. Louis city,62354,82233
0500000US30001,Montana,Beaverhead County,463,4011
0500000US30003,Montana,Big Horn County,571,4043
0500000US30005,Montana,Blaine County,286,2219
0500000US30007,Montana,Broadwater County,1197,1459
0500000US30009,Montana,Carbon County,1900,3126
0500000US30011,Montana,Carter County,104,498
0500000US30013,Montana,Cascade County,1343,37806
0500000US30015,Montana,Chouteau County,649,1831
0500000US30017,Montana,Custer County,261,5866
0500000US30019,Montana,Daniels County,88,823
0500000US30021,Montana,Dawson County,479,4143
0500000US30023,Montana,Deer Lodge County,1077,2732
0500000US30025,Montana,Fallon County,119,1471
0500000US30027,Montana,Fergus County,321,5092
0500000US30029,Montana,Flathead County,1931,40745
0500000US30031,Montana,Gallatin County,3038,48268
0500000US30033,Montana,Garfield County,26,527
0500000US30035,Montana,Glacier County,245,4093
0500000US30037,Montana,Golden Valley County,117,232
0500000US30039,Montana,Granite County,364,840
0500000US30041,Montana,Hill County,307,6946
0500000US30043,Montana,Jefferson County,3254,1898
0500000US30045,Montana,Judith Basin County,255,684
0500000US30047,Montana,Lake County,1992,9554
0500000US30049,Montana,Lewis and Clark County,1707,31183
0500000US30051,Montana,Liberty County,86,843
0500000US30053,Montana,Lincoln County,466,6207
0500000US30055,Montana,McCone County,193,721
0500000US30057,Montana,Madison County,974,2750
