id,State Name,County Name,number_work_in_county,number_work_out_of_county
0500000US40147,Oklahoma,Washington County,4075,18594
0500000US40149,Oklahoma,Washita County,2549,2414
0500000US40151,Oklahoma,Woods County,443,3871
0500000US40153,Oklahoma,Woodward County,862,8399
0500000US41001,Oregon,Baker County,714,5528
0500000US41003,Oregon,Benton County,8758,30157
0500000US41005,Oregon,Clackamas County,93009,88754
0500000US41007,Oregon,Clatsop County,1060,15783
0500000US41009,Oregon,Columbia County,11303,8480
0500000US41011,Oregon,Coos County,1108,21998
0500000US41013,Oregon,Crook County,2052,5599
0500000US41015,Oregon,Curry County,791,6967
0500000US41017,Oregon,Deschutes County,4390,68410
0500000US41019,Oregon,Douglas County,2827,35686
0500000US41021,Oregon,Gilliam County,52,709
0500000US41023,Oregon,Grant County,231,2611
0500000US41025,Oregon,Harney County,85,2734
0500000US41027,Oregon,Hood River County,1778,9288
0500000US41029,Oregon,Jackson County,4002,81310
0500000US41031,Oregon,Jefferson County,1963,5946
0500000US41033,Oregon,Josephine County,4428,23286
0500000US41035,Oregon,Klamath County,1658,23764
0500000US41037,Oregon,Lake County,193,2795
0500000US41039,Oregon,Lane County,6036,148796
0500000US41041,Oregon,Lincoln County,1156,17882
0500000US41043,Oregon,Linn County,15413,32608
0500000US41045,Oregon,Malheur County,1839,8555
0500000US41047,Oregon,Marion County,27187,107484
0500000US41049,Oregon,Morrow County,1273,3427
0500000US41051,Oregon,Multnomah County,84388,301631
0500000US41053,Oregon,Polk County,18564,13400
0500000US41055,Oregon,Sherman County,200,521
0500000US41057,Oregon,Tillamook County,744,8782
0500000US41059,Oregon,Umatilla County,5431,26015
0500000US41061,Oregon,Union County,719,10137
0500000US41063,Oregon,Wallowa County,204,2669
0500000US41065,Oregon,Wasco County,1815,8912
0500000US41067,Oregon,Washington County,83284,188006
0500000US41069,Oregon,Wheeler County,92,460
0500000US41071,Oregon,Yamhill County,15075,28176
0500000US42001,Pennsylvania,Adams County,24219,25313
0500000US42003,Pennsylvania,Allegheny County,58817,540821
0500000US42005,Pennsylvania,Armstrong County,15254,14077
0500000US42007,Pennsylvania,Beaver County,34187,44948
0500000US42009,Pennsylvania,Bedford County,7460,14428
0500000US42011,Pennsylvania,Berks County,48865,144707
0500000US42013,Pennsylvania,Blair County,7572,48673
0500000US42015,Pennsylvania,Bradford County,5466,20733
0500000US42017,Pennsylvania,Bucks County,137733,177422
0500000US42019,Pennsylvania,Butler County,33370,56436
0500000US42021,Pennsylvania,Cambria County,14011,42765
0500000US42023,Pennsylvania,Cameron County,418,1776
0500000US42025,Pennsylvania,Carbon County,16067,12187
0500000US42027,Pennsylvania,Centre County,7497,66332
0500000US42029,Pennsylvania,Chester County,93341,162557
0500000US42031,Pennsylvania,Clarion County,5242,11471
0500000US42033,Pennsylvania,Clearfield County,9303,24054
0500000US42035,Pennsylvania,Clinton County,5810,11741
0500000US42037,Pennsylvania,Columbia County,9985,19834
0500000US42039,Pennsylvania,Crawford County,8783,28150
0500000US42041,Pennsylvania,Cumberland County,41058,78599
0500000US42043,Pennsylvania,Dauphin County,30137,99982
0500000US42045,Pennsylvania,Delaware County,124591,137983
0500000US42047,Pennsylvania,Elk County,2078,12615
0500000US42049,Pennsylvania,Erie County,5359,121059
0500000US42051,Pennsylvania,Fayette County,20338,32113
0500000US42053,Pennsylvania,Forest County,508,708
0500000US42055,Pennsylvania,Franklin County,21366,48776
0500000US42057,Pennsylvania,Fulton County,3167,3319
0500000US42059,Pennsylvania,Greene County,5353,8900
0500000US42061,Pennsylvania,Huntingdon County,6702,11493
0500000US42063,Pennsylvania,Indiana County,8883,28629
0500000US42065,Pennsylvania,Jefferson County,7166,12159
0500000US42067,Pennsylvania,Juniata County,5148,5867
0500000US42069,Pennsylvania,Lackawanna County,19131,76607
0500000US42071,Pennsylvania,Lancaster County,42843,212062
0500000US42073,Pennsylvania,Lawrence County,13946,24487
0500000US42075,Pennsylvania,Lebanon County,23703,40007
0500000US42077,Pennsylvania,Lehigh County,50443,116361
0500000US42079,Pennsylvania,Luzerne County,23647,120812
0500000US42081,Pennsylvania,Lycoming County,7616,45866
0500000US42083,Pennsylvania,McKean County,3809,14216
0500000US42085,Pennsylvania,Mercer County,11051,37887
0500000US42087,Pennsylvania,Mifflin County,5260,14235
0500000US42089,Pennsylvania,Monroe County,28950,45596
0500000US42091,Pennsylvania,Montgomery County,148974,261926
0500000US42093,Pennsylvania,Montour County,3756,4509
0500000US42095,Pennsylvania,Northampton County,65209,76455
0500000US42097,Pennsylvania,Northumberland County,19440,20891
0500000US42099,Pennsylvania,Perry County,15211,7395
0500000US42101,Pennsylvania,Philadelphia County,152389,473604
0500000US42103,Pennsylvania,Pike County,14522,9167
0500000US42105,Pennsylvania,Potter County,1964,4828
0500000US42107,Pennsylvania,Schuylkill County,20357,41664
0500000US42109,Pennsylvania,Snyder County,7000,11846
0500000US42111,Pennsylvania,Somerset County,10416,22081
0500000US42113,Pennsylvania,Sullivan County,1117,1482
0500000US42115,Pennsylvania,Susquehanna County,9134,9513
0500000US42117,Pennsylvania,Tioga County,4132,13815
0500000US42119,Pennsylvania,Union County,6765,10436
0500000US42121,Pennsylvania,Venango County,5471,17595
0500000US42123,Pennsylvania,Warren County,3562,14613
0500000US42125,Pennsylvania,Washington County,37463,59953
0500000US42127,Pennsylvania,Wayne County,8969,11696
0500000US42129,Pennsylvania,Westmoreland County,59983,110258
0500000US42131,Pennsylvania,Wyoming County,5953,6849
0500000US42133,Pennsylvania,York County,68027,145129
0500000US44001,Rhode Island,Bristol County,15213,8774
0500000US44003,Rhode Island,Kent County,45844,37861
0500000US44005,Rhode Island,Newport County,13761,28299
0500000US44007,Rhode Island,Providence County,86271,207467
0500000US44009,Rhode Island,Washington County,28433,35193
0500000US45001,South Carolina,Abbeville County,5265,3794
0500000US45003,South Carolina,Aiken County,21070,47312
0500000US45005,South Carolina,Allendale County,1121,1640
0500000US45007,South Carolina,Anderson County,26890,52658
0500000US45009,South Carolina,Bamberg County,2072,3264
0500000US45011,South Carolina,Barnwell County,3254,4602
0500000US45013,South Carolina,Beaufort County,6564,67816
0500000US45015,South Carolina,Berkeley County,49379,38077
0500000US45017,South Carolina,Calhoun County,4456,1761
0500000US45019,South Carolina,Charleston County,21435,160700
0500000US45021,South Carolina,Cherokee County,7019,13559
0500000US45023,South Carolina,Chester County,6655,5429
0500000US45025,South Carolina,Chesterfield County,5697,11797
0500000US45027,South Carolina,Clarendon County,5586,5511
0500000US45029,South Carolina,Colleton County,5177,9319
0500000US45031,South Carolina,Darlington County,10833,14631
0500000US45033,South Carolina,Dillon County,3528,7114
0500000US45035,South Carolina,Dorchester County,42234,24782
0500000US45037,South Carolina,Edgefield County,5958,3964
0500000US45039,South Carolina,Fairfield County,5149,3345
0500000US45041,South Carolina,Florence County,9134,48416
0500000US45043,South Carolina,Georgetown County,6556,15910
0500000US45045,South Carolina,Greenville County,33906,183009
0500000US45047,South Carolina,Greenwood County,5679,22018
0500000US45049,South Carolina,Hampton County,2942,4662
0500000US45051,South Carolina,Horry County,9998,116617
0500000US45053,South Carolina,Jasper County,6685,4910
0500000US45055,South Carolina,Kershaw County,12450,13630
0500000US45057,South Carolina,Lancaster County,15821,16927
0500000US45059,South Carolina,Laurens County,11607,15125
0500000US45061,South Carolina,Lee County,3775,2263
0500000US45063,South Carolina,Lexington County,55120,74215
0500000US45065,South Carolina,McCormick County,1515,1281
0500000US45067,South Carolina,Marion County,5646,5970
0500000US45069,South Carolina,Marlboro County,4274,5150
0500000US45071,South Carolina,Newberry County,5379,10296
0500000US45073,South Carolina,Oconee County,7870,20317
0500000US45075,South Carolina,Orangeburg County,8041,25025
0500000US45077,South Carolina,Pickens County,22386,27285
0500000US45079,South Carolina,Richland County,37877,153326
0500000US45081,South Carolina,Saluda County,4454,3537
0500000US45083,South Carolina,Spartanburg County,27260,97703
0500000US45085,South Carolina,Sumter County,8162,35082
0500000US45087,South Carolina,Union County,4120,6650
0500000US45089,South Carolina,Williamsburg County,5181,6022
0500000US45091,South Carolina,York County,45082,65998
0500000US46003,South Dakota,Aurora County,458,879
0500000US46005,South Dakota,Beadle County,939,8162
0500000US46007,South Dakota,Bennett County,267,872
0500000US46009,South Dakota,Bon Homme County,980,1784
0500000US46011,South Dakota,Brookings County,2083,16405
0500000US46013,South Dakota,Brown County,783,19825
0500000US46015,South Dakota,Brule County,435,2107
0500000US46017,South Dakota,Buffalo County,192,453
0500000US46019,South Dakota,Butte County,2093,2922
0500000US46021,South Dakota,Campbell County,228,512
0500000US46023,South Dakota,Charles Mix County,276,3510
0500000US46025,South Dakota,Clark County,432,1361
0500000US46027,South Dakota,Clay County,1698,5353
0500000US46029,South Dakota,Codington County,1209,14044
0500000US46031,South Dakota,Corson County,354,877
0500000US46033,South Dakota,Custer County,1414,2373
0500000US46035,South Dakota,Davison County,1083,9061
0500000US46037,South Dakota,Day County,511,2109
0500000US46039,South Dakota,Deuel County,745,1503
0500000US46041,South Dakota,Dewey County,176,1677
0500000US46043,South Dakota,Douglas County,365,1143
0500000US46045,South Dakota,Edmunds County,738,1306
0500000US46047,South Dakota,Fall River County,371,2586
0500000US46049,South Dakota,Faulk County,157,994
0500000US46051,South Dakota,Grant County,596,3281
0500000US46053,South Dakota,Gregory County,304,1683
0500000US46055,South Dakota,Haakon County,87,930
0500000US46057,South Dakota,Hamlin County,1225,1595
0500000US46059,South Dakota,Hand County,240,1509
0500000US46061,South Dakota,Hanson County,987,668
0500000US46063,South Dakota,Harding County,46,628
0500000US46065,South Dakota,Hughes County,972,8604
0500000US46067,South Dakota,Hutchinson County,1034,2669
0500000US46069,South Dakota,Hyde County,116,630
0500000US46071,South Dakota,Jackson County,179,1008
0500000US46073,South Dakota,Jerauld County,214,793
0500000US46075,South Dakota,Jones County,88,387
0500000US46077,South Dakota,Kingsbury County,934,1617
0500000US46079,South Dakota,Lake County,1352,4949
0500000US46081,South Dakota,Lawrence County,2538,10006
0500000US46083,South Dakota,Lincoln County,19098,8320
0500000US46085,South Dakota,Lyman County,435,1255
0500000US46087,South Dakota,McCook County,1331,1581
0500000US46089,South Dakota,McPherson County,215,789
0500000US46091,South Dakota,Marshall County,499,1821
0500000US46093,South Dakota,Meade County,8104,5630
0500000US46095,South Dakota,Mellette County,214,523
0500000US46097,South Dakota,Miner County,360,777
0500000US46099,South Dakota,Minnehaha County,9996,87284
0500000US46101,South Dakota,Moody County,1315,2031
0500000US46102,South Dakota,Oglala Lakota County,244,2908
0500000US46103,South Dakota,Pennington County,3597,49936
0500000US46105,South Dakota,Perkins County,232,1233
0500000US46107,South Dakota,Potter County,129,973
0500000US46109,South Dakota,Roberts County,1056,3242
0500000US46111,South Dakota,Sanborn County,571,686
0500000US46115,South Dakota,Spink County,617,2610
0500000US46117,South Dakota,Stanley County,1066,550
0500000US46119,South Dakota,Sully County,160,626
0500000US46121,South Dakota,Todd County,303,2523
0500000US46123,South Dakota,Tripp County,389,2449
0500000US46125,South Dakota,Turner County,2258,1947
0500000US46127,South Dakota,Union County,3979,3462
0500000US46129,South Dakota,Walworth County,409,2112
0500000US46135,South Dakota,Yankton County,1234,10037
0500000US46137,South Dakota,Ziebach County,402,520
0500000US47001,Tennessee,Anderson County,10745,20319
0500000US47003,Tennessee,Bedford County,6887,12600
0500000US47005,Tennessee,Benton County,2251,3416
0500000US47007,Tennessee,Bledsoe County,2529,2149
0500000US47009,Tennessee,Blount County,21158,34264
0500000US47011,Tennessee,Bradley County,10966,31837
0500000US47013,Tennessee,Campbell County,5346,8278
0500000US47015,Tennessee,Cannon County,3760,1855
0500000US47017,Tennessee,Carroll County,5052,5458
0500000US47019,Tennessee,Carter County,12778,10127
0500000US47021,Tennessee,Cheatham County,12779,5410
0500000US47023,Tennessee,Chester County,3576,3550
0500000US47025,Tennessee,Claiborne County,4325,7328
0500000US47027,Tennessee,Clay County,1050,1664
0500000US47029,Tennessee,Cocke County,5767,7846
0500000US47031,Tennessee,Coffee County,6094,15058
0500000US47033,Tennessee,Crockett County,3101,2534
0500000US47035,Tennessee,Cumberland County,3233,16604
0500000US47037,Tennessee,Davidson County,59686,274716
0500000US47039,Tennessee,Decatur County,2044,2455
0500000US47041,Tennessee,DeKalb County,3206,4084
0500000US47043,Tennessee,Dickson County,9759,11773
0500000US47045,Tennessee,Dyer County,3460,12359
0500000US47047,Tennessee,Fayette County,11733,5103
0500000US47049,Tennessee,Fentress County,1812,4031
0500000US47051,Tennessee,Franklin County,6346,10287
0500000US47053,Tennessee,Gibson County,9333,10653
0500000US47055,Tennessee,Giles County,4106,7390
0500000US47057,Tennessee,Grainger County,5988,2648
0500000US47059,Tennessee,Greene County,5232,21775
0500000US47061,Tennessee,Grundy County,2511,1974
0500000US47063,Tennessee,Hamblen County,5745,19050
0500000US47065,Tennessee,Hamilton County,13499,146669
0500000US47067,Tennessee,Hancock County,945,1180
0500000US47069,Tennessee,Hardeman County,3110,5097
0500000US47071,Tennessee,Hardin County,2610,6679
0500000US47073,Tennessee,Hawkins County,11387,9734
0500000US47075,Tennessee,Haywood County,3337,3792
0500000US47077,Tennessee,Henderson County,4107,6876
0500000US47079,Tennessee,Henry County,3084,9351
0500000US47081,Tennessee,Hickman County,5618,3370
0500000US47083,Tennessee,Houston County,1606,1287
0500000US47085,Tennessee,Humphreys County,2372,4556
0500000US47087,Tennessee,Jackson County,2263,1387
0500000US47089,Tennessee,Jefferson County,12856,9451
0500000US47091,Tennessee,Johnson County,1935,3998
0500000US47093,Tennessee,Knox County,33860,177579
0500000US47095,Tennessee,Lake County,569,1223
0500000US47097,Tennessee,Lauderdale County,2936,5961
0500000US47099,Tennessee,Lawrence County,5510,10583
0500000US47101,Tennessee,Lewis County,1789,2979
0500000US47103,Tennessee,Lincoln County,5700,8147
0500000US47105,Tennessee,Loudon County,10535,8881
0500000US47107,Tennessee,McMinn County,6441,13924
0500000US47109,Tennessee,McNairy County,3975,4857
0500000US47111,Tennessee,Macon County,4439,4904
0500000US47113,Tennessee,Madison County,5064,37160
0500000US47115,Tennessee,Marion County,5843,5870
0500000US47117,Tennessee,Marshall County,6022,7225
0500000US47119,Tennessee,Maury County,15834,22404
0500000US47121,Tennessee,Meigs County,2687,1096
0500000US47123,Tennessee,Monroe County,6154,9623
0500000US47125,Tennessee,Montgomery County,31460,51250
0500000US47127,Tennessee,Moore County,1998,989
0500000US47129,Tennessee,Morgan County,4418,2307
0500000US47131,Tennessee,Obion County,3762,8646
0500000US47133,Tennessee,Overton County,4075,4304
0500000US47135,Tennessee,Perry County,908,1762
0500000US47137,Tennessee,Pickett County,814,1219
0500000US47139,Tennessee,Polk County,3937,2352
0500000US47141,Tennessee,Putnam County,4191,25709
0500000US47143,Tennessee,Rhea County,2954,9242
0500000US47145,Tennessee,Roane County,9823,10433
0500000US47147,Tennessee,Robertson County,16455,14194
0500000US47149,Tennessee,Rutherford County,47668,91430
0500000US47151,Tennessee,Scott County,2051,5544
0500000US47153,Tennessee,Sequatchie County,3249,2335
0500000US47155,Tennessee,Sevier County,10415,33240
0500000US47157,Tennessee,Shelby County,24184,394438
0500000US47159,Tennessee,Smith County,3824,4131
0500000US47161,Tennessee,Stewart County,2542,2212
0500000US47163,Tennessee,Sullivan County,19634,45185
0500000US47165,Tennessee,Sumner County,38720,42078
0500000US47167,Tennessee,Tipton County,16764,10056
0500000US47169,Tennessee,Trousdale County,2195,1176
0500000US47171,Tennessee,Unicoi County,2838,3536
0500000US47173,Tennessee,Union County,4456,2194
0500000US47175,Tennessee,Van Buren County,1168,996
0500000US47177,Tennessee,Warren County,3962,12149
0500000US47179,Tennessee,Washington County,15461,40656
0500000US47181,Tennessee,Wayne County,1866,3725
0500000US47183,Tennessee,Weakley County,4701,9304
0500000US47185,Tennessee,White County,3972,5528
0500000US47187,Tennessee,Williamson County,38360,57299
0500000US47189,Tennessee,Wilson County,31245,27057
0500000US48001,Texas,Anderson County,3618,15925
0500000US48003,Texas,Andrews County,1565,6273
0500000US48005,Texas,Angelina County,4142,31162
0500000US48007,Texas,Aransas County,3223,5905
0500000US48009,Texas,Archer County,2954,1256
0500000US48011,Texas,Armstrong County,585,366
0500000US48013,Texas,Atascosa County,9447,10216
0500000US48015,Texas,Austin County,6290,7048
0500000US48017,Texas,Bailey County,992,2144
0500000US48019,Texas,Bandera County,4679,4048
0500000US48021,Texas,Bastrop County,17580,14211
0500000US48023,Texas,Baylor County,178,1293
0500000US48025,Texas,Bee County,2315,7972
0500000US48027,Texas,Bell County,15085,129922
0500000US48029,Texas,Bexar County,45385,783284
0500000US48031,Texas,Blanco County,1901,2576
0500000US48033,Texas,Borden County,109,171
0500000US48035,Texas,Bosque County,3546,3434
0500000US48037,Texas,Bowie County,6732,28676
0500000US48039,Texas,Brazoria County,72218,80207
0500000US48041,Texas,Brazos County,7969,88215
0500000US48043,Texas,Brewster County,433,3864
0500000US48045,Texas,Briscoe County,264,480
0500000US48047,Texas,Brooks County,641,1716
0500000US48049,Texas,Brown County,1363,13457
0500000US48051,Texas,Burleson County,3825,3245
0500000US48053,Texas,Burnet County,5834,12566
0500000US48055,Texas,Caldwell County,9781,6696
0500000US48057,Texas,Calhoun County,2292,6977
0500000US48059,Texas,Callahan County,2895,2092
0500000US48061,Texas,Cameron County,13180,132877
0500000US48063,Texas,Camp County,2618,2361
0500000US48065,Texas,Carson County,1690,1125
0500000US48067,Texas,Cass County,4727,7105
0500000US48069,Texas,Castro County,865,2353
0500000US48071,Texas,Chambers County,9850,5024
0500000US48073,Texas,Cherokee County,6491,12975
0500000US48075,Texas,Childress County,201,2316
0500000US48077,Texas,Clay County,2961,1527
0500000US48079,Texas,Cochran County,421,742
0500000US48081,Texas,Coke County,586,879
0500000US48083,Texas,Coleman County,1036,2181
0500000US48085,Texas,Collin County,188932,249837
0500000US48087,Texas,Collingsworth County,397,925
0500000US48089,Texas,Colorado County,2916,6181
0500000US48091,Texas,Comal County,24568,28593
0500000US48093,Texas,Comanche County,1818,3460
0500000US48095,Texas,Concho County,251,704
0500000US48097,Texas,Cooke County,6035,11314
0500000US48099,Texas,Coryell County,16194,13995
0500000US48101,Texas,Cottle County,124,480
0500000US48103,Texas,Crane County,551,1403
0500000US48105,Texas,Crockett County,286,1565
0500000US48107,Texas,Crosby County,1044,1391
0500000US48109,Texas,Culberson County,171,841
0500000US48111,Texas,Dallam County,711,2638
0500000US48113,Texas,Dallas County,200169,972082
0500000US48115,Texas,Dawson County,859,3893
0500000US48117,Texas,Deaf Smith County,1215,7077
0500000US48119,Texas,Delta County,1211,587
0500000US48121,Texas,Denton County,200076,178537
0500000US48123,Texas,DeWitt County,2225,5554
0500000US48125,Texas,Dickens County,145,580
0500000US48127,Texas,Dimmit County,746,3375
0500000US48129,Texas,Donley County,399,1027
0500000US48131,Texas,Duval County,1631,2613
0500000US48133,Texas,Eastland County,1112,5596
0500000US48135,Texas,Ector County,14740,54280
0500000US48137,Texas,Edwards County,200,701
0500000US48139,Texas,Ellis County,35368,37900
0500000US48141,Texas,El Paso County,19367,319585
0500000US48143,Texas,Erath County,3184,15765
0500000US48145,Texas,Falls County,3101,2884
0500000US48147,Texas,Fannin County,5984,7039
0500000US48149,Texas,Fayette County,3240,8224
0500000US48151,Texas,Fisher County,753,1001
0500000US48153,Texas,Floyd County,615,1939
0500000US48155,Texas,Foard County,131,312
0500000US48157,Texas,Fort Bend County,196726,112952
0500000US48159,Texas,Franklin County,2015,2122
0500000US48161,Texas,Freestone County,2779,4852
0500000US48163,Texas,Frio County,1398,5121
0500000US48165,Texas,Gaines County,1631,6066
0500000US48167,Texas,Galveston County,60046,81201
0500000US48169,Texas,Garza County,344,1586
0500000US48171,Texas,Gillespie County,1859,9135
0500000US48173,Texas,Glasscock County,195,302
0500000US48175,Texas,Goliad County,1694,1225
0500000US48177,Texas,Gonzales County,1887,6434
0500000US48179,Texas,Gray County,1766,7477
0500000US48181,Texas,Grayson County,14143,39440
0500000US48183,Texas,Gregg County,9274,45442
0500000US48185,Texas,Grimes County,4841,4918
0500000US48187,Texas,Guadalupe County,41323,25540
0500000US48189,Texas,Hale County,2436,11412
0500000US48191,Texas,Hall County,214,928
0500000US48193,Texas,Hamilton County,1031,2220
0500000US48195,Texas,Hansford County,527,2054
0500000US48197,Texas,Hardeman County,531,1109
0500000US48199,Texas,Hardin County,14414,9344
0500000US48201,Texas,Harris County,159552,1886175
0500000US48203,Texas,Harrison County,12116,15880
0500000US48205,Texas,Hartley County,1031,1214
0500000US48207,Texas,Haskell County,647,1525
0500000US48209,Texas,Hays County,41767,44664
0500000US48211,Texas,Hemphill County,229,1572
0500000US48213,Texas,Henderson County,12335,17500
0500000US48215,Texas,Hidalgo County,23564,268310
0500000US48217,Texas,Hill County,5735,8305
0500000US48219,Texas,Hockley County,3136,7263
0500000US48221,Texas,Hood County,8563,13189
0500000US48223,Texas,Hopkins County,4082,10900
0500000US48225,Texas,Houston County,1991,5579
0500000US48227,Texas,Howard County,1840,11801
0500000US48229,Texas,Hudspeth County,286,802
0500000US48231,Texas,Hunt County,13057,21561
0500000US48233,Texas,Hutchinson County,1396,7755
0500000US48235,Texas,Irion County,324,468
0500000US48237,Texas,Jack County,1345,1944
0500000US48239,Texas,Jackson County,2770,3342
0500000US48241,Texas,Jasper County,4434,7668
0500000US48243,Texas,Jeff Davis County,296,747
0500000US48245,Texas,Jefferson County,9881,91586
0500000US48247,Texas,Jim Hogg County,484,1290
0500000US48249,Texas,Jim Wells County,4297,12155
0500000US48251,Texas,Johnson County,36874,31496
0500000US48253,Texas,Jones County,2223,2645
0500000US48255,Texas,Karnes County,1197,3957
0500000US48257,Texas,Kaufman County,29193,19191
0500000US48259,Texas,Kendall County,8230,8051
0500000US48261,Texas,Kenedy County,51,134
0500000US48263,Texas,Kent County,42,344
0500000US48265,Texas,Kerr County,2885,17137
0500000US48267,Texas,Kimble County,355,1743
0500000US48269,Texas,King County,47,119
0500000US48271,Texas,Kinney County,337,880
0500000US48273,Texas,Kleberg County,3518,10130
0500000US48275,Texas,Knox County,432,1059
0500000US48277,Texas,Lamar County,2696,17859
0500000US48279,Texas,Lamb County,1431,4167
0500000US48281,Texas,Lampasas County,4200,4234
0500000US48283,Texas,La Salle County,389,1864
0500000US48285,Texas,Lavaca County,3134,5672
0500000US48287,Texas,Lee County,2415,5212
0500000US48289,Texas,Leon County,2079,4324
0500000US48291,Texas,Liberty County,14822,12203
0500000US48293,Texas,Limestone County,2186,7081
0500000US48295,Texas,Lipscomb County,686,949
0500000US48297,Texas,Live Oak County,1348,2758
0500000US48299,Texas,Llano County,2467,4855
0500000US48301,Texas,Loving County,26,36
0500000US48303,Texas,Lubbock County,7920,131247
0500000US48305,Texas,Lynn County,1163,1178
0500000US48307,Texas,McCulloch County,334,3197
0500000US48309,Texas,McLennan County,6309,99509
0500000US48311,Texas,McMullen County,56,242
0500000US48313,Texas,Madison County,1362,2735
0500000US48315,Texas,Marion County,2198,1611
0500000US48317,Texas,Martin County,1113,1207
0500000US48319,Texas,Mason County,391,1575
0500000US48321,Texas,Matagorda County,4165,11285
0500000US48323,Texas,Maverick County,3628,16228
0500000US48325,Texas,Medina County,10597,8673
0500000US48327,Texas,Menard County,185,612
0500000US48329,Texas,Midland County,10222,65484
0500000US48331,Texas,Milam County,3547,5490
0500000US48333,Texas,Mills County,472,1363
0500000US48335,Texas,Mitchell County,909,1986
0500000US48337,Texas,Montague County,2659,5443
0500000US48339,Texas,Montgomery County,99131,127445
0500000US48341,Texas,Moore County,948,9470
0500000US48343,Texas,Morris County,2396,2052
0500000US48345,Texas,Motley County,116,334
0500000US48347,Texas,Nacogdoches County,4708,22319
0500000US48349,Texas,Navarro County,4635,14878
0500000US48351,Texas,Newton County,3028,1857
0500000US48353,Texas,Nolan County,819,5460
0500000US48355,Texas,Nueces County,13052,147389
0500000US48357,Texas,Ochiltree County,483,4468
0500000US48359,Texas,Oldham County,278,490
0500000US48361,Texas,Orange County,14596,20393
0500000US48363,Texas,Palo Pinto County,3985,6933
0500000US48365,Texas,Panola County,3717,6299
0500000US48367,Texas,Parker County,30904,24466
0500000US48369,Texas,Parmer County,880,3656
0500000US48371,Texas,Pecos County,642,5668
0500000US48373,Texas,Polk County,4545,11387
0500000US48375,Texas,Potter County,12993,39867
0500000US48377,Texas,Presidio County,523,2027
0500000US48379,Texas,Rains County,2730,1645
0500000US48381,Texas,Randall County,37010,27052
0500000US48383,Texas,Reagan County,398,1347
0500000US48385,Texas,Real County,260,732
0500000US48387,Texas,Red River County,2455,2139
0500000US48389,Texas,Reeves County,360,4353
0500000US48391,Texas,Refugio County,1029,2048
0500000US48393,Texas,Roberts County,234,172
0500000US48395,Texas,Robertson County,3180,3386
0500000US48397,Texas,Rockwall County,25311,15163
0500000US48399,Texas,Runnels County,1260,2913
0500000US48401,Texas,Rusk County,9462,11331
0500000US48403,Texas,Sabine County,1046,1665
0500000US48405,Texas,San Augustine County,892,1234
0500000US48407,Texas,San Jacinto County,6921,2869
0500000US48409,Texas,San Patricio County,13762,14279
0500000US48411,Texas,San Saba County,355,1900
0500000US48413,Texas,Schleicher County,489,991
0500000US48415,Texas,Scurry County,702,6622
0500000US48417,Texas,Shackelford County,385,1108
0500000US48419,Texas,Shelby County,2766,7287
0500000US48421,Texas,Sherman County,488,963
0500000US48423,Texas,Smith County,13185,80787
0500000US48425,Texas,Somervell County,1820,1878
0500000US48427,Texas,Starr County,4896,15371
0500000US48429,Texas,Stephens County,683,3011
0500000US48431,Texas,Sterling County,90,482
0500000US48433,Texas,Stonewall County,120,421
0500000US48435,Texas,Sutton County,246,1500
0500000US48437,Texas,Swisher County,890,1795
0500000US48439,Texas,Tarrant County,204110,707436
0500000US48441,Texas,Taylor County,3975,58997
0500000US48443,Texas,Terrell County,42,373
0500000US48445,Texas,Terry County,1053,3570
0500000US48447,Texas,Throckmorton County,193,467
0500000US48449,Texas,Titus County,2682,10929
0500000US48451,Texas,Tom Green County,3938,50373
0500000US48453,Texas,Travis County,61186,528088
0500000US48455,Texas,Trinity County,2253,2513
0500000US48457,Texas,Tyler County,3046,3962
0500000US48459,Texas,Upshur County,10028,6339
0500000US48461,Texas,Upton County,293,1013
0500000US48463,Texas,Uvalde County,1388,9075
0500000US48465,Texas,Val Verde County,1519,17739
0500000US48467,Texas,Van Zandt County,11047,10360
0500000US48469,Texas,Victoria County,5645,35161
0500000US48471,Texas,Walker County,5457,16907
0500000US48473,Texas,Waller County,10969,8718
0500000US48475,Texas,Ward County,1201,3328
0500000US48477,Texas,Washington County,2474,11832
0500000US48479,Texas,Webb County,3746,92821
0500000US48481,Texas,Wharton County,4832,13510
0500000US48483,Texas,Wheeler County,436,2229
0500000US48485,Texas,Wichita County,3347,56671
0500000US48487,Texas,Wilbarger County,608,5293
0500000US48489,Texas,Willacy County,2080,3246
0500000US48491,Texas,Williamson County,110830,119409
0500000US48493,Texas,Wilson County,12402,7823
0500000US48495,Texas,Winkler County,838,2355
0500000US48497,Texas,Wise County,12126,14506
0500000US48499,Texas,Wood County,6456,9049
0500000US48501,Texas,Yoakum County,716,2795
0500000US48503,Texas,Young County,1172,7034
0500000US48505,Texas,Zapata County,837,4171
0500000US48507,Texas,Zavala County,1324,2931
0500000US49001,Utah,Beaver County,231,2644
0500000US49003,Utah,Box Elder County,7241,14040
0500000US49005,Utah,Cache County,5017,49027
0500000US49007,Utah,Carbon County,944,8075
0500000US49009,Utah,Daggett County,43,172
0500000US49011,Utah,Davis County,68831,79324
0500000US49013,Utah,Duchesne County,1218,6540
0500000US49015,Utah,Emery County,1015,3008
0500000US49017,Utah,Garfield County,254,1691
0500000US49019,Utah,Grand County,226,4419
0500000US49021,Utah,Iron County,2270,17065
