id,Geographic Area Name,5 to 14 years,15 to 17 years,Under 18 years,18 to 24 years,15 to 44 years,16 years and over,18 years and over,21 years and over,60 years and over,62 years and over,65 years and over,75 years and over
0500000US17113,"McLean County, Illinois",10011,3097,17838,16218,40870,72970,70701,60049,18066,16465,12705,5803
0500000US17161,"Rock Island County, Illinois",8837,2938,16092,6138,26291,60329,58112,54705,20171,18497,15186,7096
0500000US18157,"Tippecanoe County, Indiana",10034,3151,18976,20179,46760,77190,75085,65116,17288,14737,12515,5326
0500000US18177,"Wayne County, Indiana",4168,1011,7023,3440,12553,27945,27461,25836,9491,8506,7202,3503
0500000US19193,"Woodbury County, Iowa",7945,1650,12751,4104,19063,39515,38654,36779,12993,11401,9175,4289
0500000US21145,"McCracken County, Kentucky",3729,1368,7191,2527,11255,28257,27339,25958,10943,10123,8108,4078
0500000US22073,"Ouachita Parish, Louisiana",10765,3245,18975,7266,31683,63186,60944,57843,18489,15721,13244,5852
0500000US23001,"Androscoggin County, Maine",5850,1722,10576,4757,19485,44962,44014,42207,15035,13271,10760,4722
0500000US27037,"Dakota County, Minnesota",28613,8815,50621,16122,82468,171674,166022,159818,46876,40759,33475,14149
0500000US27123,"Ramsey County, Minnesota",34402,9468,62454,27411,117490,225327,219020,208313,63275,56320,45339,20277
0500000US36015,"Chemung County, New York",4413,1368,8388,3906,14412,36175,35119,33368,12838,11245,9606,4131
0500000US42097,"Northumberland County, Pennsylvania",4950,1533,8864,2854,14184,37386,36115,34891,14470,12900,10906,5323
0500000US46103,"Pennington County, South Dakota",6129,2530,11782,4076,20140,45335,43536,41390,15848,14234,10725,4510
0500000US48037,"Bowie County, Texas",6460,1758,11433,3447,17325,36490,35668,34575,11698,9893,8643,3945
0500000US48141,"El Paso County, Texas",62198,18978,111859,44205,175892,327339,313980,295008,83050,74449,59191,27272
0500000US49053,"Washington County, Utah",12771,3688,21220,6921,31453,68169,65635,62476,24370,22343,19625,8537
0500000US51003,"Albemarle County, Virginia",5883,1737,10648,7271,22557,47289,46359,42962,15715,13854,11904,5297
0500000US51680,"Lynchburg city, Virginia",4649,992,8469,11468,21419,36148,35534,29665,9900,8781,7261,3885
0500000US53063,"Spokane County, Washington",31075,9404,56588,23728,102441,210978,204393,193921,61931,55531,45902,19013
0500000US55097,"Portage County, Wisconsin",3818,1190,6673,5359,14628,29405,28641,26394,8504,7754,6232,2785
0500000US01043,"Cullman County, Alabama",4886,1820,9588,3166,15175,34262,33060,31357,11539,10076,8493,3769
0500000US06037,"Los Angeles County, California",593446,181436,1067990,475935,2148545,4174560,4054999,3855598,1076253,947063,779536,352809
0500000US06061,"Placer County, California",24131,7598,41583,13623,68322,163441,158270,153202,56727,50736,42296,19160
0500000US09013,"Tolland County, Connecticut",7493,2577,13133,12994,32471,64151,62665,55419,17746,15972,12808,5651
0500000US10005,"Sussex County, Delaware",11864,3311,20975,6574,32910,99830,97308,94578,45204,41061,33892,13239
0500000US13031,"Bulloch County, Georgia",4420,879,7320,10043,19160,32272,31744,24829,6728,6008,4797,1891
0500000US13115,"Floyd County, Georgia",5746,1926,11633,5687,20136,41569,40239,37998,12794,12101,9833,4658
0500000US13217,"Newton County, Georgia",7458,2613,13256,5878,23136,44961,43991,41454,11735,10164,8367,3269
0500000US17031,"Cook County, Illinois",306956,92652,554459,229346,1098872,2171358,2109568,2019102,604293,534974,438002,201016
0500000US21047,"Christian County, Kentucky",5432,875,10035,4157,13814,25244,24636,23359,6956,5941,5069,2520
0500000US25011,"Franklin County, Massachusetts",3795,1023,6375,2030,11565,30855,30187,29459,12369,10877,8349,3283
0500000US25013,"Hampden County, Massachusetts",27458,9228,49079,24225,93222,200140,193877,182289,61568,54945,44973,20753
0500000US26155,"Shiawassee County, Michigan",3647,1456,7043,2863,11918,28393,27545,26557,9029,8188,6893,3007
0500000US29047,"Clay County, Missouri",16230,5466,29214,10064,49790,100947,96982,92490,27285,24086,19714,8014
0500000US30063,"Missoula County, Montana",5520,2035,10640,7477,27140,50376,49066,46082,13562,12173,9537,3843
0500000US30111,"Yellowstone County, Montana",10946,3066,18634,6222,30770,64829,62601,60667,21085,18613,14998,6692
0500000US36045,"Jefferson County, New York",6849,1971,13132,5289,20996,41057,39894,38265,11991,10707,8511,3870
0500000US39063,"Hancock County, Ohio",4592,1750,8572,3323,14594,31446,30050,27962,10003,8877,7244,3432
0500000US39151,"Stark County, Ohio",21783,6833,39058,15004,66826,156905,152359,144603,54502,49125,40806,19116
0500000US42005,"Armstrong County, Pennsylvania",3383,1097,5910,2119,10081,27325,26482,25617,10388,9231,7809,3765
0500000US48139,"Ellis County, Texas",13180,4562,23137,7727,36696,71004,67780,64248,17113,15137,12761,5455
0500000US48201,"Harris County, Texas",341330,98720,613793,213552,1019141,1815188,1750279,1664085,403066,345745,275484,109796
0500000US48291,"Liberty County, Texas",5151,2205,10348,3436,17907,34263,32761,31361,8953,7847,6266,2229
0500000US48479,"Webb County, Texas",24591,7353,44567,15450,58771,99789,95637,89525,19962,17871,14870,6511
0500000US51095,"James City County, Virginia",5297,1381,8893,3252,12377,32739,32185,30835,14226,12729,10703,4595
0500000US51161,"Roanoke County, Virginia",4825,2029,8852,3312,16641,41171,39979,38164,14849,13176,11355,5392
0500000US55059,"Kenosha County, Wisconsin",10580,3406,18202,8039,32278,68698,66881,63184,18870,16451,12897,5583
0500000US06033,"Lake County, California",3972,984,7010,1508,10078,N,26054,25648,10064,9181,7727,2632
0500000US06075,"San Francisco County, California",29658,8670,57913,31989,205860,380076,374407,363445,102164,90347,75618,35797
0500000US08123,"Weld County, Colorado",22493,6392,39797,14876,65048,120697,116383,108674,31091,26819,20552,7982
0500000US12005,"Bay County, Florida",10996,2993,19558,8145,33713,76119,73877,70280,24749,21420,16992,7364
0500000US13015,"Bartow County, Georgia",6455,2269,12246,5438,22140,43318,42013,39934,12518,10679,8303,2960
0500000US20015,"Butler County, Kansas",5217,1594,8478,2805,12146,25315,24491,22987,8017,6913,5522,2620
0500000US20103,"Leavenworth County, Kansas",5447,1362,9738,2555,13262,29273,28299,27087,9402,8475,6736,2992
0500000US20161,"Riley County, Kansas",3218,1296,6207,10463,20545,29267,28778,23555,5535,4543,3784,1715
0500000US25015,"Hampshire County, Massachusetts",6255,2757,11507,20837,39357,76491,74751,61742,21425,19545,15929,6442
0500000US29031,"Cape Girardeau County, Missouri",4869,1104,8316,6288,16335,32939,32282,29856,9834,8485,7245,3532
0500000US36001,"Albany County, New York",14693,4870,26693,23069,65542,134083,130745,119218,39971,36393,29856,13965
0500000US36029,"Erie County, New York",50602,16388,91490,42190,176110,394725,383382,364306,129466,114466,94218,45441
0500000US37045,"Cleveland County, North Carolina",6028,2060,10833,4053,17779,41672,40053,38123,14410,12857,10325,4429
0500000US39109,"Miami County, Ohio",6209,2275,11724,3445,18397,43340,41947,40568,15202,13821,11237,4902
0500000US39145,"Scioto County, Ohio",4598,1554,8295,3034,13374,30901,29768,28595,10563,9262,7613,3621
0500000US41005,"Clackamas County, Oregon",24390,8205,43138,14031,75648,172507,167221,160977,55378,48900,40721,16797
0500000US45077,"Pickens County, South Carolina",5773,2002,10658,10392,26621,52821,51273,46449,15634,13415,11470,5288
0500000US47163,"Sullivan County, Tennessee",8881,2769,15398,5751,26540,67850,66029,63651,25661,23320,19208,8870
0500000US53027,"Grays Harbor County, Washington",4296,2040,8107,2476,12041,30310,28721,27749,11966,10286,8688,3421
0500000US72139,"Trujillo Alto Municipio, Puerto Rico",3479,1140,5247,2981,12826,N,28127,26765,9481,8586,7188,3234
0500000US05031,"Craighead County, Arkansas",7127,2135,12933,5998,23409,43719,42443,38916,12334,10681,8718,3689
0500000US06071,"San Bernardino County, California",156234,47522,279373,107935,458223,842761,811016,766082,199768,171302,138144,57012
0500000US12099,"Palm Beach County, Florida",77328,24274,138959,54969,252994,644695,627391,602882,247450,227036,197535,103069
0500000US12107,"Putnam County, Florida",3790,1403,7495,2679,11756,31085,30054,28959,11543,10186,8934,3595
0500000US13117,"Forsyth County, Georgia",18902,5859,31530,8110,45735,91459,87733,84373,21618,18691,15943,6065
0500000US13121,"Fulton County, Georgia",62960,19606,112694,52378,241032,440821,428541,403185,101590,89607,71193,30696
0500000US17097,"Lake County, Illinois",47120,15546,82386,32400,129900,277403,267959,255144,77561,68159,54584,23646
0500000US20173,"Sedgwick County, Kansas",36594,10455,64297,22928,101433,201163,194764,186117,57323,51015,40899,17984
0500000US26005,"Allegan County, Michigan",8070,2434,14133,4251,20581,46970,45041,43745,14353,13289,10786,4448
0500000US26081,"Kent County, Michigan",42616,13227,76799,30638,136687,263168,255054,241147,70771,61349,50414,21886
0500000US29037,"Cass County, Missouri",7110,2139,11831,4221,18570,43814,42537,40833,14560,13012,10268,4540
0500000US29189,"St. Louis County, Missouri",60204,18301,107683,42416,189207,429569,416909,400567,142540,126716,104816,48078
0500000US34005,"Burlington County, New Jersey",25917,8903,46207,17003,80509,185878,180732,174980,59309,52488,42622,19349
0500000US34007,"Camden County, New Jersey",31438,9501,57542,20540,99040,213011,206522,197536,63916,55645,45615,20151
0500000US35035,"Otero County, New Mexico",4489,1455,7569,2731,11995,25522,24330,22854,8097,7384,5225,1962
0500000US37071,"Gaston County, North Carolina",14031,4350,24842,8747,43020,93756,90795,86880,28340,25363,20566,8673
0500000US37171,"Surry County, North Carolina",4350,1506,7317,2845,12256,30282,29407,28155,10827,9932,8250,3863
0500000US42091,"Montgomery County, Pennsylvania",49348,15598,87087,33530,152123,347831,338186,324634,112535,101716,83682,40305
0500000US46099,"Minnehaha County, South Dakota",12435,3847,23621,8041,37970,73914,71150,67989,19812,17451,14018,5843
0500000US47149,"Rutherford County, Tennessee",22797,6699,39090,20122,73625,130400,125977,117594,27572,23027,19089,7271
0500000US47187,"Williamson County, Tennessee",18227,5898,30824,8575,43047,90760,86817,82309,22997,19951,16425,6575
0500000US48183,"Gregg County, Texas",8884,2855,16356,5750,24526,50180,48326,46529,14831,12891,10770,4914
0500000US48347,"Nacogdoches County, Texas",4125,1489,7163,6391,15502,27196,26417,22862,6902,5858,5154,2185
0500000US48439,"Tarrant County, Texas",152383,45859,269750,97222,447164,826285,795216,752901,188697,165917,132470,54419
0500000US51069,"Frederick County, Virginia",5614,1916,9635,3195,15724,34990,33967,32817,11600,9834,8039,3486
0500000US55089,"Ozaukee County, Wisconsin",5033,1885,9001,3579,14984,37441,36195,34628,13554,11689,9589,4348
0500000US55133,"Waukesha County, Wisconsin",24199,7798,41991,15550,69335,168422,162906,156634,58915,52229,41843,19260
0500000US06065,"Riverside County, California",171039,52979,301569,115982,493683,964215,927636,877969,257746,230980,191823,85499
0500000US06085,"Santa Clara County, California",115862,34255,206353,77834,393085,771385,748798,719570,199754,177303,144923,66971
0500000US06099,"Stanislaus County, California",41734,12264,72796,25315,112094,213759,204700,193314,55974,49628,40549,17254
0500000US08101,"Pueblo County, Colorado",10042,3635,18491,7474,31956,69289,67234,63665,23042,20941,17054,7598
0500000US12053,"Hernando County, Florida",9758,3353,17750,6199,30161,83758,81721,79039,36921,33966,28437,13381
0500000US12101,"Pasco County, Florida",30364,9552,54250,18865,92226,230127,223550,215854,85405,77271,66299,30018
0500000US12115,"Sarasota County, Florida",15719,6313,29095,11193,53915,198403,193745,189091,101823,95924,85307,42116
0500000US12119,"Sumter County, Florida",3009,964,4961,1536,7802,60483,59673,59115,44770,43165,37947,15332
0500000US18011,"Boone County, Indiana",5021,1476,8663,2338,12233,N,25069,24233,7086,5788,4850,2126
0500000US26091,"Lenawee County, Michigan",5820,1578,10057,4191,16524,39612,38699,36761,13919,12063,10024,4226
0500000US29183,"St. Charles County, Missouri",25965,8051,45216,16743,76856,162674,157444,149865,47424,43429,33543,14519
0500000US29187,"St. Francois County, Missouri",3837,1824,7463,2063,11686,26049,24595,23494,7734,6838,6375,2850
0500000US36059,"Nassau County, New York",79954,25910,141934,58431,245483,572432,554767,531575,186308,162936,136482,65841
0500000US36071,"Orange County, New York",26334,8584,46879,16826,70538,148618,143043,135764,42193,37316,29859,12884
0500000US37133,"Onslow County, North Carolina",12966,2299,24007,11494,39698,66785,65089,60966,13463,11801,9863,4502
0500000US39113,"Montgomery County, Ohio",31606,9674,56479,24005,101944,225079,218623,209192,73521,65613,55008,25270
0500000US45045,"Greenville County, South Carolina",32616,9439,57227,23059,101695,213646,206643,197011,62484,54992,45428,19074
0500000US47059,"Greene County, Tennessee",3506,1272,6358,2801,11797,29623,28782,26811,11365,9823,8225,3664
0500000US48041,"Brazos County, Texas",12852,3137,22332,27320,60143,91120,89009,74969,15518,13754,11204,4795
0500000US48209,"Hays County, Texas",13727,4272,24618,19911,53451,88789,86925,77460,19429,16985,13610,4849
0500000US51059,"Fairfax County, Virginia",73384,22374,131420,47545,228573,463484,448602,430346,117275,104210,83878,34294
0500000US12081,"Manatee County, Florida",20853,6093,35028,13314,61186,172077,168543,163563,73858,68666,57701,26411
0500000US13057,"Cherokee County, Georgia",17486,5222,30298,10351,49307,102984,98564,93434,27319,24020,19667,7063
0500000US13215,"Muscogee County, Georgia",13064,3633,23310,9418,41016,78701,76180,72178,21730,18097,15618,7047
0500000US15001,"Hawaii County, Hawaii",12324,4051,21972,6882,35009,82686,80041,77026,30265,26539,21903,8138
0500000US18127,"Porter County, Indiana",10626,3059,17701,7642,31568,69297,67709,64088,20766,18468,14894,6271
0500000US22057,"Lafourche Parish, Louisiana",7197,1665,11747,5165,18896,40347,39180,36700,13018,11463,9006,4459
0500000US24510,"Baltimore city, Maryland",33150,9071,60684,29946,139468,265773,259134,246847,73386,63744,50200,21335
0500000US36083,"Rensselaer County, New York",8144,2689,15187,7846,31089,67071,65489,62271,20247,18329,14710,6391
0500000US37057,"Davidson County, North Carolina",10098,3500,18518,5788,29436,69770,66955,64816,23306,21371,16462,6910
0500000US39089,"Licking County, Ohio",11047,3495,20145,7620,32569,71992,70113,66553,21730,18524,16016,7068
0500000US41029,"Jackson County, Oregon",12219,4399,22186,8567,39253,93965,90767,86875,35912,31708,26769,11275
0500000US42063,"Indiana County, Pennsylvania",3909,1329,7149,6603,15887,35555,34825,30734,12173,11029,9118,4448
0500000US45007,"Anderson County, South Carolina",12078,3777,21640,8721,37607,83962,81499,77309,26732,23966,19915,8651
0500000US48135,"Ector County, Texas",12936,3940,23995,7595,34243,57880,55411,52545,11831,10577,8439,3641
0500000US48423,"Smith County, Texas",15020,4144,26705,11630,45925,94211,91857,87439,29130,25512,21145,9319
0500000US48469,"Victoria County, Texas",6441,2773,12284,4126,18621,36821,35483,33434,11126,10460,8470,3706
0500000US55127,"Walworth County, Wisconsin",5937,2117,10163,6386,19406,42586,41454,39028,13005,11781,9725,4131
0500000US01127,"Walker County, Alabama",3848,1233,6601,2224,11314,26914,26040,25193,8747,7694,6903,2944
0500000US05007,"Benton County, Arkansas",19830,6045,35229,10633,55808,106265,102263,98042,28139,24121,19960,9082
0500000US06101,"Sutter County, California",7015,1814,12330,3935,18890,38171,36847,35012,11622,10218,8301,3893
0500000US08001,"Adams County, Colorado",38126,10802,66495,21621,108957,194262,187019,178281,41889,36726,29519,11576
0500000US12087,"Monroe County, Florida",2880,843,5655,2158,12045,31637,30881,30043,10977,9812,8184,2685
0500000US12095,"Orange County, Florida",82857,25261,149177,74548,314839,569207,553579,523452,132752,113983,92509,38390
0500000US13077,"Coweta County, Georgia",8535,3105,15381,5679,28339,59635,57443,54625,16257,14581,11324,4483
0500000US17099,"LaSalle County, Illinois",6325,1908,11401,3853,18794,44272,42787,40804,15073,13533,11395,5518
0500000US19113,"Linn County, Iowa",14248,4221,25265,10032,44016,92114,89069,84992,26532,23479,20465,9651
0500000US27013,"Blue Earth County, Minnesota",3188,907,6793,7483,16090,27683,27205,23763,6801,6105,5285,2626
0500000US28047,"Harrison County, Mississippi",13740,3896,24108,8685,41119,83322,80889,77726,23351,20313,16700,6980
0500000US28049,"Hinds County, Mississippi",15620,4685,27965,13817,52808,102261,98632,91783,27402,24217,19596,8519
0500000US29099,"Jefferson County, Missouri",14099,4393,25316,7809,40850,90582,87452,84560,26929,23952,18324,7432
0500000US33009,"Grafton County, New Hampshire",4224,1248,7308,6201,17347,39814,38729,35756,13039,11830,9864,4188
0500000US36013,"Chautauqua County, New York",6751,2121,12221,5670,22143,53441,51904,48981,19114,16644,13989,6663
0500000US37067,"Forsyth County, North Carolina",23677,7239,41800,19629,76653,161498,156870,146072,46928,42025,34605,14881
0500000US39025,"Clermont County, Ohio",13248,4090,23228,7548,37861,83550,81423,78235,26022,22452,18151,7603
0500000US39041,"Delaware County, Ohio",15387,5144,26440,8198,39398,80391,77365,72959,21528,18934,15280,6328
0500000US39049,"Franklin County, Ohio",81274,22660,149637,65281,296537,538249,521218,491756,128917,114081,90531,37762
0500000US39103,"Medina County, Ohio",10737,3630,18958,6218,30732,73258,70975,67994,23492,21140,17490,7618
0500000US47011,"Bradley County, Tennessee",5726,2019,10677,5875,20952,44975,43647,40897,13717,12560,10215,4509
0500000US48021,"Bastrop County, Texas",5979,2017,10576,3580,15997,33228,32257,31112,9644,7868,6377,2195
0500000US48355,"Nueces County, Texas",24102,6908,42909,18156,74119,145115,139660,130946,40636,35248,28937,12449
0500000US53005,"Benton County, Washington",15574,4798,27409,8289,38744,77530,74477,71110,22519,19612,15976,6717
0500000US53073,"Whatcom County, Washington",13321,2985,21602,16392,47396,94845,92614,85229,28113,25390,21045,8328
0500000US04001,"Apache County, Arizona",5733,1526,9498,3398,13048,27781,26707,24957,7922,6966,5994,2467
0500000US04015,"Mohave County, Arizona",10369,3002,17842,6332,27860,88135,86112,84197,41381,38056,32142,13358
0500000US04019,"Pima County, Arizona",59275,18718,106510,60189,202083,435533,422296,397265,147674,133036,112437,49770
0500000US05143,"Washington County, Arkansas",16291,4136,28025,17627,54664,93410,90848,81614,21296,18379,15041,6559
0500000US06095,"Solano County, California",26955,8368,48186,18086,86202,180678,175952,169283,54954,48129,39275,16295
0500000US11001,"District of Columbia, District of Columbia",32856,7744,62158,40817,189096,311354,306089,288047,68627,61676,50396,22568
0500000US12109,"St. Johns County, Florida",16170,5069,26947,9795,42806,105501,102879,96958,37004,33212,27298,10903
0500000US16083,"Twin Falls County, Idaho",6188,2057,10960,3221,17156,33393,31751,29997,10271,8777,7248,3197
0500000US17115,"Macon County, Illinois",6373,1965,11288,4435,19728,44500,43145,41145,16098,14447,11802,5656
0500000US18167,"Vigo County, Indiana",5480,1796,10162,8443,21919,43930,42669,39233,13220,12071,10008,4782
0500000US21037,"Campbell County, Kentucky",5003,1706,9544,5465,19702,39590,38602,35546,11818,9926,8263,3875
0500000US22019,"Calcasieu Parish, Louisiana",13744,4086,25074,8448,40948,82356,79954,77204,25138,22131,17214,7203
0500000US22097,"St. Landry Parish, Louisiana",6078,1310,10386,3479,14971,32971,32109,30595,10243,9228,7464,3294
0500000US25023,"Plymouth County, Massachusetts",29764,10721,53621,22256,90771,218394,211805,202503,72468,63910,52315,22375
0500000US29043,"Christian County, Missouri",6713,1762,11364,2989,16172,34321,32958,31532,10258,9042,7235,3014
0500000US30049,"Lewis and Clark County, Montana",4279,1156,7231,2712,12233,28089,27615,26487,9281,8250,6732,2654
0500000US35025,"Lea County, New Mexico",5886,1602,9894,3984,14374,24900,24019,22299,6004,5035,4361,1786
0500000US39157,"Tuscarawas County, Ohio",5936,2054,10687,3263,16422,37984,36674,35278,13687,12456,10191,4858
0500000US40125,"Pottawatomie County, Oklahoma",5034,1514,8782,3621,14567,30360,29284,27333,8969,7790,6493,2695
0500000US45091,"York County, South Carolina",19254,4930,32088,11571,54086,112429,109573,104338,30184,26069,22251,8622
0500000US48441,"Taylor County, Texas",9453,2664,17252,10454,30234,55043,53459,48427,14967,13248,11107,5618
0500000US48471,"Walker County, Texas",3107,752,4993,9665,17205,N,27121,21272,6703,5796,4981,1914
0500000US50007,"Chittenden County, Vermont",8989,2298,14476,13344,36558,71618,69831,62725,20268,18155,14759,6418
0500000US51740,"Portsmouth city, Virginia",5400,1449,10231,4203,19570,38884,38263,36542,10713,9817,8117,3633
0500000US54107,"Wood County, West Virginia",4911,1454,8701,3242,14719,35694,34739,33720,11854,10712,9553,4308
0500000US56025,"Natrona County, Wyoming",5120,1531,8899,3303,15418,31440,30411,28945,8830,8113,6394,2873
0500000US01055,"Etowah County, Alabama",6353,1729,11218,4311,18819,43544,42453,41008,15239,13714,11221,4970
0500000US01081,"Lee County, Alabama",9879,2914,16848,14881,38840,68305,66261,59272,16154,14059,10876,3785
0500000US02020,"Anchorage Municipality, Alaska",19292,5168,34642,12646,61115,111757,108228,103367,24776,21154,17106,6259
0500000US08031,"Denver County, Colorado",37761,10741,69093,29130,176906,295425,288563,276645,64847,57878,47191,19545
0500000US12021,"Collier County, Florida",18199,5690,32360,10989,52582,163923,160828,155941,80087,73951,64432,32350
0500000US12086,"Miami-Dade County, Florida",150167,46372,275058,114090,543424,1178542,1146825,1100060,346698,309340,261891,127038
0500000US18097,"Marion County, Indiana",63913,17908,115222,45160,209679,392297,380299,360884,98010,86394,69616,30345
0500000US20045,"Douglas County, Kansas",6595,1769,11359,14184,31705,51143,50167,42699,11595,10293,8232,3702
0500000US22063,"Livingston Parish, Louisiana",9224,3277,17390,5673,29023,56009,53599,51435,15043,12642,10559,4500
0500000US26037,"Clinton County, Michigan",5041,1495,8696,3625,14547,32525,31502,30188,10223,8995,7383,2973
0500000US28059,"Jackson County, Mississippi",9279,3284,15514,5724,28786,58776,56726,53960,17953,15019,12253,4954
0500000US36019,"Clinton County, New York",3740,1222,6831,5033,14679,31961,31506,28926,10063,8697,7290,3286
0500000US36061,"New York County, New York",61043,16991,115774,80452,403932,753382,742565,713625,210097,187591,159071,75031
0500000US36091,"Saratoga County, New York",12363,4775,22710,10252,41646,96934,94114,89756,29116,26134,22187,9346
0500000US37001,"Alamance County, North Carolina",10355,2848,17937,9417,32710,71020,69544,64367,22496,19741,16487,7578
0500000US37101,"Johnston County, North Carolina",14435,5040,25660,8038,40616,81781,78902,75693,22522,20429,15860,6629
0500000US37135,"Orange County, North Carolina",9218,2817,15898,14528,34831,65525,63594,55437,16514,15003,11643,4073
0500000US37179,"Union County, North Carolina",18120,6371,31521,10804,45143,93436,88539,82842,22950,20648,16701,6785
0500000US38035,"Grand Forks County, North Dakota",3408,964,6346,6087,15541,27679,26977,24283,6810,5728,4880,2243
0500000US39017,"Butler County, Ohio",24852,7747,43586,23750,76865,155729,150705,139940,43848,38960,31333,13657
0500000US41017,"Deschutes County, Oregon",10506,3603,19025,5954,34606,79385,77379,75400,28107,25870,19962,7512
0500000US42033,"Clearfield County, Pennsylvania",3876,1191,6903,2523,12185,31673,30840,29708,11589,10530,8941,4384
0500000US45057,"Lancaster County, South Carolina",6869,1157,10773,3003,16565,39518,38770,37072,14442,12883,10927,4294
0500000US47009,"Blount County, Tennessee",6983,2595,12586,5797,23800,57004,55177,53050,19895,17661,15078,6315
0500000US48121,"Denton County, Texas",58886,18442,103605,40085,190299,344945,332462,313091,68354,60425,48199,17911
0500000US48375,"Potter County, Texas",9100,2543,16242,5201,22447,44215,42166,40498,10729,8765,7301,3428
0500000US48453,"Travis County, Texas",73388,21172,132899,56965,293894,500669,485067,462187,96596,84299,67476,25517
0500000US49011,"Davis County, Utah",31387,9064,54475,15020,75590,125755,119827,113509,27903,24684,19011,7629
0500000US51013,"Arlington County, Virginia",10778,2369,20167,10455,60177,98953,97556,95335,19795,17720,13713,6058
0500000US01101,"Montgomery County, Alabama",13917,4306,25648,11041,47063,96635,93502,89003,27264,23763,19947,8524
0500000US06073,"San Diego County, California",194519,57123,352804,153863,693447,1344499,1307752,1243474,359762,317392,260701,115498
0500000US06077,"San Joaquin County, California",56933,16834,99626,35253,152611,288556,278387,263498,75132,66074,53452,23110
0500000US10001,"Kent County, Delaware",11532,3399,20056,9030,35194,74878,72689,68103,22596,20705,16612,7126
0500000US12111,"St. Lucie County, Florida",17260,5538,31762,11865,53152,137750,133463,128211,52305,46877,41238,19006
0500000US13185,"Lowndes County, Georgia",7410,2294,14108,10081,27942,48653,46678,42211,12033,10457,8520,3597
0500000US17001,"Adams County, Illinois",3846,1080,6984,2313,11279,26675,26046,25367,9274,8755,7383,3721
0500000US17037,"DeKalb County, Illinois",7171,1491,11398,8887,24474,42883,41842,37626,10186,9440,7656,3400
0500000US17199,"Williamson County, Illinois",4092,1097,7206,2118,11423,26649,25860,24825,9419,8299,6894,3081
0500000US18063,"Hendricks County, Indiana",11217,3607,19775,6198,32634,66328,63795,61215,19554,16824,13087,5558
0500000US19155,"Pottawattamie County, Iowa",5822,1868,10377,4174,17210,38832,37441,35358,12627,11261,9326,4156
0500000US24021,"Frederick County, Maryland",16395,4886,28835,10562,48826,103214,100270,95918,29039,25846,20585,8954
0500000US24033,"Prince George's County, Maryland",54703,15458,99442,43922,186582,382304,372241,351911,98240,87285,70280,27075
0500000US26045,"Eaton County, Michigan",6190,1799,10757,4414,20039,46122,44679,43437,15199,13257,11019,4763
0500000US26075,"Jackson County, Michigan",8911,3049,16530,6727,27374,63473,61244,57679,20994,18310,15422,6761
0500000US26121,"Muskegon County, Michigan",11019,3188,19072,6967,31406,69905,67325,64654,22496,20124,16045,6984
0500000US26139,"Ottawa County, Michigan",19530,6027,34302,20794,60657,116617,112600,101914,32124,29133,23732,10776
0500000US27003,"Anoka County, Minnesota",23262,7486,41663,13338,66518,140129,135373,129885,38531,33291,26688,10840
0500000US31055,"Douglas County, Nebraska",39221,11242,71268,25967,118646,223695,216081,205323,58467,51471,41536,17522
0500000US31109,"Lancaster County, Nebraska",20587,5546,35613,23695,69160,125999,122238,111686,32766,29392,24333,10049
0500000US33005,"Cheshire County, New Hampshire",3884,1548,6972,4811,14683,33404,32597,29873,11407,10109,8184,3613
0500000US34011,"Cumberland County, New Jersey",10079,2812,17659,6694,26977,57998,56046,52931,17621,15559,12891,5516
0500000US35049,"Santa Fe County, New Mexico",7999,2467,13290,5430,24697,65531,63987,61788,26709,23839,19774,7297
0500000US37051,"Cumberland County, North Carolina",21882,6367,40528,17749,72180,131879,127478,120210,32446,28526,23378,10493
0500000US42075,"Lebanon County, Pennsylvania",9076,2611,15909,5857,24703,58187,56240,53477,20401,18292,15185,7529
0500000US47037,"Davidson County, Tennessee",38336,10063,70961,35102,164926,294076,287372,274332,66505,59001,48935,20826
0500000US48113,"Dallas County, Texas",186910,54909,337936,124344,579113,1034047,997980,949355,229941,199473,161126,66647
0500000US48167,"Galveston County, Texas",22780,6354,39451,13305,65969,135954,131690,126229,35840,31714,26368,10803
0500000US51153,"Prince William County, Virginia",34483,10637,61774,19355,97006,180004,172403,163756,36921,33079,25760,9810
0500000US51199,"York County, Virginia",5101,2034,9328,2495,13495,27473,26623,25276,8818,7698,6473,2541
0500000US53011,"Clark County, Washington",31824,9567,55286,18343,93311,194520,187610,178617,56094,50023,40630,15867
0500000US55117,"Sheboygan County, Wisconsin",6975,2088,11623,4269,20006,46272,44757,43137,14751,13112,11300,5152
0500000US56021,"Laramie County, Wyoming",6751,2279,11961,3678,18376,38680,37392,35684,12484,10664,8511,3623
0500000US06053,"Monterey County, California",31918,9286,56427,21138,86381,163578,158156,148628,44730,40582,32418,14440
0500000US08035,"Douglas County, Colorado",24800,8566,42772,12013,65541,134284,128526,124222,31701,27265,21440,7725
0500000US12031,"Duval County, Florida",58018,15993,105448,41070,198331,395570,384817,367403,105786,94222,76118,31669
0500000US13255,"Spalding County, Georgia",3632,1421,7414,2450,12930,27461,26805,25384,8748,8148,6712,2899
0500000US18003,"Allen County, Indiana",26294,7747,46446,16847,75146,150261,144889,138165,42373,37651,30562,13306
0500000US22005,"Ascension Parish, Louisiana",9267,2273,16026,4893,25714,48638,47389,45461,11320,10030,7955,2727
