id,Geographic Area Name,5 to 14 years,15 to 17 years,Under 18 years,18 to 24 years,15 to 44 years,16 years and over,18 years and over,21 years and over,60 years and over,62 years and over,65 years and over,75 years and over
0500000US48021,"Bastrop County, Texas",6129,2022,11518,4772,16646,33774,32625,30167,9772,8151,5931,1968
0500000US48355,"Nueces County, Texas",25561,7932,46001,17794,76401,137996,133695,125054,34360,30000,23794,8542
0500000US53005,"Benton County, Washington",15117,4500,26590,8479,40121,75574,73401,69347,19571,17691,14106,5176
0500000US53073,"Whatcom County, Washington",12608,3404,22517,15886,48101,91366,88952,81829,25990,22960,18302,6828
0500000US04001,"Apache County, Arizona",5867,1670,10019,3802,14492,26796,25594,23959,7348,6500,4938,1999
0500000US04015,"Mohave County, Arizona",10158,3016,17767,6842,31569,89611,87829,85073,41187,38321,31652,13304
0500000US04019,"Pima County, Arizona",61849,18140,109784,62099,208936,411843,400483,376153,123771,110695,93110,38504
0500000US05143,"Washington County, Arkansas",15394,4888,28988,17956,56633,92876,89100,81147,18016,14554,11881,4399
0500000US06095,"Solano County, California",28766,8348,51045,20403,90950,177121,171427,163250,46176,38592,31322,11552
0500000US11001,"District of Columbia, District of Columbia",33387,7737,65056,34248,170452,275004,269152,253866,50152,43209,35230,14225
0500000US12109,"St. Johns County, Florida",17220,4791,27942,10706,41673,100091,96493,89812,32761,29954,24442,9249
0500000US16083,"Twin Falls County, Idaho",6875,2436,12576,3750,17081,32841,30794,30029,8094,7181,5677,2433
0500000US17115,"Macon County, Illinois",6575,1965,11809,4297,18176,39664,38470,36210,13756,11423,9365,3830
0500000US18167,"Vigo County, Indiana",6036,2024,11531,8468,24901,44320,43024,39147,10434,8983,7110,2564
0500000US21037,"Campbell County, Kentucky",5302,1882,9859,4301,18275,36430,35147,33396,9522,7949,6562,2273
0500000US22019,"Calcasieu Parish, Louisiana",14045,3709,25211,8891,39186,75659,72873,68768,19495,17513,13251,4882
0500000US22097,"St. Landry Parish, Louisiana",6093,2313,11874,3928,15723,30376,28395,26038,8442,7050,5703,2063
0500000US25023,"Plymouth County, Massachusetts",31829,10657,56624,22713,91738,203377,196082,186589,58685,51978,41291,15186
0500000US29043,"Christian County, Missouri",6612,2404,11769,3326,16437,32428,30892,29555,9334,7602,6189,2416
0500000US30049,"Lewis and Clark County, Montana",4053,1334,7755,2821,12582,27078,26099,25032,8470,7339,5936,2020
0500000US35025,"Lea County, New Mexico",6195,1824,10734,3699,16927,26176,24964,22539,5624,4084,3495,1300
0500000US39157,"Tuscarawas County, Ohio",5631,1789,10372,4179,16544,35541,34443,32568,11064,10154,7836,3117
0500000US40125,"Pottawatomie County, Oklahoma",4706,1534,8371,3462,13681,27132,26242,24553,8001,6698,5328,1983
0500000US45091,"York County, South Carolina",20073,6279,34409,11822,51845,102554,98048,92338,24805,21581,17113,5992
0500000US48441,"Taylor County, Texas",9561,2576,16959,10444,30508,51469,49970,45358,12534,10948,8293,3830
0500000US48471,"Walker County, Texas",3600,792,5934,5616,18616,N,34432,32031,6792,5935,4245,1426
0500000US50007,"Chittenden County, Vermont",8054,2918,14689,12920,37130,67370,65576,59057,16702,14538,11349,3862
0500000US51740,"Portsmouth city, Virginia",6473,1676,11619,4816,19551,35632,34519,32140,8612,6867,5817,2101
0500000US54107,"Wood County, West Virginia",5066,1578,9111,3026,14330,32723,31652,30263,10416,9323,7637,3001
0500000US56025,"Natrona County, Wyoming",5424,1883,10015,2861,16179,31147,29790,28513,8130,7106,5506,1846
0500000US01055,"Etowah County, Alabama",6018,1802,10814,4789,18304,39031,38016,36361,12270,10683,8411,3143
0500000US01081,"Lee County, Alabama",11141,2106,17947,16612,38153,64204,62885,54278,13008,11086,9011,2767
0500000US02020,"Anchorage Municipality, Alaska",19966,5968,36696,15725,65980,115912,111972,105308,23916,19329,15703,4758
0500000US08031,"Denver County, Colorado",39067,9375,70606,28084,182391,294860,288230,277381,53486,46099,36805,12606
0500000US12021,"Collier County, Florida",18395,5934,32171,14268,56544,157355,153129,147064,69160,65417,58031,29902
0500000US12086,"Miami-Dade County, Florida",155526,47305,283661,117646,555672,1087176,1056037,1008240,260585,228912,186077,80780
0500000US18097,"Marion County, Indiana",66354,18096,119989,43047,198955,351117,339160,321783,75662,63925,50476,18496
0500000US20045,"Douglas County, Kansas",5634,1677,10375,14126,32582,50502,49535,43527,9243,8553,7068,2700
0500000US22063,"Livingston Parish, Louisiana",10613,2722,18315,5975,27320,52985,50263,47364,13069,11154,8380,3081
0500000US26037,"Clinton County, Michigan",5121,1764,9059,3514,15170,30957,30075,28822,9045,8271,6237,2346
0500000US28059,"Jackson County, Mississippi",12413,2691,18117,7095,26678,55043,52920,49505,14657,12293,10483,4204
0500000US36019,"Clinton County, New York",4056,1381,7350,6169,18789,35997,35008,32840,9816,7723,6233,2372
0500000US36061,"New York County, New York",61631,16544,117205,65432,372713,664619,653157,629664,150194,133642,109763,47453
0500000US36091,"Saratoga County, New York",12795,4395,23489,10435,42934,93062,89850,85457,25968,22473,18663,6838
0500000US37001,"Alamance County, North Carolina",10506,3827,19018,8676,31398,62288,59937,54902,16426,14637,11894,4716
0500000US37101,"Johnston County, North Carolina",15557,3846,26136,7551,37176,74915,71977,67959,16218,14666,11536,3505
0500000US37135,"Orange County, North Carolina",8161,2055,12965,12419,29885,54979,53570,47388,12668,11361,9110,3103
0500000US37179,"Union County, North Carolina",19302,6626,32120,11147,43914,88307,83728,78913,18941,16752,13089,4871
0500000US38035,"Grand Forks County, North Dakota",4929,1061,8582,7824,18641,29828,28865,24585,6021,5214,3983,1550
0500000US39017,"Butler County, Ohio",26237,8179,46415,23566,75890,147486,141672,130465,37105,31788,24939,9300
0500000US41017,"Deschutes County, Oregon",11939,3490,20104,6013,34144,77548,75488,73082,25573,23188,18786,6980
0500000US42033,"Clearfield County, Pennsylvania",4493,1334,7778,3111,15103,34778,33867,32790,10130,8767,7326,2929
0500000US45057,"Lancaster County, South Carolina",5982,1682,10366,3418,17241,36907,35471,32982,11121,10016,8708,3397
0500000US47009,"Blount County, Tennessee",8085,2831,14538,5055,22351,51258,49048,46879,16827,14914,12090,4868
0500000US48121,"Denton County, Texas",61630,19268,108391,39309,186164,328209,314606,296129,60476,50345,38939,13090
0500000US48375,"Potter County, Texas",9764,2170,16553,6317,25745,45892,44687,41574,9105,8145,6337,2385
0500000US48453,"Travis County, Texas",76067,21513,137636,57526,313568,508254,493141,468933,86805,72822,55958,17974
0500000US49011,"Davis County, Utah",33539,9240,58498,17071,76944,124968,118913,111470,24193,21396,16662,6243
0500000US51013,"Arlington County, Virginia",12284,3346,22846,10419,62826,99651,96952,94652,17253,14455,11124,3904
0500000US01101,"Montgomery County, Alabama",14782,4484,26975,10763,44574,82926,79638,74782,20553,17795,14329,5298
0500000US06073,"San Diego County, California",203650,59346,369604,189314,764751,1351458,1313204,1236658,301542,264963,209120,82022
0500000US06077,"San Joaquin County, California",59703,17899,104690,37467,158157,282590,269957,251462,63181,55626,42392,16010
0500000US10001,"Kent County, Delaware",11604,3178,20589,8719,33618,66922,65216,61688,18019,15619,13200,5348
0500000US12111,"St. Lucie County, Florida",18869,5490,31389,12045,54558,128491,124514,120399,45373,41811,35970,15515
0500000US13185,"Lowndes County, Georgia",8013,1956,13770,9971,26126,42704,41765,38173,8378,7316,6010,2282
0500000US17001,"Adams County, Illinois",4559,1073,7995,2324,11378,25446,24666,23778,8050,6807,5914,2668
0500000US17037,"DeKalb County, Illinois",5935,1879,10875,10574,24955,41044,40028,34743,8764,7231,5649,2128
0500000US17199,"Williamson County, Illinois",4507,1040,7691,2095,12000,27220,26299,25286,8865,7663,5668,2247
0500000US18063,"Hendricks County, Indiana",12684,4263,22004,6433,33685,64268,61435,58557,14357,12194,9830,3571
0500000US19155,"Pottawattamie County, Iowa",6810,1665,11310,4337,17151,35539,34405,32209,10517,9437,7118,2751
0500000US24021,"Frederick County, Maryland",17115,5794,30453,11502,50098,99768,96090,91089,24903,21756,16235,5850
0500000US24033,"Prince George's County, Maryland",56280,15947,102486,44259,187532,345487,335139,314292,75410,65757,50345,17845
0500000US26045,"Eaton County, Michigan",6801,2155,11727,5110,21225,43955,42663,40007,14022,12199,9261,3318
0500000US26075,"Jackson County, Michigan",9510,3411,17272,7166,31740,66243,63777,60378,18572,16432,13125,4849
0500000US26121,"Muskegon County, Michigan",11470,3906,20992,6829,33947,68686,66199,63400,19129,16511,13396,4868
0500000US26139,"Ottawa County, Michigan",20553,5732,35230,19159,59437,112230,108362,99225,27404,25000,19684,8066
0500000US27003,"Anoka County, Minnesota",24509,7255,42735,14214,69348,138970,134042,127858,33960,29828,23138,8293
0500000US31055,"Douglas County, Nebraska",40452,11643,74068,25562,119728,213171,205463,194256,46957,40687,32325,11749
0500000US31109,"Lancaster County, Nebraska",20703,5515,36708,23165,73747,126211,122713,114309,28832,25290,19497,7066
0500000US33005,"Cheshire County, New Hampshire",3954,1173,6663,4430,14163,30891,30261,28173,10096,8882,6911,2488
0500000US34011,"Cumberland County, New Jersey",10249,2912,17645,6071,33802,61759,59622,56873,14341,12425,10331,4025
0500000US35049,"Santa Fe County, New Mexico",7781,2385,13591,5551,24821,60552,59188,56480,21839,20498,16794,5834
0500000US37051,"Cumberland County, North Carolina",22340,6521,41267,25686,79802,127507,123057,113347,24600,21313,16780,6075
0500000US42075,"Lebanon County, Pennsylvania",9431,2936,16232,5570,25138,55127,52933,50159,17373,15487,12524,5014
0500000US47037,"Davidson County, Tennessee",38944,10668,72638,32579,159555,268450,261616,248847,53499,46701,35515,12432
0500000US48113,"Dallas County, Texas",194798,56136,351719,127638,582295,988578,950137,898906,190577,159863,122056,43356
0500000US48167,"Galveston County, Texas",23571,7612,42305,15165,66833,129880,124444,117777,31574,27065,22367,6722
0500000US51153,"Prince William County, Virginia",37120,10508,65875,21076,98276,174729,167959,158573,31208,26961,20754,7519
0500000US51199,"York County, Virginia",4369,715,6828,3310,12846,25525,25067,23682,6679,5651,5063,1898
0500000US53011,"Clark County, Washington",33794,10217,59503,19996,94608,185728,179458,171590,48442,42684,33838,12100
0500000US55117,"Sheboygan County, Wisconsin",8117,2538,13559,4963,22040,46921,45517,43175,13733,12069,9396,3578
0500000US56021,"Laramie County, Wyoming",6304,1488,11161,4159,19522,39663,38462,36228,10851,9750,7652,2788
0500000US06053,"Monterey County, California",33277,8848,57676,22444,94453,169569,163335,153452,38633,34234,27073,10658
0500000US08035,"Douglas County, Colorado",26194,9225,46206,13348,67115,131893,125272,119735,27804,23212,18482,6313
0500000US12031,"Duval County, Florida",59956,16363,109342,42875,195732,363564,350574,331976,83282,72549,57481,20045
0500000US13255,"Spalding County, Georgia",5129,1827,8398,2374,11981,24440,23483,22280,6858,6177,5302,1965
0500000US18003,"Allen County, Indiana",27569,8687,49962,16491,74979,140180,134054,126741,33277,28970,23966,8757
0500000US22005,"Ascension Parish, Louisiana",9898,3071,17224,4532,25886,45846,44033,41412,10020,8399,6224,1916
0500000US26161,"Washtenaw County, Michigan",19649,6682,35388,35106,90983,153440,148882,133259,33159,28488,23205,8335
0500000US28089,"Madison County, Mississippi",7455,2057,13260,5053,19879,38446,36859,34753,8722,7733,5880,1775
0500000US29021,"Buchanan County, Missouri",5806,1532,10299,4124,17997,36272,34807,33587,9642,8867,6256,2301
0500000US29077,"Greene County, Missouri",16788,4860,30028,19174,61837,113773,110904,103059,28409,25643,20888,8595
0500000US34015,"Gloucester County, New Jersey",18861,5648,31451,13574,54694,112499,109236,103581,29733,24969,20171,7546
0500000US34029,"Ocean County, New Jersey",40310,11500,73477,22574,97860,224035,216708,206826,78040,69973,58147,26099
0500000US34039,"Union County, New Jersey",37025,11268,66201,23723,109323,213114,206071,195818,49474,42560,34072,13345
0500000US36009,"Cattaraugus County, New York",4781,1611,8573,3400,13685,30550,29494,28082,9599,8632,6851,2652
0500000US36055,"Monroe County, New York",43986,13891,78621,37105,143686,288153,279526,261939,82049,71235,55674,21750
0500000US36109,"Tompkins County, New York",4403,1847,9209,13678,26890,43483,42256,35077,9733,8643,6380,2309
0500000US37027,"Caldwell County, North Carolina",4479,1493,8777,3334,14558,34031,32703,31169,10197,8735,7203,2724
0500000US37063,"Durham County, North Carolina",17975,4938,33231,15553,70093,121185,118192,110245,25493,22475,17683,6497
0500000US37191,"Wayne County, North Carolina",8351,2903,15701,6123,24838,46804,45184,42049,13223,11190,8857,3214
0500000US41003,"Benton County, Oregon",4463,1306,7870,11569,23909,39449,38618,33453,9149,8451,6969,2479
0500000US41067,"Washington County, Oregon",39589,11999,69942,24988,129785,234190,226282,217482,51429,44867,35323,12580
0500000US42025,"Carbon County, Pennsylvania",3173,1264,5962,2272,10718,26389,25588,24784,9062,7172,6061,2316
0500000US42069,"Lackawanna County, Pennsylvania",12433,4060,21653,8798,37971,83228,79937,74921,26051,21978,17890,7121
0500000US45003,"Aiken County, South Carolina",10366,3943,20051,7070,30824,65852,63042,58776,20272,17887,14684,5644
0500000US48213,"Henderson County, Texas",5015,958,8035,3853,13628,31651,30830,29064,12017,10392,8126,3290
0500000US49035,"Salt Lake County, Utah",89079,26091,158559,56508,266961,435008,418843,393923,83921,72319,56649,20534
0500000US51177,"Spotsylvania County, Virginia",9414,3321,17576,5975,26415,50816,48719,45983,11773,11004,8561,3126
0500000US01051,"Elmore County, Alabama",5398,1879,9954,3307,16044,30968,30034,28932,8179,6975,5538,1857
0500000US01115,"St. Clair County, Alabama",5983,2602,11113,3275,17346,35729,33820,32202,9041,8244,6620,2376
0500000US05131,"Sebastian County, Arkansas",8764,2809,15807,6071,25206,49352,47459,44409,12395,10923,8994,3293
0500000US06055,"Napa County, California",9153,2878,15802,6264,26216,55998,53892,50788,16536,14545,12375,5088
0500000US08059,"Jefferson County, Colorado",32772,10026,58260,24085,120046,236811,230356,220463,62585,54040,42948,15433
0500000US12001,"Alachua County, Florida",14083,4336,25484,26078,68436,108756,105945,93715,22699,20109,16643,6278
0500000US12069,"Lake County, Florida",19519,6043,34065,12441,55644,141635,137369,132410,55608,50525,43451,20265
0500000US12127,"Volusia County, Florida",27578,9168,49708,24066,94212,225391,217546,206751,80338,71745,60839,25536
0500000US17119,"Madison County, Illinois",16808,5231,29979,10846,49317,102619,99164,94530,28726,24588,19838,7908
0500000US18105,"Monroe County, Indiana",5925,2180,11377,19798,40939,62154,60742,50357,11798,9707,8195,3106
0500000US19169,"Story County, Iowa",4373,1277,8115,16794,29912,43218,42108,34182,6808,5840,5178,2085
0500000US34027,"Morris County, New Jersey",29715,10006,52363,21558,89486,196442,189256,180987,53821,46895,37207,15497
0500000US36065,"Oneida County, New York",13958,3795,24475,10540,43703,91921,89512,84290,26256,22756,18586,7789
0500000US36075,"Oswego County, New York",6788,2385,12236,7007,23573,48995,46986,43361,12857,11212,8990,3277
0500000US37147,"Pitt County, North Carolina",11013,2769,19695,13423,39152,66017,64118,58347,14261,12199,9985,3207
0500000US39101,"Marion County, Ohio",4089,1246,7103,2907,13904,28285,27557,26361,7339,6386,5221,1901
0500000US39173,"Wood County, Ohio",7574,2255,13264,11310,28947,52682,51193,45493,13104,11046,8950,3416
0500000US41071,"Yamhill County, Oregon",7095,2030,11784,5872,22017,42383,41179,38468,11437,10079,8108,3190
0500000US42011,"Berks County, Pennsylvania",26809,8375,47011,20764,79038,163911,158960,149671,45405,40365,32354,12775
0500000US47155,"Sevier County, Tennessee",6309,1756,11164,3728,16941,38745,37624,36533,11803,10480,8744,3204
0500000US48099,"Coryell County, Texas",5025,1129,8566,6611,18871,29227,28464,25152,4394,3901,3169,1189
0500000US48367,"Parker County, Texas",9857,3062,17382,5957,25612,53436,51286,48052,13855,12509,10181,3809
0500000US51121,"Montgomery County, Virginia",4257,1334,7369,16651,30021,45195,44267,34666,7500,6530,5280,2003
0500000US53029,"Island County, Washington",4053,1202,7431,4354,16832,35797,34755,33629,12214,11367,9745,3715
0500000US55027,"Dodge County, Wisconsin",5242,1575,8743,3321,17473,37722,37104,35952,10753,8803,7030,2850
0500000US55039,"Fond du Lac County, Wisconsin",5916,1954,11246,3848,18198,40564,39304,37439,12381,10667,8503,3308
0500000US12071,"Lee County, Florida",38426,12346,68338,26623,118849,309187,301554,289296,127356,117834,102892,46620
0500000US12105,"Polk County, Florida",45458,13914,80339,30405,131474,276828,266744,251964,86641,77155,65407,28338
0500000US17019,"Champaign County, Illinois",10849,3728,20623,25977,56473,87410,84637,71574,17697,15597,11832,4049
0500000US21029,"Bullitt County, Kentucky",4837,2187,9020,3504,16151,32848,31510,29465,8565,7852,6279,2193
0500000US26073,"Isabella County, Michigan",2982,1152,5693,9213,18403,29378,28619,24619,5899,5275,3965,1390
0500000US28035,"Forrest County, Mississippi",4748,3124,10093,5164,18457,29255,26838,24668,6753,5791,4574,1388
0500000US34003,"Bergen County, New Jersey",57306,18690,101181,38622,172446,366561,353448,338107,97877,85658,69648,29170
0500000US34041,"Warren County, New Jersey",5968,2245,10726,4626,18677,42974,41275,39154,12476,10924,8390,3353
0500000US39003,"Allen County, Ohio",6733,2108,12045,6409,20741,41594,40077,36635,12074,10112,7934,3222
0500000US39043,"Erie County, Ohio",4507,1773,8088,2733,12646,29945,28685,28030,9208,8222,7197,2918
0500000US40145,"Wagoner County, Oklahoma",5818,1854,10049,3254,14978,30994,29583,28269,8454,7645,6142,2217
0500000US41053,"Polk County, Oregon",5961,1525,9407,4905,16690,32183,31538,29211,9195,8307,7230,3060
0500000US42043,"Dauphin County, Pennsylvania",17666,5492,32085,11686,51547,106549,102541,97468,28518,25615,20069,7597
0500000US42089,"Monroe County, Pennsylvania",10117,3563,17009,9611,31813,68822,66740,63122,20841,17938,12994,4627
0500000US44005,"Newport County, Rhode Island",4250,1375,7362,3832,15309,34806,34018,32616,12012,10781,8756,3339
0500000US44009,"Washington County, Rhode Island",5777,2188,10537,8745,23035,52496,50847,46460,16519,14812,11795,4262
0500000US45073,"Oconee County, South Carolina",4671,1270,8136,4081,13418,31235,30669,29050,11085,10201,8517,3155
0500000US48187,"Guadalupe County, Texas",12520,3593,21266,8087,33004,62211,59962,55489,14370,12863,9805,3179
0500000US48215,"Hidalgo County, Texas",81184,23232,144152,48527,183761,295763,281241,260056,59106,52412,42240,18075
0500000US48329,"Midland County, Texas",12918,3802,24446,7094,40076,64353,61684,58916,12722,10861,8050,3316
0500000US53061,"Snohomish County, Washington",52374,14715,93788,32329,169041,324602,314092,300946,74693,63776,49304,16922
0500000US55079,"Milwaukee County, Wisconsin",64869,18006,115936,45602,197959,354524,343262,323753,83482,71145,55098,20664
0500000US55101,"Racine County, Wisconsin",12915,4564,23413,8432,37761,77473,74064,70913,21496,18077,14395,5333
0500000US72113,"Ponce Municipio, Puerto Rico",7560,2517,13111,6978,25423,52610,50832,48223,16514,14824,12619,5412
0500000US06047,"Merced County, California",23121,6784,41038,16584,61180,101682,97482,89349,20049,17417,14214,5970
0500000US06081,"San Mateo County, California",46368,13316,81819,28422,157963,309320,299865,287269,77527,68445,54381,22232
0500000US02170,"Matanuska-Susitna Borough, Alaska",8416,2649,14835,4827,22878,42425,40646,38358,9991,8524,6475,2052
0500000US04027,"Yuma County, Arizona",15364,4637,27675,13700,46359,85107,81851,76739,24063,21219,19118,9900
0500000US05119,"Pulaski County, Arkansas",26138,7394,45565,17098,76285,147037,142020,133432,37385,33219,26314,9300
0500000US13045,"Carroll County, Georgia",9187,2559,14818,7332,24100,45025,43419,39947,10716,9434,7753,2714
0500000US13067,"Cobb County, Georgia",50353,15757,89981,34128,156289,288115,276960,261682,60168,50981,40597,13746
0500000US13139,"Hall County, Georgia",14983,4805,26185,9030,39646,77350,74140,69597,18990,16643,13843,5514
0500000US18085,"Kosciusko County, Indiana",6025,1597,9966,4016,15447,30389,29660,28134,8860,7752,6033,2272
0500000US18163,"Vanderburgh County, Indiana",12064,3369,21034,8182,35679,69830,67271,63498,19356,16786,12909,4984
0500000US22033,"East Baton Rouge Parish, Louisiana",28037,8726,50446,28694,95698,165783,160275,148265,39483,34285,26390,9234
0500000US24013,"Carroll County, Maryland",10749,3759,19089,7778,30450,67218,64471,60812,18225,15946,12328,4653
0500000US24045,"Wicomico County, Maryland",6174,2184,11714,6419,20677,38778,37031,33496,9790,8443,6951,2660
0500000US25027,"Worcester County, Massachusetts",50091,16227,89237,40812,162223,330936,320601,301907,85323,74324,58023,21252
0500000US26065,"Ingham County, Michigan",16195,4520,29369,27520,69308,116143,113094,100338,25716,22377,17536,6006
0500000US34019,"Hunterdon County, New Jersey",7378,2652,12422,6256,21281,51320,49598,47089,15196,12923,10741,3761
0500000US36063,"Niagara County, New York",11883,4172,21371,8982,36930,84655,81372,76914,26996,23047,17666,6552
0500000US36079,"Putnam County, New York",5518,2167,10178,4610,17917,40472,39350,37725,12147,9958,7793,2790
0500000US37049,"Craven County, North Carolina",6885,1755,12308,7397,21699,41434,40180,37272,12029,10806,8579,3927
0500000US37151,"Randolph County, North Carolina",9046,3334,16840,5510,25790,56131,53719,51373,15107,13558,11307,4332
0500000US39141,"Ross County, Ohio",4413,1505,8128,3497,15745,33262,32043,30802,8497,7569,5963,2460
0500000US40109,"Oklahoma County, Oklahoma",57810,15788,104278,36272,163849,293880,283932,267694,66958,58794,47138,17382
0500000US48245,"Jefferson County, Texas",17185,4786,30810,12699,56343,102614,99401,93958,23841,20617,15922,6672
0500000US48303,"Lubbock County, Texas",20486,6004,37114,26787,73546,118579,114749,103656,23903,19854,16059,6328
0500000US54003,"Berkeley County, West Virginia",8019,3005,14474,4207,22445,46666,44574,42429,12416,11152,8493,2716
0500000US55073,"Marathon County, Wisconsin",8631,2773,15295,6057,25227,54717,52489,50309,15482,13491,11104,4335
0500000US02090,"Fairbanks North Star Borough, Alaska",6720,1727,12319,7451,26655,42114,41078,37652,7865,7014,5211,1302
0500000US05085,"Lonoke County, Arkansas",5369,1862,9834,2959,14591,27311,26365,25379,6777,5590,4296,1471
0500000US06001,"Alameda County, California",97600,28042,175317,68944,362789,664521,644862,615618,147022,126964,101082,38224
0500000US06097,"Sonoma County, California",28611,9231,49966,21255,93573,200097,193986,184252,61093,53220,43522,15570
0500000US06113,"Yolo County, California",13095,4395,23476,20508,53274,86555,83532,71020,17277,14985,12244,4917
0500000US09015,"Windham County, Connecticut",6024,2245,10661,6258,23736,48100,46143,42881,12531,11011,8512,3297
0500000US12011,"Broward County, Florida",115744,35898,209392,80507,373722,765854,741462,708559,204080,176657,142626,59021
0500000US20177,"Shawnee County, Kansas",12151,4054,21756,7778,32848,67123,64700,60949,20094,18474,14717,5238
0500000US21067,"Fayette County, Kentucky",19109,5347,34595,21717,74010,126749,123563,114793,26358,23564,18332,6899
0500000US22017,"Caddo Parish, Louisiana",16597,4543,29061,10060,44693,88507,85710,80686,25140,21273,17385,6722
0500000US22079,"Rapides Parish, Louisiana",9172,2851,16663,5719,25013,48987,47125,44494,13875,11824,9279,3334
0500000US26147,"St. Clair County, Michigan",9424,3802,17437,6288,28107,64895,62143,59948,20001,17330,13900,5083
0500000US27171,"Wright County, Minnesota",11746,3426,20265,5319,26301,51814,49245,46509,11952,10391,7964,3113
0500000US29095,"Jackson County, Missouri",46716,13456,83623,28600,138878,264204,254552,243076,65552,57108,44666,17160
0500000US36051,"Livingston County, New York",3238,1030,5752,4235,12906,27078,26276,24164,7837,6893,5125,1959
0500000US36103,"Suffolk County, New York",89136,30397,159844,68732,277313,590428,569935,540118,159441,138806,109628,44300
0500000US40027,"Cleveland County, Oklahoma",17661,5296,30668,20034,66860,112547,109480,100722,23315,20697,16839,5841
0500000US40101,"Muskogee County, Oklahoma",4907,1403,8518,3408,12900,25592,24831,23247,7091,6206,4956,1994
0500000US41035,"Klamath County, Oregon",4330,1214,7574,2929,11936,26734,26145,24356,9899,8351,7045,2556
0500000US42101,"Philadelphia County, Pennsylvania",95487,26266,175208,76546,344137,592313,574809,543307,127833,109313,86658,33200
0500000US45019,"Charleston County, South Carolina",23088,6522,41090,18521,84990,159674,155328,147311,40045,35344,28942,10223
0500000US45047,"Greenwood County, South Carolina",4228,1779,7208,3801,13077,26766,25296,23761,7428,6350,5590,2656
0500000US47141,"Putnam County, Tennessee",3837,1796,7545,6334,18098,32264,31143,28155,8416,7208,5829,2482
0500000US48257,"Kaufman County, Texas",10046,2807,17265,5332,26452,46821,45251,42616,11136,9321,7098,2693
0500000US48381,"Randall County, Texas",9378,2972,16724,7403,28208,52287,50556,47842,12688,11300,9027,3454
0500000US55071,"Manitowoc County, Wisconsin",4972,1401,8438,2803,13508,32350,31513,30131,10253,9071,7328,2895
0500000US55139,"Winnebago County, Wisconsin",9557,2925,17477,10088,36326,70982,68833,64780,17362,15377,12508,4870
0500000US72031,"Carolina Municipio, Puerto Rico",7541,2775,13179,6934,26768,56446,54263,51382,17503,15207,13400,6440
0500000US01095,"Marshall County, Alabama",6866,2079,12058,4278,17853,36572,35180,33841,9833,8899,7026,2856
0500000US04017,"Navajo County, Arizona",8601,2319,14768,4493,20229,41621,40247,38377,12873,10887,9481,3699
0500000US06107,"Tulare County, California",43560,12243,74287,24354,99718,169103,160035,149140,36059,30418,23626,9121
0500000US08077,"Mesa County, Colorado",9841,2835,17029,7059,29324,59515,57865,54411,17983,16621,13200,5257
0500000US09001,"Fairfield County, Connecticut",61253,20290,108034,43744,175968,365489,351628,333081,96987,84838,64953,26886
0500000US12089,"Nassau County, Florida",5407,1596,9022,2585,14240,34798,33676,32212,12056,10481,9087,3617
0500000US17163,"St. Clair County, Illinois",17950,5884,32190,10645,49112,98732,94762,89807,26056,22586,17572,6579
0500000US18035,"Delaware County, Indiana",6283,1921,11327,11269,24984,45376,44035,38968,11417,10028,8329,3472
0500000US18091,"LaPorte County, Indiana",7435,2020,13199,4660,22977,46285,44997,43478,12279,10796,8822,3201
0500000US18095,"Madison County, Indiana",8107,2453,13936,5749,25377,52019,50275,47784,14598,13185,10461,3983
0500000US21117,"Kenton County, Kentucky",10604,3047,19996,7811,33510,63648,61781,58754,15223,13388,10465,3575
0500000US22055,"Lafayette Parish, Louisiana",15775,5036,28955,12919,52059,92663,88835,83696,20187,17265,13795,4718
0500000US24017,"Charles County, Maryland",10793,3583,19326,7508,30770,60745,58179,55035,13939,11918,8720,3223
0500000US26077,"Kalamazoo County, Michigan",16650,5157,30254,20360,59372,104367,100716,91845,24699,22006,17468,6431
0500000US27109,"Olmsted County, Minnesota",10695,3662,19587,5711,30772,59408,56932,54441,14825,12958,10667,4543
0500000US27141,"Sherburne County, Minnesota",7119,2095,12536,4873,21203,38547,36935,34768,7292,6274,4880,1633
0500000US34009,"Cape May County, New Jersey",4057,1604,7818,4042,15600,39377,38117,36599,14797,13090,10931,4555
0500000US35045,"San Juan County, New Mexico",9469,2525,16295,5562,24683,47629,45384,42487,12711,11000,8759,3509
0500000US36089,"St. Lawrence County, New York",6524,2004,11232,8371,23096,45820,44394,39637,12100,10482,8486,3251
0500000US37081,"Guilford County, North Carolina",33591,10479,60334,27319,103364,199068,192451,178543,50112,43363,34298,12917
0500000US39095,"Lucas County, Ohio",28350,8345,50698,20105,81949,162905,157753,148606,43134,37918,30482,11194
0500000US40143,"Tulsa County, Oklahoma",46573,13515,83998,28759,130604,241217,232402,220188,57987,49890,40125,14702
0500000US44003,"Kent County, Rhode Island",9420,3190,16645,6391,29272,66135,63376,61578,20040,16935,13153,5002
0500000US48039,"Brazoria County, Texas",28387,8788,50344,16137,79306,142232,136673,130900,29709,26451,19992,6936
0500000US48491,"Williamson County, Texas",42932,12581,74518,22820,120117,212512,204366,195029,43734,38469,30334,10755
0500000US53045,"Mason County, Washington",3944,1026,6073,3147,11822,28290,27490,26263,9137,7893,6998,2488
0500000US55105,"Rock County, Wisconsin",11322,3210,20050,7897,30566,63357,60867,57500,16542,14449,11888,4610
