id,Geographic Area Name,5 to 14 years,15 to 17 years,Under 18 years,18 to 24 years,15 to 44 years,16 years and over,18 years and over,21 years and over,60 years and over,62 years and over,65 years and over,75 years and over
0500000US53057,"Skagit County, Washington",7921,1952,14029,4625,23120,50485,49033,46892,17008,14450,12153,4636
0500000US53067,"Thurston County, Washington",17556,4830,31231,11373,56442,112288,108426,103391,30789,27358,22108,7392
0500000US54039,"Kanawha County, West Virginia",10108,3245,18421,6871,31666,70830,68612,66010,22661,20538,15855,5949
0500000US55025,"Dane County, Wisconsin",31542,8859,56083,35853,126556,218919,212892,198905,47932,41587,33542,12065
0500000US01097,"Mobile County, Alabama",27397,8505,49296,18388,78056,153642,147713,139470,40934,34700,28348,10447
0500000US06013,"Contra Costa County, California",75796,24265,133128,47923,222008,445830,429855,410079,114568,100311,79598,30974
0500000US12083,"Marion County, Florida",19104,5196,32524,14532,54108,142104,138829,132776,59627,55611,47785,22346
0500000US12091,"Okaloosa County, Florida",12941,3104,23239,11466,44465,83662,81075,76121,20969,18786,15613,5803
0500000US12117,"Seminole County, Florida",28046,8888,49907,19981,94053,182371,176048,168735,46361,39297,31386,12026
0500000US13073,"Columbia County, Georgia",11404,3398,19419,7775,31015,58339,55686,50578,13619,11777,9807,2971
0500000US13095,"Dougherty County, Georgia",6049,1637,11059,5943,17621,32090,30978,27708,8416,7119,5700,2067
0500000US13151,"Henry County, Georgia",17450,5531,30024,10768,43682,83764,79264,74594,16766,14579,11510,4022
0500000US13153,"Houston County, Georgia",11611,3799,20299,6609,32257,60012,57241,54623,10745,9233,7476,2598
0500000US17183,"Vermilion County, Illinois",4946,1406,9063,3275,13893,30384,29252,27681,9344,8274,6929,3088
0500000US17197,"Will County, Illinois",50098,17179,87793,33241,138375,267336,256192,240835,62288,50972,40372,14381
0500000US18141,"St. Joseph County, Indiana",18216,5605,32612,14118,53458,102926,99192,92204,27291,23508,18968,7059
0500000US19163,"Scott County, Iowa",11522,3447,21114,7068,32965,66500,63979,60360,17789,15223,12044,4480
0500000US23019,"Penobscot County, Maine",7742,2523,13763,8764,29912,62850,61337,57433,18765,15794,12598,4817
0500000US26111,"Midland County, Michigan",4995,1606,9104,3544,14959,32779,31533,30002,9602,8265,6698,2787
0500000US26115,"Monroe County, Michigan",9451,3117,16444,6102,27683,59999,57979,55321,17071,15075,12295,4517
0500000US27145,"Stearns County, Minnesota",10491,3003,18753,12039,34800,63388,61386,55208,15870,13865,11034,4573
0500000US35061,"Valencia County, New Mexico",5912,1747,9994,3221,15057,30575,29140,27389,8999,7495,6416,2402
0500000US36101,"Steuben County, New York",5984,1924,10604,3870,17539,39348,37819,36271,12422,10906,8679,3327
0500000US37097,"Iredell County, North Carolina",11907,3358,20452,7256,33016,69224,66932,63397,17667,15767,12474,4559
0500000US38017,"Cass County, North Dakota",12520,2568,21744,13032,45350,73330,71411,65519,14596,12550,9833,3753
0500000US38101,"Ward County, North Dakota",4718,1221,8526,5229,18035,28474,27497,25859,5556,4897,3948,1595
0500000US41051,"Multnomah County, Oregon",42914,12721,78846,31943,187983,332091,323816,312230,69823,60866,47994,15923
0500000US42021,"Cambria County, Pennsylvania",7257,2248,12802,5991,22336,53778,52263,49754,18453,15975,12964,5142
0500000US48485,"Wichita County, Texas",8398,1726,14277,10959,32141,54485,53096,47563,12257,10514,8212,3267
0500000US51015,"Augusta County, Virginia",4324,1247,7249,2813,13999,32088,31192,30411,10932,9423,7313,2935
0500000US51550,"Chesapeake city, Virginia",16760,4934,29036,10704,49400,91931,89348,84574,20700,17124,13891,5046
0500000US51770,"Roanoke city, Virginia",6006,1561,11792,3638,18811,36289,35687,34422,9252,8199,6596,2363
0500000US54011,"Cabell County, West Virginia",5406,1663,9385,5675,18880,36557,35533,33456,10094,8781,7385,2876
0500000US55141,"Wood County, Wisconsin",4367,1302,7802,2698,12677,29448,28540,27286,9261,8495,6828,2828
0500000US72061,"Guaynabo Municipio, Puerto Rico",3902,1895,7558,3854,16180,34036,32616,31392,10806,9126,7795,3482
0500000US01083,"Limestone County, Alabama",7424,1998,12403,3067,19086,38254,36795,34773,9234,7934,6814,2739
0500000US05051,"Garland County, Arkansas",5695,1587,9513,3969,16383,38811,37585,35362,14567,12599,10248,4475
0500000US08069,"Larimer County, Colorado",19309,6538,34824,24396,80564,143248,139260,128428,36110,31311,25162,8802
0500000US12035,"Flagler County, Florida",6150,1576,9349,3497,15426,44769,44174,42536,20553,19419,17111,7976
0500000US17201,"Winnebago County, Illinois",19100,5712,33973,11778,51815,108364,104936,100067,32785,27976,21922,8621
0500000US24025,"Harford County, Maryland",16153,5520,29010,11232,47309,98936,95159,90156,26772,23082,18058,6545
0500000US30031,"Gallatin County, Montana",7018,1900,11820,9599,28962,47357,45992,41710,10263,8512,6909,2423
0500000US37157,"Rockingham County, North Carolina",6607,1768,9986,3221,14872,35313,33971,32409,11607,10363,8171,3207
0500000US39155,"Trumbull County, Ohio",11301,3686,20828,7553,34271,77801,75771,72720,25991,22808,18822,7383
0500000US42019,"Butler County, Pennsylvania",11043,3447,19368,8127,33847,76252,73670,70092,24348,20717,15744,6184
0500000US42049,"Erie County, Pennsylvania",16610,5660,29078,14164,52967,108519,104586,97749,30496,27696,21997,8561
0500000US42079,"Luzerne County, Pennsylvania",17879,5771,31610,14338,60058,128839,125135,118123,39059,34117,27276,10667
0500000US45055,"Kershaw County, South Carolina",4820,1224,8735,3116,10893,24901,24071,22712,7813,6747,5207,1841
0500000US51107,"Loudoun County, Virginia",34102,9878,58570,15323,82449,150319,143081,136995,25168,20972,16700,6211
0500000US72135,"Toa Alta Municipio, Puerto Rico",4243,1522,7505,3683,14464,N,26916,25841,5954,5175,4653,1796
0500000US01073,"Jefferson County, Alabama",42728,12699,76381,28324,127550,244704,235778,222541,63722,55487,43526,15728
0500000US04013,"Maricopa County, Arizona",302946,91655,537712,209682,916440,1703953,1644262,1555401,419848,370193,301634,122620
0500000US05069,"Jefferson County, Arkansas",4031,1077,7209,3515,13604,27208,26231,24649,7723,6377,5071,1819
0500000US05145,"White County, Arkansas",5117,2309,9817,5360,16047,29603,28293,24839,7140,6245,5393,2122
0500000US06079,"San Luis Obispo County, California",14284,4330,25467,23516,62135,121474,118287,108676,36813,33364,26764,9777
0500000US08014,"Broomfield County, Colorado",4381,1652,8028,2232,15011,N,26682,26017,5690,5057,4156,1673
0500000US09009,"New Haven County, Connecticut",49646,16361,88522,42669,165143,335502,324421,303939,91426,79529,63580,25565
0500000US12061,"Indian River County, Florida",8202,1984,14327,4124,19464,63069,62214,60821,30121,27993,23656,11285
0500000US13021,"Bibb County, Georgia",11391,3712,20014,7361,29678,55647,52983,49731,14589,12834,9966,3540
0500000US13089,"DeKalb County, Georgia",49006,13107,88535,30474,155914,276767,268408,257342,57075,49336,38531,12725
0500000US13127,"Glynn County, Georgia",4784,1824,8522,3257,15327,30761,30256,29122,10144,9334,7505,2797
0500000US16001,"Ada County, Idaho",31928,11480,57949,20954,99893,183704,177947,169095,44237,39217,30758,10996
0500000US17111,"McHenry County, Illinois",21556,7342,37560,13208,57540,121263,116397,111193,30172,25670,20178,7182
0500000US17179,"Tazewell County, Illinois",8191,2604,15147,4938,24398,51699,49859,48032,15848,13745,11184,4643
0500000US18053,"Grant County, Indiana",3687,1068,6591,3704,11631,25414,24623,22845,7533,6774,5505,2311
0500000US18081,"Johnson County, Indiana",12175,3036,20017,7190,30248,58154,56104,53776,13613,11959,9936,3740
0500000US19103,"Johnson County, Iowa",9619,2318,16449,15925,39957,60623,59229,53225,11202,10216,7578,2713
0500000US26099,"Macomb County, Michigan",52141,17552,93978,36531,164539,343354,331745,317300,95004,81764,64738,25111
0500000US27131,"Rice County, Minnesota",4609,1667,7971,4871,14649,27563,26225,23338,6494,5785,4609,1823
0500000US29051,"Cole County, Missouri",4401,1800,8564,3355,16095,N,30006,28741,8022,6824,5583,1943
0500000US29071,"Franklin County, Missouri",6881,2326,12357,4111,19137,41758,39890,38041,11378,10442,8166,3269
0500000US33017,"Strafford County, New Hampshire",6666,2354,12064,9647,28057,52357,51010,45651,12946,10861,8484,3172
0500000US36067,"Onondaga County, New York",27759,8445,49715,23566,87403,179250,173021,161298,50184,43807,34336,13505
0500000US36069,"Ontario County, New York",6505,2354,11594,4940,19463,43211,42135,39928,13801,11849,9557,3625
0500000US37069,"Franklin County, North Carolina",4162,629,6659,2688,12193,N,25765,24196,7306,6524,5084,1606
0500000US37161,"Rutherford County, North Carolina",3361,1829,7024,2669,11529,26340,24959,23647,9572,8094,6497,2520
0500000US39169,"Wayne County, Ohio",8146,2527,14359,5445,21258,44825,43085,40074,13690,11847,9188,3699
0500000US41019,"Douglas County, Oregon",6220,1972,10747,3572,17351,45441,43586,42087,17437,16156,13248,5401
0500000US42055,"Franklin County, Pennsylvania",10015,3004,17835,5373,27219,60307,57900,55548,18567,16575,13409,5568
0500000US42133,"York County, Pennsylvania",28479,9156,51104,19322,83131,177096,170878,162928,50956,45147,35141,13750
0500000US44007,"Providence County, Rhode Island",36346,11443,66360,33693,134511,252131,243246,229211,61193,51679,41545,16168
0500000US45013,"Beaufort County, South Carolina",10069,2581,16894,11223,33740,75760,74203,68957,29674,28076,23959,10263
0500000US47125,"Montgomery County, Tennessee",15072,4623,28296,12537,49935,77595,74498,70754,12721,11193,8766,3706
0500000US47165,"Sumner County, Tennessee",14046,3820,23631,7357,33948,71494,68916,66188,18423,16401,12891,4608
0500000US48251,"Johnson County, Texas",12722,3809,22560,7753,33307,65667,62996,59784,14970,13033,10862,3968
0500000US48309,"McLennan County, Texas",17700,5541,32400,18407,55235,95448,91831,84117,22916,19981,16008,5897
0500000US48397,"Rockwall County, Texas",8843,2348,13847,2908,19517,36774,35075,33560,7789,7377,5648,1908
0500000US48409,"San Patricio County, Texas",5237,1739,9380,4039,13953,25863,24643,23147,6774,5677,4617,1682
0500000US49049,"Utah County, Utah",60092,16962,106817,53216,156096,218937,207627,190416,31823,28519,22241,8522
0500000US51179,"Stafford County, Virginia",11246,3331,19502,7806,32449,57813,55577,52558,10938,9287,7180,2255
0500000US51510,"Alexandria city, Virginia",7596,1846,15035,5077,37377,63035,62052,59342,12539,11239,8595,2709
0500000US53077,"Yakima County, Washington",21421,5983,37897,12564,49933,91577,87337,82387,22348,19699,15640,6213
0500000US72025,"Caguas Municipio, Puerto Rico",6854,2446,11626,5822,23056,47964,46135,43530,14047,12622,10450,4575
0500000US01089,"Madison County, Alabama",22642,7272,40875,17396,72973,143414,138089,130340,34238,29070,24156,9458
0500000US06087,"Santa Cruz County, California",15108,4861,26881,19487,57596,110329,107985,98455,29885,27283,21079,6348
0500000US12085,"Martin County, Florida",7571,2754,13406,5024,23783,67299,65701,62608,28852,26554,23485,11868
0500000US15003,"Honolulu County, Hawaii",59059,16166,106908,50726,209506,396742,386005,366608,105429,92938,76805,32164
0500000US16055,"Kootenai County, Idaho",10192,3046,18001,6384,29796,62880,61090,57763,19630,17846,14182,5616
0500000US17113,"McLean County, Illinois",10375,3497,19296,14096,39719,67289,64993,58835,14305,12965,10023,3682
0500000US17161,"Rock Island County, Illinois",9217,2458,15888,6808,26456,55053,53385,50233,15981,14301,11723,4974
0500000US18157,"Tippecanoe County, Indiana",10935,4249,21158,26224,53761,81003,77829,65533,14089,12638,9877,3834
0500000US18177,"Wayne County, Indiana",3758,1263,7452,2724,11651,24877,24000,23136,7557,6792,5243,2092
0500000US19193,"Woodbury County, Iowa",7769,2278,13900,4734,20569,38480,37234,34441,9624,8349,6624,2454
0500000US21145,"McCracken County, Kentucky",4061,1312,7062,2249,11382,24558,23754,22611,7224,6445,5282,2307
0500000US22073,"Ouachita Parish, Louisiana",11350,3408,20188,7307,30618,56699,54368,50959,14956,12470,9608,3580
0500000US23001,"Androscoggin County, Maine",6799,1746,11681,4790,19645,42803,41408,39104,11652,10106,8532,3197
0500000US27037,"Dakota County, Minnesota",29741,9026,53012,17621,83537,161871,155768,147544,37830,31826,25758,9706
0500000US27123,"Ramsey County, Minnesota",35984,10268,65779,26525,116772,209202,202957,191749,48948,41673,34081,13012
0500000US36015,"Chemung County, New York",5658,1433,9210,3122,14689,32634,31537,30581,9342,8534,7007,2963
0500000US42097,"Northumberland County, Pennsylvania",5066,1689,8936,3379,17149,38140,37168,35975,12065,10412,8741,3406
0500000US46103,"Pennington County, South Dakota",7268,2297,13522,4970,21552,44277,42889,40764,13577,12303,9749,3468
0500000US48037,"Bowie County, Texas",6481,1935,11255,3954,20389,36956,35968,34396,9872,8774,6669,2466
0500000US48141,"El Paso County, Texas",63911,19812,116242,50571,188547,311859,298677,277494,63056,54579,43863,17308
0500000US49053,"Washington County, Utah",13313,4179,23505,7623,32061,63868,61340,58162,22049,20311,17670,7906
0500000US51003,"Albemarle County, Virginia",5821,1735,10879,6046,21380,42044,40832,36511,12515,10801,9060,4029
0500000US51680,"Lynchburg city, Virginia",4135,702,7535,9500,18993,31187,30588,26986,6895,6160,4645,2110
0500000US53063,"Spokane County, Washington",32552,9456,57465,24343,106467,202474,196185,185274,52003,46258,37600,13941
0500000US55097,"Portage County, Wisconsin",4177,1255,7256,5698,15213,29194,28372,25683,7581,6706,5434,2055
0500000US01043,"Cullman County, Alabama",5138,1719,9304,3065,15000,32418,31490,29731,10125,8353,7048,2656
0500000US06037,"Los Angeles County, California",622507,188997,1120903,483514,2202497,3987470,3861626,3658653,873538,755290,596423,237939
0500000US06061,"Placer County, California",26303,8842,45539,16194,71225,154314,147757,141171,46395,41796,34453,14273
0500000US09013,"Tolland County, Connecticut",7298,2564,13070,12801,33485,64066,62053,54304,16533,14669,11473,4550
0500000US10005,"Sussex County, Delaware",12116,3735,21277,7943,33650,92674,89726,87935,39415,35945,29959,11116
0500000US13031,"Bulloch County, Georgia",4464,915,7620,10462,20305,31182,30612,24731,6232,5439,3748,1480
0500000US13115,"Floyd County, Georgia",6469,2128,10992,4086,18520,36598,35063,33103,10086,8874,6700,2717
0500000US13217,"Newton County, Georgia",8865,2502,15157,6996,20821,38770,37137,32604,9030,7643,6012,2134
0500000US17031,"Cook County, Illinois",318201,95012,575213,226639,1093475,2004770,1941253,1851437,467015,405865,319939,124397
0500000US21047,"Christian County, Kentucky",4630,1034,8970,8149,19289,28689,28030,25401,5597,4934,3801,1420
0500000US25011,"Franklin County, Massachusetts",3576,1332,6371,2515,12068,28964,28030,27316,10402,9177,7075,2473
0500000US25013,"Hampden County, Massachusetts",29588,9437,52059,24817,91313,181761,175391,164435,48015,41856,33792,13188
0500000US26155,"Shiawassee County, Michigan",4112,1546,7523,2757,12093,27227,26081,25119,8605,7296,5704,2074
0500000US29047,"Clay County, Missouri",17217,4998,30363,9657,49412,93631,89806,86002,22592,20015,15127,5676
0500000US30063,"Missoula County, Montana",6297,1699,11481,8099,27129,48537,47604,44375,12021,10365,8720,3101
0500000US30111,"Yellowstone County, Montana",11329,2829,18981,6937,29909,61804,59921,56731,17065,14366,12165,4814
0500000US36045,"Jefferson County, New York",7544,1751,13667,8827,27856,46047,45062,42221,9850,8556,6947,2523
0500000US39063,"Hancock County, Ohio",4539,1557,8198,3256,14707,30054,29110,28161,7524,6655,5585,2177
0500000US39151,"Stark County, Ohio",23353,6988,40625,16481,65459,143736,139532,132410,43178,38109,31256,12371
0500000US42005,"Armstrong County, Pennsylvania",3801,995,6432,2597,10744,27124,26439,25187,9240,7968,6468,2559
0500000US48139,"Ellis County, Texas",14454,3996,24611,8790,35040,66242,63908,60330,14599,12705,9999,3663
0500000US48201,"Harris County, Texas",353852,103411,637891,221717,1045561,1760611,1696656,1603465,337256,287556,218930,75444
0500000US48291,"Liberty County, Texas",7712,1931,12521,4233,17879,32095,30693,28647,7232,6053,4616,1589
0500000US48479,"Webb County, Texas",24884,7820,46092,16255,60492,95232,89614,81808,15676,14142,11133,4674
0500000US51095,"James City County, Virginia",3918,1417,6604,2650,11331,29661,28715,26988,11216,10284,8822,3990
0500000US51161,"Roanoke County, Virginia",6317,1658,9998,3775,16675,36143,35244,33625,11060,9682,8336,3415
0500000US55059,"Kenosha County, Wisconsin",11099,4136,20383,8431,33846,67160,63824,60058,15555,13068,10772,3952
0500000US06033,"Lake County, California",3319,1311,6500,2222,11237,N,24818,24219,10115,8765,7129,2444
0500000US06075,"San Francisco County, California",32160,8578,60771,30067,220882,396674,390214,380029,89102,76942,62510,25709
0500000US08123,"Weld County, Colorado",24184,6599,42700,14315,67236,119725,115425,108728,26720,23010,17671,6190
0500000US12005,"Bay County, Florida",11087,3229,20130,8379,36274,74171,71722,67103,20009,17437,13935,5392
0500000US13015,"Bartow County, Georgia",6809,2632,13028,5453,21767,40758,39121,36548,9480,8200,6348,2099
0500000US20015,"Butler County, Kansas",4850,1475,8289,3178,13062,26541,25507,24036,6953,6251,4611,1906
0500000US20103,"Leavenworth County, Kansas",5807,1763,9981,3363,18773,34312,33334,31643,7859,6821,5429,2015
0500000US20161,"Riley County, Kansas",3308,709,5981,14181,25063,33157,32737,27826,4655,3949,3251,1189
0500000US25015,"Hampshire County, Massachusetts",7006,2386,12061,16475,33803,64536,63036,53743,16681,14481,12039,4177
0500000US29031,"Cape Girardeau County, Missouri",5145,1400,8721,5412,15984,30020,29434,26651,8017,7063,5704,2363
0500000US36001,"Albany County, New York",16396,5665,29824,22049,65287,124266,119855,109265,32626,28618,22460,8346
0500000US36029,"Erie County, New York",51870,17026,94602,42420,176434,362646,350245,330814,100378,88289,70998,28020
0500000US37045,"Cleveland County, North Carolina",6510,2044,10824,4417,16810,37529,35935,33972,11771,9584,7772,3084
0500000US39109,"Miami County, Ohio",7847,2309,13062,3809,18562,41249,39489,37719,12617,11948,9299,4048
0500000US39145,"Scioto County, Ohio",4545,1594,8208,3640,15120,30420,29231,27288,8085,7063,5913,2303
0500000US41005,"Clackamas County, Oregon",26725,7776,46426,16391,77684,164532,159290,152892,48285,41849,33928,12354
0500000US45077,"Pickens County, South Carolina",7228,2243,12984,11448,27484,51699,50022,44932,12161,10541,9219,3588
0500000US47163,"Sullivan County, Tennessee",9078,2652,15390,6505,26444,62577,60851,57478,22120,19667,15593,6247
0500000US53027,"Grays Harbor County, Washington",3758,1749,6992,3076,13947,30998,30081,28796,10205,9100,7624,2801
0500000US72139,"Trujillo Alto Municipio, Puerto Rico",3731,1291,6706,3057,12124,N,23666,22507,6999,5953,5130,2116
0500000US05031,"Craighead County, Arkansas",8032,2197,14217,5702,22819,40356,38965,36771,8788,7905,6449,2618
0500000US06071,"San Bernardino County, California",164220,49596,292906,116837,476780,819681,788308,740088,166227,142593,113024,40802
0500000US12099,"Palm Beach County, Florida",80153,25731,144484,57269,257533,593083,575107,547151,203525,184170,157303,79808
0500000US12107,"Putnam County, Florida",4888,1248,8262,3323,12266,29434,28352,26505,11106,9795,8380,3116
0500000US13117,"Forsyth County, Georgia",19688,6243,33295,9300,44945,88112,84054,79587,18157,15339,12455,4457
0500000US13121,"Fulton County, Georgia",65355,19912,116856,53881,232906,405496,392023,367342,77672,65970,51482,19142
0500000US17097,"Lake County, Illinois",49159,16687,86309,39944,140307,275700,264178,244703,67154,57647,45217,16845
0500000US20173,"Sedgwick County, Kansas",38253,11302,67624,24528,103884,193802,186922,176334,48687,41185,33409,12402
0500000US26005,"Allegan County, Michigan",8172,2595,14224,4668,21605,45880,43929,41798,12361,11341,9022,3336
0500000US26081,"Kent County, Michigan",45165,13055,81010,31249,137097,249177,240923,228324,58406,51099,39337,14616
0500000US29037,"Cass County, Missouri",7753,2709,13311,4220,18587,39120,37275,35315,10755,9419,7726,3101
0500000US29189,"St. Louis County, Missouri",62201,19786,111844,42011,180657,373264,360509,343530,109050,95054,75705,30724
0500000US34005,"Burlington County, New Jersey",27038,8195,46595,20513,85783,177485,171850,164308,47155,41045,32653,12992
0500000US34007,"Camden County, New Jersey",32976,10017,57216,21106,97251,192615,185798,176531,48391,42181,33625,12951
0500000US35035,"Otero County, New Mexico",4646,815,7890,3901,14838,27644,26992,25861,7000,6463,5497,2254
0500000US37071,"Gaston County, North Carolina",14119,4469,25323,9551,41405,85173,81886,77679,21084,18764,14823,5311
0500000US37171,"Surry County, North Carolina",4618,1357,7879,3002,12260,27996,27345,25958,9517,8205,6816,2859
0500000US42091,"Montgomery County, Pennsylvania",51482,16228,91045,32954,153638,322770,312286,298101,89845,78755,63475,26170
0500000US46099,"Minnehaha County, South Dakota",14655,3637,25430,8242,40774,74905,72675,68856,17016,14330,11336,3783
0500000US47149,"Rutherford County, Tennessee",22828,6294,40796,19998,73374,124055,119027,110984,21927,18449,14456,4917
0500000US47187,"Williamson County, Tennessee",19622,6191,32264,8729,42603,85693,81824,77019,20843,18169,14358,4978
0500000US48183,"Gregg County, Texas",9015,2270,15360,6181,24133,45533,43665,40410,11685,10262,8204,3112
0500000US48347,"Nacogdoches County, Texas",4372,1128,8187,5788,13603,24697,23944,20886,5896,4961,4396,1661
0500000US48439,"Tarrant County, Texas",157269,46595,278883,97747,436698,773956,741082,697896,160492,133116,103006,36867
0500000US51069,"Frederick County, Virginia",6629,1874,11024,3371,16262,34972,33729,32458,9671,8725,7122,2871
0500000US55089,"Ozaukee County, Wisconsin",5586,1889,9960,3869,15226,35255,33991,32423,11823,9906,8100,3218
0500000US55133,"Waukesha County, Wisconsin",24868,8979,44706,16313,71151,159027,153469,146517,48490,42279,33236,13081
0500000US06065,"Riverside County, California",179294,54404,314558,122099,508636,943764,906995,851954,225118,199716,161202,66847
0500000US06085,"Santa Clara County, California",122427,36318,217382,86232,435166,789321,765037,728205,169836,147298,116329,48635
0500000US06099,"Stanislaus County, California",43551,12724,76005,26903,115076,204754,196314,184145,45103,40227,31958,12116
0500000US08101,"Pueblo County, Colorado",10593,3613,18995,7487,32521,65350,62809,58621,19736,17402,13778,5322
0500000US12053,"Hernando County, Florida",9842,3207,17403,6387,28993,75899,73991,71910,30866,28534,24206,11223
0500000US12101,"Pasco County, Florida",31777,9724,55221,20201,90337,212858,206609,197048,72151,65638,55835,24733
0500000US12115,"Sarasota County, Florida",18305,5390,31479,13100,53821,176369,172399,166699,88076,82496,71759,35615
0500000US12119,"Sumter County, Florida",2941,509,4296,2108,12989,60151,59824,58308,40088,38119,35207,15677
0500000US18011,"Boone County, Indiana",5197,1664,9011,2698,12674,N,24256,22771,6137,5155,3902,1413
0500000US26091,"Lenawee County, Michigan",6031,1889,10598,5411,18997,40108,38912,36533,11645,10353,8068,2987
0500000US29183,"St. Charles County, Missouri",27269,8226,47456,16958,78985,153879,149066,142110,39462,34384,26146,10058
0500000US29187,"St. Francois County, Missouri",3974,910,6653,3009,14423,28691,27981,26927,7168,6590,4968,1910
0500000US36059,"Nassau County, New York",83857,27231,149294,60930,249380,530160,512348,485494,149465,130205,104848,42526
0500000US36071,"Orange County, New York",28276,8956,50373,22633,77246,147296,141656,132092,35084,31335,23532,8594
0500000US37133,"Onslow County, North Carolina",13323,2733,24412,31200,64162,85820,84175,70640,11448,9941,8173,3107
0500000US39113,"Montgomery County, Ohio",33174,10493,61065,24760,100469,203367,196164,184685,56935,49636,40636,16553
0500000US45045,"Greenville County, South Carolina",34075,10302,60803,22468,100591,197117,189540,179942,50898,43973,35559,13507
0500000US47059,"Greene County, Tennessee",3805,1168,6705,3232,12398,28037,27242,25238,9351,7990,6584,2571
0500000US48041,"Brazos County, Texas",13150,4016,24571,30801,66697,93897,90846,76183,13291,12390,9792,3396
0500000US48209,"Hays County, Texas",14352,3585,25310,18767,54311,88471,85778,78481,15680,13599,11234,4029
0500000US51059,"Fairfax County, Virginia",77095,23156,137678,48880,233159,448122,433095,413342,105375,88725,70761,26264
0500000US12081,"Manatee County, Florida",20942,6205,37429,14063,59856,157706,153855,147211,63310,58414,50086,23262
0500000US13057,"Cherokee County, Georgia",18642,5990,31796,10938,48920,97643,93491,88327,23272,21262,16542,5735
0500000US13215,"Muscogee County, Georgia",14440,3823,24802,9738,41512,72222,69868,65744,16289,13318,10468,3905
0500000US15001,"Hawaii County, Hawaii",12594,2882,21658,7590,33728,79681,77312,74299,28581,25518,20740,7102
0500000US18127,"Porter County, Indiana",10892,3520,19721,8756,32541,66938,64463,60979,18439,16007,12501,4708
0500000US22057,"Lafourche Parish, Louisiana",6922,1857,11235,3334,18214,37313,35953,34623,9879,8354,6531,2650
0500000US24510,"Baltimore city, Maryland",33706,9220,62430,27936,127680,226204,220247,208081,50658,44218,33869,12593
0500000US36083,"Rensselaer County, New York",9325,2906,15992,9215,32653,65075,62774,58337,17413,15468,11847,4159
0500000US37057,"Davidson County, North Carolina",10822,3038,18123,6299,29043,65345,63018,60879,19581,16733,13576,5119
0500000US39089,"Licking County, Ohio",11684,3606,20664,7765,31589,67174,64847,61411,18547,16314,12717,4887
0500000US41029,"Jackson County, Oregon",12904,3342,22385,8497,37761,86268,84226,80861,29218,26889,21920,8377
0500000US42063,"Indiana County, Pennsylvania",4314,1325,7669,7402,17772,35738,34858,31177,10506,9246,7505,2956
0500000US45007,"Anderson County, South Carolina",13293,4162,23786,9212,36085,76305,73557,69286,21685,19801,16015,5848
0500000US48135,"Ector County, Texas",13567,3384,24939,8615,37107,59828,57779,54221,11715,9136,6732,2456
0500000US48423,"Smith County, Texas",16302,5226,29854,11123,43986,85460,81805,76721,22974,20119,16443,6573
0500000US48469,"Victoria County, Texas",6833,1510,11410,3977,16952,33675,32858,31086,9520,8461,6465,2859
0500000US55127,"Walworth County, Wisconsin",6135,1963,11079,6487,20657,42352,41022,37879,11936,10924,8421,3254
0500000US01127,"Walker County, Alabama",4043,1092,7375,2727,11204,24034,23695,22404,6517,6223,5158,1975
0500000US05007,"Benton County, Arkansas",20705,6007,36340,11301,57191,102614,98776,93199,22970,20251,16330,6927
0500000US06101,"Sutter County, California",7256,2245,12653,4172,19176,36321,34977,32899,9715,8319,6562,3223
0500000US08001,"Adams County, Colorado",39169,11572,69280,23225,117347,197978,189074,179090,35662,30968,23590,8206
0500000US12087,"Monroe County, Florida",3235,949,5588,2733,13130,33620,32903,31557,11795,10588,8788,3425
0500000US12095,"Orange County, Florida",87993,25647,156417,70412,311491,538077,521472,487887,107503,91517,72375,26398
0500000US13077,"Coweta County, Georgia",10333,5307,19263,7503,30944,56696,53777,50557,13758,11586,9423,2983
0500000US17099,"LaSalle County, Illinois",6773,2257,11926,4151,20953,44944,43316,41717,13162,11909,9446,3681
0500000US19113,"Linn County, Iowa",15121,4690,27315,10271,44942,87150,84260,79996,22454,20134,15932,6083
0500000US27013,"Blue Earth County, Minnesota",3726,931,6523,6989,16915,27499,26906,23349,5582,5026,4162,1628
0500000US28047,"Harrison County, Mississippi",13974,4022,25307,10925,41152,78900,76346,72072,19026,16478,14288,5356
0500000US28049,"Hinds County, Mississippi",16664,4705,28787,12802,46840,85271,81701,75681,20690,17911,13683,4859
0500000US29099,"Jefferson County, Missouri",15404,4484,26338,8572,42049,88549,85241,82015,23541,20831,15500,5573
0500000US33009,"Grafton County, New Hampshire",3971,1324,7068,6230,17426,37709,36681,32691,12143,10223,8771,3441
0500000US36013,"Chautauqua County, New York",7522,2355,13349,6385,23582,52182,50465,47454,15953,14367,11598,4656
0500000US37067,"Forsyth County, North Carolina",25435,7670,44858,18169,70555,140539,135571,127079,36537,31846,25780,9750
0500000US39025,"Clermont County, Ohio",13929,4244,24381,8403,38268,79413,76434,73093,21402,18590,14825,5339
0500000US39041,"Delaware County, Ohio",16090,4813,27719,9180,38403,76423,73302,69197,18444,15296,12298,4313
0500000US39049,"Franklin County, Ohio",84317,23367,155007,63540,293501,500430,484438,455807,102302,85777,67010,24312
0500000US39103,"Medina County, Ohio",11910,4256,21298,6777,32392,70664,67915,64557,19940,18075,14584,5534
0500000US47011,"Bradley County, Tennessee",6953,2352,12553,5445,20563,41218,39850,37187,10409,9493,7807,3005
