id,Geographic Area Name,Population 16 years and over,16 to 19 years,20 to 24 years,25 to 29 years,30 to 34 years,35 to 44 years,45 to 54 years,55 to 59 years,60 to 64 years,65 to 74 years,75 years and over,White alone,Black or African American alone,American Indian and Alaska Native alone,Asian alone,Native Hawaiian and Other Pacific Islander alone,Some other race alone,Two or more races,Hispanic or Latino origin (of any race),"White alone, not Hispanic or Latino",Population 20 to 64 years,Male,Female,With own children under 18 years,With own children under 6 years only,With own children under 6 years and 6 to 17 years,With own children 6 to 17 years only,Below poverty level,At or above the poverty level,With any disability,Population 25 to 64 years,Less than high school graduate,High school graduate (includes equivalency),Some college or associate's degree,Bachelor's degree or higher
0500000US01117,"Shelby County, Alabama",173097,11580,12128,14154,12736,31044,30165,14192,13803,20352,12943,139697,21241,N,N,N,N,N,N,135737,128222,62360,65862,24504,5566,3763,15175,11143,115462,11773,116094,8263,20249,38173,49409
0500000US01121,"Talladega County, Alabama",65419,4902,4242,5479,4388,10014,10796,5119,6057,8757,5665,42887,21348,N,N,N,N,N,N,41877,46095,22712,23383,8866,2477,1950,4439,8474,35518,9481,41853,7199,13973,14637,6044
0500000US01125,"Tuscaloosa County, Alabama",170265,19694,19909,16977,14200,24947,23240,11866,11960,16811,10661,113167,52414,N,N,N,N,N,N,107889,123099,59266,63833,22872,5751,5416,11705,20010,101647,12932,103190,9957,30478,31676,31079
0500000US04021,"Pinal County, Arizona",356563,20770,26780,26290,29818,59352,49111,25808,27809,55006,35819,291140,16280,16149,N,N,N,N,98462,213883,244968,131178,113790,45243,10023,11946,23274,26302,193148,28475,218188,29448,67328,83336,38076
0500000US06045,"Mendocino County, California",71461,4713,5363,3593,5010,10221,10449,6144,6896,12320,6752,61014,N,2999,N,N,N,N,15495,49380,47676,24239,23437,7501,687,2014,4800,8549,38583,7737,42313,5426,11781,16773,8333
0500000US06059,"Orange County, California",2571255,166062,210595,243175,216675,413319,445819,216108,188276,266534,204692,1574995,50232,11096,558879,N,289132,78354,800458,1099061,1933967,964638,969329,324484,68118,59072,197294,177560,1742969,106333,1723372,233654,289126,478414,722178
0500000US06067,"Sacramento County, California",1215153,73411,96515,123506,117870,205883,191894,95497,93133,128232,89212,715403,120162,N,199914,14460,86987,67971,256299,573651,924298,455364,468934,164633,34362,37596,92675,112797,802362,80553,827783,91649,181682,292723,261729
0500000US12017,"Citrus County, Florida",128567,5024,5444,6515,5665,11427,16150,10063,14447,29459,24373,119429,N,N,N,N,N,N,N,114025,69711,33505,36206,7897,1837,1262,4798,11627,56727,13392,64267,6828,25011,20800,11628
0500000US17143,"Peoria County, Illinois",143086,9608,11909,11865,12177,21819,21719,11092,12696,17450,12751,109092,22824,N,N,N,N,N,N,105073,103277,50857,52420,17987,4162,3603,10222,16869,84325,10562,91368,7740,23593,30269,29766
0500000US18059,"Hancock County, Indiana",60569,3000,4343,4937,4637,10027,10427,6172,4078,8105,4843,56655,N,N,N,N,N,N,N,56429,44621,21875,22746,N,N,N,N,N,N,N,40278,2754,12030,12144,13350
0500000US18067,"Howard County, Indiana",65655,3517,4583,4970,5157,9664,10519,6082,5246,9014,6903,58485,N,N,N,N,N,N,N,57115,46221,22382,23839,8438,1222,2288,4928,5311,40295,7014,41638,4577,13555,13976,9530
0500000US22105,"Tangipahoa Parish, Louisiana",104241,7599,9972,10186,7866,16487,16664,8599,7781,12006,7081,71890,29757,N,N,N,N,N,N,68596,77555,37996,39559,11832,2201,2902,6729,12393,63608,13733,67583,7966,25609,20637,13371
0500000US25003,"Berkshire County, Massachusetts",108235,6709,8430,6956,6738,12813,16737,9994,10619,16618,12621,99030,N,N,N,N,N,N,N,96805,72287,35771,36516,9279,1447,1727,6105,7506,61532,7933,63857,4099,17897,20280,21581
0500000US27139,"Scott County, Minnesota",111438,7991,7941,7766,10007,21949,22029,10080,7383,9855,6437,96250,N,N,N,N,N,N,N,92524,87155,42970,44185,19719,4629,3940,11150,4844,81503,5135,79214,2771,15608,28259,32576
0500000US36087,"Rockland County, New York",243733,18389,21799,19494,17307,36443,39698,19836,19658,27953,23156,173398,32015,N,16651,N,N,N,42060,151491,174235,86424,87811,35177,6887,11113,17177,19233,153072,12131,152436,14826,34944,38243,64423
0500000US36105,"Sullivan County, New York",61869,4793,3693,4397,4065,8507,11018,5987,5211,8370,5828,50302,N,N,N,N,N,N,N,45091,42878,22225,20653,7519,1578,1992,3949,6121,35830,7381,39185,5433,14466,11434,7852
0500000US37037,"Chatham County, North Carolina",N,N,N,N,N,N,N,N,N,N,N,49226,N,N,N,N,N,N,N,44985,N,N,N,N,N,N,N,N,N,N,35341,4073,6937,9241,15090
0500000US37085,"Harnett County, North Carolina",103270,7518,8640,10104,10018,18632,16693,7945,6679,10179,6862,72157,20938,N,N,N,N,N,11222,65692,78711,39802,38909,14634,2443,3578,8613,9240,67411,10391,70071,7988,20435,25985,15663
0500000US37195,"Wilson County, North Carolina",64386,5204,3801,4726,4810,9674,9937,5484,5946,8875,5929,33313,25606,N,N,N,N,N,N,32171,44378,20298,24080,N,N,N,N,8819,35167,6124,40577,6808,11970,12770,9029
0500000US39007,"Ashtabula County, Ohio",78547,4254,5759,5920,5219,10564,13418,6912,7932,10840,7729,73584,N,N,N,N,N,N,N,71075,55724,28690,27034,7016,1448,1301,4267,9102,44569,7171,49965,7619,20427,13789,8130
0500000US39013,"Belmont County, Ohio",55885,2668,3340,4519,3697,7821,8749,5003,5738,8320,6030,52263,N,N,N,N,N,N,N,52157,38867,20757,18110,5208,1171,862,3175,4356,31782,4307,35527,2960,13686,12721,6160
0500000US40031,"Comanche County, Oklahoma",94540,6308,11095,10691,8652,14714,13931,6759,7167,8942,6281,61202,13569,N,N,N,N,9674,11135,55332,73009,38517,34492,13128,3685,2659,6784,9704,57397,13895,61914,6408,19695,20961,14850
0500000US42013,"Blair County, Pennsylvania",101683,6589,6721,7855,6828,13879,16548,9566,8204,14160,11333,96861,N,N,N,N,N,N,N,96206,69601,34235,35366,11053,1988,2558,6507,10413,59049,10825,62880,3978,27356,18320,13226
0500000US42039,"Crawford County, Pennsylvania",69543,4717,5358,4667,4532,9047,10973,6084,6609,10388,7168,66930,N,N,N,N,N,N,N,66237,47270,23137,24133,7193,1455,1560,4178,6134,38614,7820,41912,3363,18690,10939,8920
0500000US42051,"Fayette County, Pennsylvania",108658,5337,6704,8375,7964,14970,17514,9559,10543,15618,12074,101221,N,N,N,N,N,N,N,100737,75629,38649,36980,12530,3022,2425,7083,10003,62772,11765,68925,5971,29589,19241,14124
0500000US47113,"Madison County, Tennessee",78437,5575,7192,6800,5924,10893,12231,5940,7301,9864,6717,46661,28308,N,N,N,N,N,N,45856,56281,26163,30118,9900,2353,2254,5293,9121,45313,6877,49089,4992,15305,15956,12836
0500000US48027,"Bell County, Texas",267437,20533,30215,31941,26320,46164,39044,19059,15502,23177,15482,173955,65200,N,N,N,N,N,62283,128065,208245,103995,104250,40863,10323,9836,20704,22579,177899,29972,178030,15162,46661,72292,43915
0500000US48061,"Cameron County, Texas",310656,29116,30836,28519,23356,52463,47248,23778,17334,32361,25645,295646,N,N,N,N,N,N,273952,32199,223534,107931,115603,51205,8325,13367,29513,49822,173006,19460,192698,50199,56004,51481,35014
0500000US49057,"Weber County, Utah",191379,14302,17847,20121,18349,35776,27627,14766,13029,18226,11336,171527,N,N,N,N,N,N,N,148600,147515,74746,72769,29465,6394,7255,15816,11859,133907,14189,129668,12347,35431,50552,31338
0500000US51165,"Rockingham County, Virginia",65809,4997,4969,4652,4679,9240,11050,4622,6391,8363,6846,62815,N,N,N,N,N,N,N,59030,45603,22434,23169,8297,1707,1662,4928,N,N,N,40634,4994,14831,10086,10723
0500000US51700,"Newport News city, Virginia",140997,10658,14645,15536,13689,21431,20269,10376,10976,13718,9699,71746,56764,N,N,N,N,N,11088,64868,106922,51272,55650,17948,5056,3689,9203,12697,90462,14341,92277,5821,25627,33845,26984
0500000US51710,"Norfolk city, Virginia",200900,15156,32698,26753,20191,28127,23950,13468,13286,16571,10700,98373,79234,N,7930,N,N,N,N,91569,158473,86051,72422,22004,6303,4130,11571,21508,119308,17809,125775,15600,27883,44725,37567
0500000US51810,"Virginia Beach city, Virginia",362105,20729,32323,38592,36018,59414,55363,29495,26320,37443,26408,243661,69797,N,26759,N,N,N,27276,228725,277525,138295,139230,49523,12931,10022,26570,18062,252093,26222,245202,12531,47925,91091,93655
0500000US53007,"Chelan County, Washington",N,N,N,N,N,N,N,N,N,N,N,47804,N,N,N,N,N,N,N,44439,N,N,N,8876,1481,3053,4342,N,N,N,38873,7694,10249,10828,10102
0500000US01015,"Calhoun County, Alabama",93284,6661,7451,8612,7661,12608,13616,8305,7855,12240,8275,70466,19360,N,N,N,N,N,N,68962,66108,31988,34120,11100,2268,3900,4932,12575,52182,13132,58657,7541,18609,21336,11171
0500000US08005,"Arapahoe County, Colorado",516120,31569,39638,51248,50908,93114,84990,41200,38444,53847,31162,382507,57233,N,31443,N,22631,N,88958,323886,399542,199433,200109,74829,17905,15334,41590,29921,367007,31788,359904,27426,77824,99896,154758
0500000US13013,"Barrow County, Georgia",62605,4573,5039,5771,5486,10802,11468,5240,3983,6657,3586,49843,N,N,N,N,N,N,N,45308,47789,23418,24371,9864,1729,2390,5745,3164,44625,5269,42750,5837,13719,15651,7543
0500000US13157,"Jackson County, Georgia",55402,4446,3664,4050,5057,9174,10669,4363,3735,5979,4265,48056,N,N,N,N,N,N,N,44959,40712,19951,20761,8150,1546,1306,5298,N,N,N,37048,4798,11780,11794,8676
0500000US13245,"Richmond County, Georgia",160792,12249,15988,18029,14966,24129,22214,10871,14198,17357,10791,62433,88390,N,N,N,N,N,N,57867,120395,59172,61223,17370,4408,4222,8740,20022,94143,18747,104407,14129,31678,34755,23845
0500000US13285,"Troup County, Georgia",N,N,N,N,N,N,N,N,N,N,N,33076,N,N,N,N,N,N,N,31762,N,N,N,N,N,N,N,8183,31595,5676,34445,5539,12191,11697,5018
0500000US19061,"Dubuque County, Iowa",77985,6007,6622,6808,5798,10467,11123,7300,6419,9518,7923,73091,N,N,N,N,N,N,N,71646,54537,28093,26444,9456,1912,2576,4968,6882,46185,6161,47915,2710,15496,14284,15425
0500000US21227,"Warren County, Kentucky",104852,10892,13299,9422,8558,15343,15486,7953,6537,10748,6614,86717,7824,N,N,N,N,N,N,84319,76598,38014,38584,13007,3089,2800,7118,13704,61322,11905,63299,6664,17607,19714,19314
0500000US27019,"Carver County, Minnesota",79260,5777,5906,4883,6293,14907,15175,8119,5520,7705,4975,73544,N,N,N,N,N,N,N,70738,60803,30023,30780,13086,2746,3124,7216,N,N,N,54897,1307,7334,16759,29497
0500000US28075,"Lauderdale County, Mississippi",58613,3126,4262,5555,4621,8961,9426,5423,4301,7326,5612,32955,24703,N,N,N,N,N,N,32224,42549,20729,21820,9185,1688,1896,5601,10126,30140,6262,38287,4206,8817,17657,7607
0500000US28081,"Lee County, Mississippi",66408,5014,4817,5826,5139,11913,10612,5170,5820,6900,5197,46320,17708,N,N,N,N,N,N,44570,49297,23789,25508,9820,2428,2328,5064,5452,43618,6948,44480,6163,9731,16949,11637
0500000US28121,"Rankin County, Mississippi",123138,7310,9759,10792,10394,23510,19083,10231,8599,14472,8988,92856,25454,N,N,N,N,N,N,91283,92368,44286,48082,N,N,N,N,8419,79528,7616,82609,8853,18331,29138,26287
0500000US36111,"Ulster County, New York",151260,8233,12870,11486,11035,21087,23993,13136,14295,20406,14719,128351,N,N,N,N,N,N,N,121267,107902,55617,52285,15714,3983,3216,8515,16711,86216,10953,95032,8482,27978,28876,29696
0500000US37183,"Wake County, North Carolina",860242,59734,69280,80375,80374,162889,156345,68382,56023,79867,46973,566078,172832,N,60956,N,N,24710,75155,532564,673668,328729,344939,132385,29820,27111,75454,51171,615704,41300,604388,34992,77751,147406,344239
0500000US39093,"Lorain County, Ohio",249678,16162,20119,16926,16513,37345,41272,21756,22680,33246,23659,217578,20307,N,N,N,N,N,22033,200423,176611,88660,87951,30208,7349,5743,17116,22595,149047,17178,156492,11238,45620,55812,43822
0500000US40119,"Payne County, Oklahoma",67411,7491,14944,6090,5046,8320,6720,3979,3841,6554,4426,54758,N,N,N,N,N,N,N,52492,48940,25913,23027,5884,1047,1781,3056,13276,32075,4821,33996,2864,9861,8565,12706
0500000US40131,"Rogers County, Oklahoma",73119,4809,5649,5781,5502,11593,12046,7100,5652,8932,6055,56493,N,9312,N,N,N,N,N,54313,53323,26746,26577,10479,2407,2285,5787,5408,47571,7379,47674,3281,15291,16567,12535
0500000US42081,"Lycoming County, Pennsylvania",93463,7470,6012,7699,7158,12289,14375,7921,8638,12212,9689,86923,N,N,N,N,N,N,N,85806,64092,31205,32887,10129,2597,1086,6446,7499,53308,7975,58080,4935,20807,16975,15363
0500000US45015,"Berkeley County, South Carolina",172810,10875,14011,16639,16208,29123,28160,13388,13597,19795,11014,117720,40562,N,N,N,N,N,10074,112842,131126,64950,66176,23100,7450,5140,10510,15649,113564,16119,117115,10619,33478,42772,30246
0500000US45085,"Sumter County, South Carolina",84264,5807,7518,8301,6654,12171,12835,7185,6225,10268,7300,39378,41133,N,N,N,N,N,N,39033,60889,29344,31545,11335,2826,2433,6076,10175,48620,9685,53371,6961,14629,20524,11257
0500000US47147,"Robertson County, Tennessee",56014,3707,3998,4438,4800,8508,10013,5618,4802,6282,3848,49242,N,N,N,N,N,N,N,47775,42177,20831,21346,8906,1596,2006,5304,3802,37692,4552,38179,4062,14073,12000,8044
0500000US48085,"Collin County, Texas",774988,54580,58065,60038,68304,160155,151235,62864,49302,70111,40334,535419,75719,N,120382,N,N,N,109565,450872,609963,300463,309500,133164,27088,23269,82807,37566,570525,31869,551898,32857,79912,140859,298270
0500000US49045,"Tooele County, Utah",N,N,N,N,N,N,N,N,N,N,N,44207,N,N,N,N,N,N,N,41994,N,N,N,8161,2200,1480,4481,N,N,N,34231,3586,10667,12115,7863
0500000US53041,"Lewis County, Washington",64562,3908,3865,4647,5168,9032,9416,5223,6723,9892,6688,58673,N,N,N,N,N,N,N,55454,44074,21843,22231,8204,1914,2081,4209,5280,38510,8680,40209,4538,11266,17209,7196
0500000US53053,"Pierce County, Washington",704400,43136,58433,72460,66264,119506,110292,57422,53630,75617,47640,529857,47556,N,51034,10635,16050,39638,66856,487359,538007,270419,267588,93574,25133,21227,47214,44125,486179,58967,479574,44231,117033,182532,135778
0500000US54061,"Monongalia County, West Virginia",90787,8236,16317,9003,8745,13146,11552,4609,6003,7893,5283,81975,N,N,N,N,N,N,N,80917,69375,36074,33301,9192,2126,1565,5501,15435,52550,7395,53058,2409,12546,11338,26765
0500000US55009,"Brown County, Wisconsin",207973,14835,17165,17173,16568,33289,34987,18148,16436,23038,16334,184734,N,N,N,N,N,N,N,175140,153766,77087,76679,25638,4029,5934,15675,11212,139268,12391,136601,10734,37101,45679,43087
0500000US06115,"Yuba County, California",59048,4237,5223,6297,5966,9488,8455,4392,5607,5796,3587,45726,N,N,N,N,N,N,N,34019,45428,23345,22083,9027,1778,2556,4693,7890,36631,7490,40205,7828,8196,18218,5963
0500000US13051,"Chatham County, Georgia",234490,15585,23009,24707,21933,35727,33836,18915,16647,26411,17720,127124,89638,N,N,N,N,N,N,118923,174774,84852,89922,28049,5612,7356,15081,21837,145944,23138,151765,12567,37557,51716,49925
0500000US13063,"Clayton County, Georgia",218829,18431,21180,23507,20542,38669,37546,17839,14235,18120,8760,35103,155170,N,N,N,N,N,24150,24233,173518,79439,94079,30731,6409,7851,16471,24138,145140,17588,152338,19699,48895,50501,33243
0500000US13113,"Fayette County, Georgia",90842,7386,6541,4474,4244,13670,16831,9759,7653,12685,7599,61018,22349,N,N,N,N,N,N,56902,63172,29805,33367,12345,1591,1468,9286,N,N,N,56631,2034,9320,16102,29175
0500000US13223,"Paulding County, Georgia",127381,11024,9997,10602,10178,25306,24293,11238,7872,10502,6369,98866,N,N,N,N,N,N,N,90714,99486,48005,51481,21491,5288,3473,12730,5186,93919,8766,89489,5822,28516,31738,23413
0500000US17043,"DuPage County, Illinois",743427,48120,57392,57794,60020,120365,125709,66269,63997,85229,58532,575887,34772,N,91231,N,25053,13366,93723,511966,551546,272991,278555,104096,25085,19494,59517,28621,518082,29188,494154,28908,80525,118903,265818
0500000US17089,"Kane County, Illinois",416589,33078,33551,31532,31695,72566,74204,37003,29879,44610,28471,322634,N,N,17445,N,45302,N,119848,252292,310430,155458,154972,62461,12846,12656,36959,22220,286380,19042,276879,42559,57974,79201,97145
0500000US18089,"Lake County, Indiana",385577,26482,30050,30040,29175,60975,61888,33418,33625,46107,33817,241560,85925,N,N,N,N,11101,68753,218114,279171,136232,142939,51675,10565,12726,28384,36184,241289,31975,249121,23846,85725,77911,61639
0500000US21059,"Daviess County, Kentucky",78526,4761,5681,6910,6215,12338,12116,6703,6750,9801,7251,71674,N,N,N,N,N,N,N,70897,56713,27878,28835,11814,3897,2328,5589,8721,46794,8358,51032,3856,16917,18466,11793
0500000US21185,"Oldham County, Kentucky",51121,3595,3527,3363,3384,10039,9880,4452,4230,5450,3201,47143,N,N,N,N,N,N,N,45652,38875,21432,17443,7704,1495,1233,4976,N,N,N,35348,2699,5798,10394,16457
0500000US25009,"Essex County, Massachusetts",642420,42119,51242,48632,48835,94953,108732,60932,52097,77602,57276,509610,28350,N,23491,N,66670,N,123536,464645,465423,226173,239250,83951,19311,13845,50795,44157,413954,40910,414181,41355,97170,101514,174142
0500000US26163,"Wayne County, Michigan",1386184,87266,111194,138711,110854,205384,228836,117015,116663,158195,112066,759124,523095,N,48091,N,24117,26603,72495,712934,1028657,498082,530575,178305,40000,40814,97491,193683,828238,144658,917463,113045,262076,303449,238893
0500000US29165,"Platte County, Missouri",81079,4401,5915,7226,6524,14973,13779,7065,6168,9309,5719,69172,N,N,N,N,N,N,N,66500,61650,29912,31738,12835,2464,2199,8172,2722,58622,4570,55735,1972,11456,17682,24625
0500000US36053,"Madison County, New York",59098,5739,5654,3450,3605,7205,9372,5222,5764,7724,5363,55813,N,N,N,N,N,N,N,55155,40272,20147,20125,6132,1603,1442,3087,3006,35171,4518,34618,2911,9581,11830,10296
0500000US37159,"Rowan County, North Carolina",113492,8566,7360,8367,8036,18653,18800,10766,8348,14426,10170,89610,17010,N,N,N,N,N,N,84491,80330,39829,40501,15121,2602,2987,9532,11771,66654,10321,72970,9263,24894,24257,14556
0500000US39029,"Columbiana County, Ohio",84414,4935,5532,5743,5563,11755,13766,7959,7986,12380,8795,80342,N,N,N,N,N,N,N,79806,58304,30264,28040,8684,2160,1546,4978,8382,47500,8044,52772,4455,22945,14836,10536
0500000US41059,"Umatilla County, Oregon",59867,4274,4867,5736,4546,10047,9131,4563,4781,7002,4920,51878,N,N,N,N,N,N,N,41746,43671,23597,20074,8833,1806,2073,4954,5642,34286,5614,38804,7898,11026,13196,6684
0500000US42045,"Delaware County, Pennsylvania",454702,30985,38339,37017,36774,68574,71649,42434,36479,51559,40892,323211,93764,N,25676,N,N,N,15748,313347,331266,160673,170593,58163,14114,13145,30904,25694,297393,32344,292927,16787,82251,75210,118679
0500000US42073,"Lawrence County, Pennsylvania",71732,4543,4671,4937,4459,9529,11041,6191,7383,10444,8534,67301,N,N,N,N,N,N,N,66353,48211,24248,23963,7574,1601,1600,4373,7926,39640,6824,43540,3808,16711,13518,9503
0500000US47157,"Shelby County, Tennessee",729488,49897,63476,74027,64509,117294,116351,52811,64087,78438,48598,302238,385178,N,20216,N,N,N,37109,278571,552555,262053,290502,99996,22281,20425,57290,99203,444718,64216,489079,53746,137964,141993,155376
0500000US04003,"Cochise County, Arizona",102489,6442,7479,7885,6868,14643,13844,6656,10270,16130,12272,88356,N,N,N,N,N,N,33137,59512,67645,35479,32166,10973,2385,3411,5177,8515,53139,10081,60166,6914,14843,26501,11908
0500000US04005,"Coconino County, Arizona",116671,15404,16884,11374,8647,15121,15058,8485,7885,11161,6652,77026,N,27571,N,N,N,N,15305,66910,83454,42395,41059,11026,2494,2631,5901,13591,66573,9088,66570,6217,14810,22211,23332
0500000US06023,"Humboldt County, California",112359,6975,12757,9640,8044,18473,14158,7025,10991,15227,9069,90124,N,5215,N,N,N,6312,11594,86287,81088,41200,39888,10508,2213,2764,5531,17895,61879,11687,68331,6280,18084,26283,17684
0500000US06039,"Madera County, California",119395,9625,10369,10995,10756,20236,18092,9168,8055,13513,8586,72061,N,N,N,N,34331,N,63280,45416,87671,42051,45620,17172,2715,6644,7813,14193,65795,9695,77302,25022,17299,23869,11112
0500000US12097,"Osceola County, Florida",288757,21864,24345,26167,25534,53959,49085,18763,20613,30076,18351,208923,32684,N,8535,N,26910,N,155496,92533,218466,108444,110022,33290,6041,7241,20008,26634,191218,28831,194121,22751,59763,61936,49671
0500000US13059,"Clarke County, Georgia",108297,13713,23729,11067,8384,14898,11284,4588,5611,9267,5756,70746,27537,N,N,N,N,N,N,63146,79561,37766,41795,10824,2397,2652,5775,22205,55447,7006,55832,5648,11711,13770,24703
0500000US13313,"Whitfield County, Georgia",80621,7212,6314,7410,5523,14020,13536,6552,5466,8814,5774,73871,N,N,N,N,N,N,N,49911,58821,28898,29923,12482,1648,3355,7479,6331,51742,4882,52507,15012,15090,13341,9064
0500000US16019,"Bonneville County, Idaho",84177,6017,6943,8104,7874,14906,12246,7106,5935,8907,6139,75967,N,N,N,N,N,N,N,71495,63114,32052,31062,13189,3320,3811,6058,6126,56471,9505,56171,4495,16002,18833,16841
0500000US22109,"Terrebonne Parish, Louisiana",85510,4759,7606,7453,7567,14566,13192,7331,6394,10490,6152,62113,15286,N,N,N,N,N,N,59819,64109,30528,33581,11901,2971,3280,5650,10854,52738,12198,56503,10338,21768,14714,9683
0500000US24015,"Cecil County, Maryland",82700,5591,6263,6552,5847,12087,15012,6361,8783,10255,5949,73867,N,N,N,N,N,N,N,71539,60905,30052,30853,9998,1466,2256,6276,3623,56756,8530,54642,4586,19038,17542,13476
0500000US24037,"St. Mary's County, Maryland",88694,7011,8435,6445,6744,14535,16634,7112,6772,8696,6310,69749,N,N,N,N,N,N,N,66323,66677,33730,32947,11917,2681,2171,7065,4118,60627,7540,58242,4776,17802,14272,21392
0500000US25001,"Barnstable County, Massachusetts",185817,9194,10027,10651,9477,17952,25620,18769,18674,37322,28131,172286,N,N,N,N,N,N,N,168644,111170,53785,57385,14283,2808,2437,9038,8165,102700,10086,101143,5431,25231,31680,38801
0500000US25021,"Norfolk County, Massachusetts",576828,36854,43776,44715,46316,88890,98848,51971,46500,66183,52775,449049,41907,N,67288,N,N,N,25413,434915,421016,205473,215543,75378,17255,12242,45881,25966,387492,27028,377240,16388,59737,81701,219414
0500000US27163,"Washington County, Minnesota",203198,13191,13374,13416,16864,36496,34925,20607,15601,23389,15335,176760,N,N,N,N,N,N,N,171463,151283,75369,75914,30015,7612,5657,16746,5256,143781,10328,137909,5718,22668,42136,67387
0500000US34033,"Salem County, New Jersey",50712,2949,3338,4300,3365,7451,8318,4330,4926,6759,4976,41703,7012,N,N,N,N,N,N,39106,36028,17227,18801,6643,1230,1213,4200,3799,31677,5014,32690,2019,12981,9509,8181
0500000US34035,"Somerset County, New Jersey",266674,15398,19964,18025,18694,44330,49692,24523,24429,28538,23081,182466,25200,N,46730,N,N,N,36182,155711,199657,98094,101563,38052,7204,6575,24273,7979,191091,10500,179693,8754,23531,35688,111720
0500000US36081,"Queens County, New York",1869987,93045,130400,186838,179431,313311,308299,159360,141673,201575,156055,715143,347278,N,494123,N,246360,58466,495755,485042,1419312,697173,722139,215163,51084,36983,127096,136841,1277415,89674,1288912,192535,331044,300581,464752
0500000US36119,"Westchester County, New York",783313,52133,60610,54952,56269,123159,138580,69293,62980,88333,77004,505368,117925,N,49857,N,91087,16549,181588,431208,565843,276513,289330,103330,22867,17351,63112,43538,513181,40851,505233,52775,90586,103794,258078
0500000US37109,"Lincoln County, North Carolina",68773,4555,3632,4832,4172,10064,14360,7512,5365,8903,5378,63112,N,N,N,N,N,N,N,58772,49937,25040,24897,8886,1716,978,6192,4538,45091,5318,46305,5241,14470,14145,12449
0500000US42003,"Allegheny County, Pennsylvania",1015769,57002,75482,94627,92760,143427,146536,85273,90743,127349,102570,829834,122036,N,39641,N,N,18501,19432,816088,728848,359678,369170,109893,29582,19656,60655,82396,638424,72514,653366,24716,144060,174271,310319
0500000US45035,"Dorchester County, South Carolina",126542,9948,9063,9655,10943,23475,20725,11297,8997,14149,8290,85965,31292,N,N,N,N,N,N,82286,94155,45729,48426,18777,4110,4699,9968,9350,83423,9002,85092,6051,22827,31193,25021
0500000US48231,"Hunt County, Texas",75537,6185,6248,5210,5956,11768,12062,6031,7293,8756,6028,61829,N,N,N,N,N,N,N,55857,54568,27301,27267,9367,1873,2449,5045,6162,47026,7262,48320,6266,15666,16456,9932
0500000US51650,"Hampton city, Virginia",109757,7249,12393,11642,9067,14893,15392,10499,7927,12090,8605,46531,54973,N,N,N,N,N,N,42324,81813,40328,41485,11466,3535,1427,6504,9602,70609,10541,69420,3879,20055,25522,19964
0500000US01077,"Lauderdale County, Alabama",76012,4464,7145,6287,5030,10100,11718,7136,5713,10360,8059,66402,N,N,N,N,N,N,N,64974,53129,26015,27114,10489,2726,2024,5739,7422,44909,5105,45984,4477,17558,12768,11181
0500000US09011,"New London County, Connecticut",221413,12759,19144,18865,16680,29044,36697,19971,19939,27351,20963,181518,13951,N,9520,N,N,N,20469,172252,160340,81937,78403,23547,5537,3856,14154,15469,137131,14795,141196,10776,41200,41679,47541
0500000US17167,"Sangamon County, Illinois",157686,10190,11502,11782,11714,25012,24869,13932,14002,20374,14309,132447,17914,N,N,N,N,N,N,130024,112813,54659,58154,21322,4626,4215,12481,14077,97197,13178,101311,7611,26018,33368,34314
0500000US21111,"Jefferson County, Kentucky",619256,37805,47325,60235,53703,96320,95158,53073,51216,73082,51339,455202,128136,N,17874,N,N,N,29901,431914,457030,222941,234089,75734,18907,14715,42112,63481,387046,48230,409705,35319,98959,127507,147920
0500000US21151,"Madison County, Kentucky",75534,6015,11918,6289,5599,11071,11020,5921,4982,7750,4969,68668,N,N,N,N,N,N,N,67488,56800,27955,28845,8563,2271,1648,4644,9189,45059,8561,44882,3490,12806,13867,14719
0500000US22015,"Bossier Parish, Louisiana",99147,6301,9468,8480,10101,18328,13473,8209,7153,10598,7036,71742,22376,N,N,N,N,N,N,67987,75212,36906,38306,15703,3596,3414,8693,10738,63546,6752,65744,6414,18115,19787,21428
0500000US24009,"Calvert County, Maryland",73713,4749,5351,5349,5986,10631,14076,7965,6131,8347,5128,59805,N,N,N,N,N,N,N,57908,55489,27378,28111,10366,1870,1432,7064,2185,53032,4029,50138,2342,12965,17495,17336
0500000US26025,"Calhoun County, Michigan",106995,7013,7752,9095,7704,15349,17611,8496,9928,13532,10515,88983,10589,N,N,N,N,N,N,85487,75935,37542,38393,13585,2533,3106,7946,11750,62811,9905,68183,5437,22966,24540,15240
0500000US34025,"Monmouth County, New Jersey",507630,32678,36881,35151,31890,71733,92287,51698,46112,62724,46476,429773,36863,N,27801,N,N,N,47695,391221,365752,179693,186059,63735,12389,8793,42553,20221,343884,26970,328871,16745,64998,82439,164689
0500000US37119,"Mecklenburg County, North Carolina",863355,55140,71303,96621,89682,160122,147265,63731,56900,76140,46451,470289,271269,N,53585,N,46399,N,99461,424586,685624,330850,354774,120153,30440,23943,65770,68053,611679,41100,614321,58874,92448,170571,292428
0500000US39055,"Geauga County, Ohio",75700,5654,5401,4177,3885,9668,12912,7323,7173,11093,8414,73550,N,N,N,N,N,N,N,72347,50539,25290,25249,9162,1522,1617,6023,2366,48072,3733,45138,3892,8778,13678,18790
