id,Geographic Area Name,Less than 10 minutes,10 to 14 minutes,15 to 19 minutes,20 to 24 minutes,25 to 29 minutes,30 to 34 minutes,35 to 44 minutes,45 to 59 minutes,60 or more minutes,Mean travel time to work (minutes)
0500000US45031,"Darlington County, South Carolina",20.4,20.3,12.1,14.1,5.7,11.4,4.6,4.6,6.8,21.9
0500000US45079,"Richland County, South Carolina",13.9,11.9,18.4,19.1,6.3,16.1,5.3,3.5,5.4,22.8
0500000US48157,"Fort Bend County, Texas",5.7,7.2,11.6,10.4,6.6,18.0,11.3,16.3,13.0,33.0
0500000US48181,"Grayson County, Texas",16.7,18.6,15.5,8.5,5.6,10.8,5.5,6.3,12.5,26.8
0500000US48451,"Tom Green County, Texas",23.0,20.1,33.5,11.0,2.0,3.6,0.8,1.2,4.8,17.3
0500000US51019,"Bedford County, Virginia",9.9,8.1,13.8,12.3,7.4,20.0,11.3,12.7,4.5,27.0
0500000US53021,"Franklin County, Washington",12.3,10.6,24.6,20.8,3.8,9.2,6.3,7.6,4.9,23.0
0500000US53025,"Grant County, Washington",26.6,20.2,18.5,9.2,3.8,8.4,6.5,2.4,4.5,18.4
0500000US55109,"St. Croix County, Wisconsin",13.8,11.6,13.5,12.6,7.5,11.2,10.2,12.0,7.8,27.0
0500000US05045,"Faulkner County, Arkansas",13.8,15.9,21.6,6.2,5.7,10.9,10.7,10.8,4.3,24.7
0500000US06019,"Fresno County, California",11.6,14.3,20.0,19.4,6.7,14.2,5.1,4.4,4.3,23.1
0500000US08013,"Boulder County, Colorado",14.0,18.1,17.0,14.1,7.3,9.6,5.6,7.4,6.9,23.5
0500000US08041,"El Paso County, Colorado",11.5,15.1,19.1,18.6,8.5,12.4,4.6,4.5,5.8,23.7
0500000US12015,"Charlotte County, Florida",11.9,16.1,21.5,14.0,6.5,13.2,3.5,6.1,7.1,24.5
0500000US12057,"Hillsborough County, Florida",8.9,10.7,12.6,13.6,6.9,18.4,8.9,11.4,8.5,28.4
0500000US18043,"Floyd County, Indiana",6.3,15.0,19.5,17.5,11.0,17.3,5.9,5.0,2.4,23.7
0500000US21093,"Hardin County, Kentucky",18.5,21.0,19.5,12.4,4.9,6.7,6.7,5.3,5.0,20.9
0500000US22071,"Orleans Parish, Louisiana",9.4,13.9,21.0,17.7,5.6,16.2,4.0,5.6,6.5,25.4
0500000US23003,"Aroostook County, Maine",34.7,13.9,14.5,9.7,3.1,11.8,1.9,3.2,7.1,19.5
0500000US24005,"Baltimore County, Maryland",6.6,10.6,12.8,14.4,8.7,16.4,9.7,11.0,9.8,30.2
0500000US24043,"Washington County, Maryland",8.5,12.7,17.7,15.0,6.0,12.8,7.5,5.6,14.3,30.6
0500000US26125,"Oakland County, Michigan",8.3,11.9,14.5,15.8,7.7,16.0,9.8,9.2,6.7,26.8
0500000US34001,"Atlantic County, New Jersey",13.4,11.9,22.3,15.6,7.3,10.9,5.3,5.8,7.5,24.8
0500000US34023,"Middlesex County, New Jersey",7.5,10.3,10.1,12.2,5.2,14.7,8.9,10.4,20.7,36.5
0500000US34037,"Sussex County, New Jersey",9.4,8.7,9.5,9.6,5.4,11.1,9.3,13.0,24.0,37.7
0500000US35005,"Chaves County, New Mexico",26.9,20.3,24.1,10.3,2.3,8.0,2.0,3.2,2.8,17.2
0500000US35013,"Doña Ana County, New Mexico",14.0,15.0,27.4,11.7,6.4,13.7,3.1,3.6,5.1,21.9
0500000US36085,"Richmond County, New York",4.6,7.0,7.7,9.6,4.7,10.5,7.1,10.3,38.5,47.1
0500000US42071,"Lancaster County, Pennsylvania",15.7,15.1,17.6,17.0,7.1,10.3,6.1,5.8,5.4,22.8
0500000US42107,"Schuylkill County, Pennsylvania",16.8,12.8,15.3,11.2,7.4,12.7,5.7,9.0,9.1,25.9
0500000US42129,"Westmoreland County, Pennsylvania",14.3,13.5,15.5,11.9,7.2,10.9,8.2,8.5,9.9,26.4
0500000US45083,"Spartanburg County, South Carolina",9.4,15.9,17.4,17.4,8.6,15.0,5.9,5.9,4.6,23.4
0500000US48339,"Montgomery County, Texas",8.7,10.1,10.9,11.6,6.4,14.4,7.6,13.7,16.7,32.8
0500000US51087,"Henrico County, Virginia",10.3,15.7,19.5,20.5,8.4,13.3,4.4,4.1,3.8,22.2
0500000US51760,"Richmond city, Virginia",9.6,16.8,23.0,16.8,8.2,12.5,4.6,4.2,4.3,21.9
0500000US55035,"Eau Claire County, Wisconsin",18.4,22.8,27.8,12.2,5.4,5.6,2.7,2.0,3.1,17.9
0500000US55063,"La Crosse County, Wisconsin",23.7,20.1,23.9,12.1,5.4,6.5,3.2,3.1,1.9,16.8
0500000US01003,"Baldwin County, Alabama",11.0,12.3,14.8,11.4,6.2,17.4,11.8,7.3,7.8,28.1
0500000US05125,"Saline County, Arkansas",11.3,13.0,10.1,16.7,11.1,20.1,8.2,6.2,3.3,24.9
0500000US12009,"Brevard County, Florida",11.3,10.8,18.8,16.8,7.8,14.9,5.7,6.7,7.1,25.4
0500000US17091,"Kankakee County, Illinois",22.9,17.8,14.6,11.1,4.8,6.6,5.1,5.6,11.5,24.3
0500000US18005,"Bartholomew County, Indiana",22.1,18.8,22.5,13.3,4.8,7.2,5.0,2.9,3.5,18.7
0500000US18057,"Hamilton County, Indiana",11.4,12.2,14.8,11.5,6.5,18.1,10.4,11.1,4.0,26.1
0500000US19153,"Polk County, Iowa",13.0,16.6,21.4,20.6,8.8,12.1,2.6,2.9,2.1,20.0
0500000US20209,"Wyandotte County, Kansas",8.9,16.6,19.9,19.1,10.5,15.3,4.0,3.8,1.8,21.1
0500000US22045,"Iberia Parish, Louisiana",12.7,20.4,16.4,14.3,6.3,8.8,7.7,4.7,8.8,26.8
0500000US22103,"St. Tammany Parish, Louisiana",10.1,10.8,12.3,12.6,4.4,14.3,6.6,13.8,15.2,31.9
0500000US24001,"Allegany County, Maryland",19.1,17.0,20.2,13.6,5.4,10.2,4.2,2.3,8.0,22.8
0500000US25005,"Bristol County, Massachusetts",12.7,13.1,15.4,13.0,6.9,11.5,6.8,8.3,12.3,27.9
0500000US26021,"Berrien County, Michigan",23.8,16.8,17.3,13.3,5.0,10.2,5.8,2.6,5.2,21.0
0500000US26093,"Livingston County, Michigan",10.7,10.9,11.5,11.1,4.8,12.7,11.4,13.9,13.0,31.7
0500000US26103,"Marquette County, Michigan",29.8,20.7,12.8,13.9,4.9,8.5,4.1,2.5,3.0,17.5
0500000US29019,"Boone County, Missouri",17.6,21.8,29.0,13.4,3.7,6.1,3.8,2.5,2.1,17.8
0500000US34031,"Passaic County, New Jersey",8.4,13.8,11.9,14.1,8.6,14.1,10.2,8.0,11.0,28.7
0500000US35043,"Sandoval County, New Mexico",6.9,7.4,9.0,19.9,15.8,17.9,9.7,7.9,5.5,28.0
0500000US36093,"Schenectady County, New York",12.1,16.7,17.5,15.1,7.5,14.4,6.3,6.8,3.6,23.0
0500000US37031,"Carteret County, North Carolina",15.4,15.9,14.3,15.2,4.3,15.4,7.0,5.5,7.0,24.5
0500000US37155,"Robeson County, North Carolina",13.1,14.2,16.9,18.2,5.4,13.2,5.7,6.4,6.9,24.5
0500000US39133,"Portage County, Ohio",15.1,9.9,8.1,17.4,10.6,12.1,11.9,9.4,5.4,26.0
0500000US41047,"Marion County, Oregon",12.9,15.1,19.7,17.3,6.6,10.0,4.3,5.8,8.2,23.9
0500000US42027,"Centre County, Pennsylvania",16.3,17.0,21.7,17.2,6.3,9.8,3.4,4.8,3.5,20.7
0500000US42125,"Washington County, Pennsylvania",15.8,14.0,11.1,11.5,9.1,11.6,9.0,9.4,8.6,26.2
0500000US45059,"Laurens County, South Carolina",12.5,14.3,14.5,12.6,6.6,14.4,8.9,8.9,7.3,25.5
0500000US47001,"Anderson County, Tennessee",15.9,13.5,15.6,7.5,10.0,16.6,6.8,11.1,2.9,24.6
0500000US51085,"Hanover County, Virginia",7.7,9.5,15.1,21.0,13.6,16.1,8.0,5.0,4.0,25.0
0500000US53035,"Kitsap County, Washington",9.7,14.7,16.6,14.1,5.0,13.9,5.6,6.3,14.1,30.0
0500000US55055,"Jefferson County, Wisconsin",24.4,13.7,11.8,9.8,5.8,10.6,7.7,9.1,7.0,23.9
0500000US55087,"Outagamie County, Wisconsin",15.8,19.6,18.7,17.5,8.8,10.4,5.2,2.0,2.0,19.7
0500000US01049,"DeKalb County, Alabama",9.2,17.0,16.3,17.2,4.1,17.7,7.4,3.8,7.5,26.1
0500000US06007,"Butte County, California",21.5,21.3,16.0,8.4,6.0,10.4,3.1,6.2,7.1,22.8
0500000US06017,"El Dorado County, California",12.6,16.3,14.6,12.4,5.2,8.8,7.8,10.4,12.0,30.1
0500000US06025,"Imperial County, California",15.9,18.0,20.8,17.1,5.0,7.8,3.7,3.2,8.7,24.5
0500000US06029,"Kern County, California",11.2,17.4,21.4,18.7,6.4,9.5,4.0,4.8,6.5,23.5
0500000US06041,"Marin County, California",8.8,10.6,13.3,9.6,4.2,11.9,10.5,12.3,18.7,33.7
