STNAME,CTYNAME,TOT_POP
North Carolina,Graham County,468
North Carolina,Graham County,420
North Carolina,Graham County,467
North Carolina,Graham County,454
North Carolina,Graham County,521
North Carolina,Graham County,587
North Carolina,Graham County,601
North Carolina,Graham County,655
North Carolina,Graham County,581
North Carolina,Graham County,513
North Carolina,Graham County,419
North Carolina,Graham County,260
North Carolina,Graham County,246
North Carolina,Granville County,60115
North Carolina,Granville County,3031
North Carolina,Granville County,3227
North Carolina,Granville County,3759
North Carolina,Granville County,3725
North Carolina,Granville County,3597
North Carolina,Granville County,3680
North Carolina,Granville County,3455
North Carolina,Granville County,3533
North Carolina,Granville County,3733
North Carolina,Granville County,4476
North Carolina,Granville County,4778
North Carolina,Granville County,4684
North Carolina,Granville County,4144
North Carolina,Granville County,3525
North Carolina,Granville County,2725
North Carolina,Granville County,1773
North Carolina,Granville County,1178
North Carolina,Granville County,1092
North Carolina,Greene County,21012
North Carolina,Greene County,1014
North Carolina,Greene County,1170
North Carolina,Greene County,1300
North Carolina,Greene County,1180
North Carolina,Greene County,1337
North Carolina,Greene County,1502
North Carolina,Greene County,1456
North Carolina,Greene County,1433
North Carolina,Greene County,1431
North Carolina,Greene County,1359
North Carolina,Greene County,1350
North Carolina,Greene County,1537
North Carolina,Greene County,1462
North Carolina,Greene County,1229
North Carolina,Greene County,902
North Carolina,Greene County,566
North Carolina,Greene County,389
North Carolina,Greene County,395
North Carolina,Guilford County,533670
North Carolina,Guilford County,31411
North Carolina,Guilford County,32503
North Carolina,Guilford County,34248
North Carolina,Guilford County,40311
North Carolina,Guilford County,38057
North Carolina,Guilford County,39484
North Carolina,Guilford County,34339
North Carolina,Guilford County,33453
North Carolina,Guilford County,31871
North Carolina,Guilford County,35898
North Carolina,Guilford County,34757
North Carolina,Guilford County,34972
North Carolina,Guilford County,31417
North Carolina,Guilford County,26654
North Carolina,Guilford County,20943
North Carolina,Guilford County,14171
North Carolina,Guilford County,9293
North Carolina,Guilford County,9888
North Carolina,Halifax County,50574
North Carolina,Halifax County,2772
North Carolina,Halifax County,2880
North Carolina,Halifax County,3164
North Carolina,Halifax County,3035
North Carolina,Halifax County,2715
North Carolina,Halifax County,3247
North Carolina,Halifax County,2715
North Carolina,Halifax County,2795
North Carolina,Halifax County,2572
North Carolina,Halifax County,3002
North Carolina,Halifax County,3550
North Carolina,Halifax County,3921
North Carolina,Halifax County,3727
North Carolina,Halifax County,3414
North Carolina,Halifax County,2627
North Carolina,Halifax County,1891
North Carolina,Halifax County,1312
North Carolina,Halifax County,1235
North Carolina,Harnett County,134214
North Carolina,Harnett County,9938
North Carolina,Harnett County,10012
North Carolina,Harnett County,9645
North Carolina,Harnett County,9084
North Carolina,Harnett County,8248
North Carolina,Harnett County,10325
North Carolina,Harnett County,10797
North Carolina,Harnett County,9865
North Carolina,Harnett County,8364
North Carolina,Harnett County,8452
North Carolina,Harnett County,8063
North Carolina,Harnett County,7778
North Carolina,Harnett County,6920
North Carolina,Harnett County,5754
North Carolina,Harnett County,4456
North Carolina,Harnett County,3052
North Carolina,Harnett County,1932
North Carolina,Harnett County,1529
North Carolina,Haywood County,61971
North Carolina,Haywood County,2998
North Carolina,Haywood County,3062
North Carolina,Haywood County,3216
North Carolina,Haywood County,3104
North Carolina,Haywood County,2831
North Carolina,Haywood County,3664
North Carolina,Haywood County,3422
North Carolina,Haywood County,3356
North Carolina,Haywood County,3402
North Carolina,Haywood County,3961
North Carolina,Haywood County,4238
North Carolina,Haywood County,4704
North Carolina,Haywood County,4765
North Carolina,Haywood County,4614
North Carolina,Haywood County,4112
North Carolina,Haywood County,2886
North Carolina,Haywood County,1920
North Carolina,Haywood County,1716
North Carolina,Henderson County,116748
North Carolina,Henderson County,5623
North Carolina,Henderson County,6000
North Carolina,Henderson County,6510
North Carolina,Henderson County,6109
North Carolina,Henderson County,5471
North Carolina,Henderson County,6015
North Carolina,Henderson County,6078
North Carolina,Henderson County,6388
North Carolina,Henderson County,6492
North Carolina,Henderson County,7361
North Carolina,Henderson County,7505
North Carolina,Henderson County,8292
North Carolina,Henderson County,8830
North Carolina,Henderson County,8919
North Carolina,Henderson County,7973
North Carolina,Henderson County,5903
North Carolina,Henderson County,3591
North Carolina,Henderson County,3688
North Carolina,Hertford County,23659
North Carolina,Hertford County,1084
North Carolina,Hertford County,1220
North Carolina,Hertford County,1340
North Carolina,Hertford County,1894
North Carolina,Hertford County,1561
North Carolina,Hertford County,1554
North Carolina,Hertford County,1309
North Carolina,Hertford County,1310
North Carolina,Hertford County,1269
North Carolina,Hertford County,1295
North Carolina,Hertford County,1514
North Carolina,Hertford County,1786
North Carolina,Hertford County,1844
North Carolina,Hertford County,1504
North Carolina,Hertford County,1162
North Carolina,Hertford County,827
North Carolina,Hertford County,603
North Carolina,Hertford County,583
North Carolina,Hoke County,54764
North Carolina,Hoke County,4600
North Carolina,Hoke County,4408
North Carolina,Hoke County,3849
North Carolina,Hoke County,3303
North Carolina,Hoke County,3173
North Carolina,Hoke County,4892
North Carolina,Hoke County,4796
North Carolina,Hoke County,4411
North Carolina,Hoke County,3388
North Carolina,Hoke County,3347
North Carolina,Hoke County,3094
North Carolina,Hoke County,3198
North Carolina,Hoke County,2797
North Carolina,Hoke County,2184
North Carolina,Hoke County,1422
North Carolina,Hoke County,898
North Carolina,Hoke County,559
North Carolina,Hoke County,445
North Carolina,Hyde County,5230
North Carolina,Hyde County,206
North Carolina,Hyde County,242
North Carolina,Hyde County,256
North Carolina,Hyde County,251
North Carolina,Hyde County,282
North Carolina,Hyde County,329
North Carolina,Hyde County,364
North Carolina,Hyde County,349
North Carolina,Hyde County,352
North Carolina,Hyde County,361
North Carolina,Hyde County,317
North Carolina,Hyde County,378
North Carolina,Hyde County,462
North Carolina,Hyde County,377
North Carolina,Hyde County,261
North Carolina,Hyde County,189
North Carolina,Hyde County,142
North Carolina,Hyde County,112
North Carolina,Iredell County,178435
North Carolina,Iredell County,9937
North Carolina,Iredell County,10922
North Carolina,Iredell County,12448
North Carolina,Iredell County,11799
North Carolina,Iredell County,10235
North Carolina,Iredell County,10878
North Carolina,Iredell County,10217
North Carolina,Iredell County,10995
North Carolina,Iredell County,11518
North Carolina,Iredell County,13436
North Carolina,Iredell County,13359
North Carolina,Iredell County,13198
North Carolina,Iredell County,11190
North Carolina,Iredell County,9374
North Carolina,Iredell County,7816
North Carolina,Iredell County,5190
North Carolina,Iredell County,3296
North Carolina,Iredell County,2627
North Carolina,Jackson County,43327
North Carolina,Jackson County,1927
North Carolina,Jackson County,1994
North Carolina,Jackson County,2018
North Carolina,Jackson County,4094
North Carolina,Jackson County,5078
North Carolina,Jackson County,2663
North Carolina,Jackson County,2326
North Carolina,Jackson County,2266
North Carolina,Jackson County,2074
North Carolina,Jackson County,2404
North Carolina,Jackson County,2329
North Carolina,Jackson County,2783
North Carolina,Jackson County,2844
North Carolina,Jackson County,2825
North Carolina,Jackson County,2394
North Carolina,Jackson County,1597
North Carolina,Jackson County,911
North Carolina,Jackson County,800
North Carolina,Johnston County,202675
North Carolina,Johnston County,12907
North Carolina,Johnston County,14164
North Carolina,Johnston County,15569
North Carolina,Johnston County,13743
North Carolina,Johnston County,11051
North Carolina,Johnston County,12317
North Carolina,Johnston County,12654
North Carolina,Johnston County,13784
North Carolina,Johnston County,14352
North Carolina,Johnston County,16025
North Carolina,Johnston County,14558
North Carolina,Johnston County,13208
North Carolina,Johnston County,11354
North Carolina,Johnston County,9586
North Carolina,Johnston County,7614
North Carolina,Johnston County,4679
North Carolina,Johnston County,2808
North Carolina,Johnston County,2302
North Carolina,Jones County,9637
North Carolina,Jones County,469
North Carolina,Jones County,470
North Carolina,Jones County,528
North Carolina,Jones County,509
North Carolina,Jones County,469
North Carolina,Jones County,559
North Carolina,Jones County,513
North Carolina,Jones County,535
North Carolina,Jones County,471
North Carolina,Jones County,584
North Carolina,Jones County,672
North Carolina,Jones County,806
North Carolina,Jones County,874
North Carolina,Jones County,702
North Carolina,Jones County,590
North Carolina,Jones County,374
North Carolina,Jones County,263
North Carolina,Jones County,249
North Carolina,Lee County,61452
North Carolina,Lee County,3940
North Carolina,Lee County,4079
North Carolina,Lee County,4302
North Carolina,Lee County,3871
North Carolina,Lee County,3651
North Carolina,Lee County,4099
North Carolina,Lee County,3697
North Carolina,Lee County,3784
North Carolina,Lee County,3580
North Carolina,Lee County,4097
North Carolina,Lee County,4124
North Carolina,Lee County,4197
North Carolina,Lee County,3913
North Carolina,Lee County,3306
North Carolina,Lee County,2612
North Carolina,Lee County,1754
North Carolina,Lee County,1150
North Carolina,Lee County,1296
North Carolina,Lenoir County,55976
North Carolina,Lenoir County,3209
North Carolina,Lenoir County,3408
North Carolina,Lenoir County,3758
North Carolina,Lenoir County,3452
North Carolina,Lenoir County,3257
North Carolina,Lenoir County,3301
North Carolina,Lenoir County,2970
North Carolina,Lenoir County,3030
North Carolina,Lenoir County,3049
North Carolina,Lenoir County,3364
North Carolina,Lenoir County,3627
North Carolina,Lenoir County,4252
North Carolina,Lenoir County,4211
North Carolina,Lenoir County,3439
North Carolina,Lenoir County,2948
North Carolina,Lenoir County,1979
North Carolina,Lenoir County,1430
North Carolina,Lenoir County,1292
North Carolina,Lincoln County,83770
North Carolina,Lincoln County,4326
North Carolina,Lincoln County,4722
North Carolina,Lincoln County,5318
North Carolina,Lincoln County,4998
North Carolina,Lincoln County,4329
North Carolina,Lincoln County,4866
North Carolina,Lincoln County,4552
North Carolina,Lincoln County,4703
North Carolina,Lincoln County,5412
North Carolina,Lincoln County,6522
North Carolina,Lincoln County,6513
North Carolina,Lincoln County,6646
North Carolina,Lincoln County,6061
North Carolina,Lincoln County,4935
North Carolina,Lincoln County,4211
North Carolina,Lincoln County,2750
North Carolina,Lincoln County,1601
North Carolina,Lincoln County,1305
North Carolina,McDowell County,45507
North Carolina,McDowell County,2328
North Carolina,McDowell County,2487
North Carolina,McDowell County,2720
North Carolina,McDowell County,2545
North Carolina,McDowell County,2440
North Carolina,McDowell County,2891
North Carolina,McDowell County,2433
North Carolina,McDowell County,2553
North Carolina,McDowell County,2727
North Carolina,McDowell County,3148
North Carolina,McDowell County,3183
North Carolina,McDowell County,3405
North Carolina,McDowell County,3330
North Carolina,McDowell County,3005
North Carolina,McDowell County,2466
North Carolina,McDowell County,1699
North Carolina,McDowell County,1127
North Carolina,McDowell County,1020
North Carolina,Macon County,35285
North Carolina,Macon County,1759
North Carolina,Macon County,1751
North Carolina,Macon County,1948
North Carolina,Macon County,1827
North Carolina,Macon County,1584
North Carolina,Macon County,1753
North Carolina,Macon County,1732
North Carolina,Macon County,1751
North Carolina,Macon County,1644
North Carolina,Macon County,1908
North Carolina,Macon County,2166
North Carolina,Macon County,2656
North Carolina,Macon County,2750
North Carolina,Macon County,3010
North Carolina,Macon County,2695
North Carolina,Macon County,1991
North Carolina,Macon County,1268
North Carolina,Macon County,1092
North Carolina,Madison County,21763
North Carolina,Madison County,1030
North Carolina,Madison County,1017
North Carolina,Madison County,1098
North Carolina,Madison County,1503
North Carolina,Madison County,1415
North Carolina,Madison County,1230
North Carolina,Madison County,1173
North Carolina,Madison County,1208
North Carolina,Madison County,1261
North Carolina,Madison County,1348
North Carolina,Madison County,1443
North Carolina,Madison County,1528
North Carolina,Madison County,1649
North Carolina,Madison County,1630
North Carolina,Madison County,1295
North Carolina,Madison County,837
North Carolina,Madison County,559
North Carolina,Madison County,539
North Carolina,Martin County,22671
North Carolina,Martin County,1215
North Carolina,Martin County,1236
North Carolina,Martin County,1316
North Carolina,Martin County,1290
North Carolina,Martin County,1146
North Carolina,Martin County,1308
North Carolina,Martin County,1133
North Carolina,Martin County,1064
North Carolina,Martin County,1124
North Carolina,Martin County,1432
North Carolina,Martin County,1540
North Carolina,Martin County,1666
North Carolina,Martin County,1955
North Carolina,Martin County,1669
North Carolina,Martin County,1408
North Carolina,Martin County,943
North Carolina,Martin County,680
North Carolina,Martin County,546
North Carolina,Mecklenburg County,1093901
North Carolina,Mecklenburg County,72712
North Carolina,Mecklenburg County,70568
North Carolina,Mecklenburg County,72324
North Carolina,Mecklenburg County,69725
North Carolina,Mecklenburg County,71289
North Carolina,Mecklenburg County,96626
North Carolina,Mecklenburg County,89871
North Carolina,Mecklenburg County,84116
North Carolina,Mecklenburg County,75889
North Carolina,Mecklenburg County,77794
North Carolina,Mecklenburg County,69764
North Carolina,Mecklenburg County,65420
North Carolina,Mecklenburg County,55254
North Carolina,Mecklenburg County,43324
North Carolina,Mecklenburg County,32093
North Carolina,Mecklenburg County,20065
North Carolina,Mecklenburg County,12933
North Carolina,Mecklenburg County,14134
North Carolina,Mitchell County,15000
North Carolina,Mitchell County,712
North Carolina,Mitchell County,737
North Carolina,Mitchell County,793
North Carolina,Mitchell County,774
North Carolina,Mitchell County,706
North Carolina,Mitchell County,854
North Carolina,Mitchell County,778
North Carolina,Mitchell County,746
North Carolina,Mitchell County,834
North Carolina,Mitchell County,959
North Carolina,Mitchell County,1040
North Carolina,Mitchell County,1128
North Carolina,Mitchell County,1198
North Carolina,Mitchell County,1130
North Carolina,Mitchell County,986
North Carolina,Mitchell County,730
North Carolina,Mitchell County,488
North Carolina,Mitchell County,407
North Carolina,Montgomery County,27271
North Carolina,Montgomery County,1448
North Carolina,Montgomery County,1594
North Carolina,Montgomery County,1773
North Carolina,Montgomery County,1812
North Carolina,Montgomery County,1574
North Carolina,Montgomery County,1615
North Carolina,Montgomery County,1358
North Carolina,Montgomery County,1424
North Carolina,Montgomery County,1585
North Carolina,Montgomery County,1722
North Carolina,Montgomery County,1798
North Carolina,Montgomery County,1957
North Carolina,Montgomery County,2014
North Carolina,Montgomery County,1838
North Carolina,Montgomery County,1522
North Carolina,Montgomery County,1017
North Carolina,Montgomery County,626
North Carolina,Montgomery County,594
North Carolina,Moore County,98682
North Carolina,Moore County,5763
North Carolina,Moore County,5820
North Carolina,Moore County,5974
North Carolina,Moore County,5325
North Carolina,Moore County,4325
North Carolina,Moore County,5464
North Carolina,Moore County,6022
North Carolina,Moore County,6100
North Carolina,Moore County,5475
North Carolina,Moore County,5644
North Carolina,Moore County,5866
North Carolina,Moore County,6555
North Carolina,Moore County,6721
North Carolina,Moore County,6417
North Carolina,Moore County,6083
North Carolina,Moore County,4552
North Carolina,Moore County,3163
North Carolina,Moore County,3413
North Carolina,Nash County,94016
North Carolina,Nash County,5188
North Carolina,Nash County,5594
North Carolina,Nash County,6028
North Carolina,Nash County,6193
North Carolina,Nash County,5796
North Carolina,Nash County,5983
North Carolina,Nash County,5140
North Carolina,Nash County,5236
North Carolina,Nash County,5450
North Carolina,Nash County,6123
North Carolina,Nash County,6453
North Carolina,Nash County,6908
North Carolina,Nash County,6498
North Carolina,Nash County,5898
North Carolina,Nash County,4686
North Carolina,Nash County,3066
North Carolina,Nash County,1945
North Carolina,Nash County,1831
North Carolina,New Hanover County,232274
North Carolina,New Hanover County,11442
North Carolina,New Hanover County,11730
North Carolina,New Hanover County,12380
North Carolina,New Hanover County,15380
North Carolina,New Hanover County,21660
North Carolina,New Hanover County,16459
North Carolina,New Hanover County,14557
North Carolina,New Hanover County,14747
North Carolina,New Hanover County,13855
North Carolina,New Hanover County,14930
North Carolina,New Hanover County,13964
North Carolina,New Hanover County,15073
North Carolina,New Hanover County,14886
North Carolina,New Hanover County,13764
North Carolina,New Hanover County,11234
North Carolina,New Hanover County,7079
North Carolina,New Hanover County,4475
North Carolina,New Hanover County,4659
North Carolina,Northampton County,19676
North Carolina,Northampton County,905
North Carolina,Northampton County,883
North Carolina,Northampton County,1059
North Carolina,Northampton County,921
North Carolina,Northampton County,1016
North Carolina,Northampton County,1188
North Carolina,Northampton County,883
North Carolina,Northampton County,951
North Carolina,Northampton County,937
North Carolina,Northampton County,1125
North Carolina,Northampton County,1283
North Carolina,Northampton County,1630
North Carolina,Northampton County,1805
North Carolina,Northampton County,1544
North Carolina,Northampton County,1355
North Carolina,Northampton County,934
North Carolina,Northampton County,597
North Carolina,Northampton County,660
North Carolina,Onslow County,197683
North Carolina,Onslow County,17315
North Carolina,Onslow County,13752
North Carolina,Onslow County,11369
North Carolina,Onslow County,14583
North Carolina,Onslow County,33687
North Carolina,Onslow County,20740
North Carolina,Onslow County,15906
North Carolina,Onslow County,11710
North Carolina,Onslow County,8824
North Carolina,Onslow County,7978
North Carolina,Onslow County,7670
North Carolina,Onslow County,8277
North Carolina,Onslow County,7606
North Carolina,Onslow County,6013
North Carolina,Onslow County,4770
North Carolina,Onslow County,3372
North Carolina,Onslow County,2211
North Carolina,Onslow County,1900
North Carolina,Orange County,146027
North Carolina,Orange County,6624
North Carolina,Orange County,7782
North Carolina,Orange County,8891
North Carolina,Orange County,13084
North Carolina,Orange County,17545
North Carolina,Orange County,10262
North Carolina,Orange County,8182
North Carolina,Orange County,8375
North Carolina,Orange County,8615
North Carolina,Orange County,9443
North Carolina,Orange County,9143
North Carolina,Orange County,9068
North Carolina,Orange County,8574
North Carolina,Orange County,7558
North Carolina,Orange County,5422
North Carolina,Orange County,3402
North Carolina,Orange County,2018
North Carolina,Orange County,2039
North Carolina,Pamlico County,12670
North Carolina,Pamlico County,449
North Carolina,Pamlico County,478
North Carolina,Pamlico County,610
North Carolina,Pamlico County,553
North Carolina,Pamlico County,566
North Carolina,Pamlico County,655
North Carolina,Pamlico County,669
North Carolina,Pamlico County,614
North Carolina,Pamlico County,565
North Carolina,Pamlico County,696
North Carolina,Pamlico County,750
North Carolina,Pamlico County,1102
North Carolina,Pamlico County,1184
North Carolina,Pamlico County,1213
North Carolina,Pamlico County,999
North Carolina,Pamlico County,734
North Carolina,Pamlico County,417
North Carolina,Pamlico County,416
North Carolina,Pasquotank County,39639
North Carolina,Pasquotank County,2466
North Carolina,Pasquotank County,2355
North Carolina,Pasquotank County,2508
North Carolina,Pasquotank County,2562
North Carolina,Pasquotank County,2585
North Carolina,Pasquotank County,2752
North Carolina,Pasquotank County,2754
North Carolina,Pasquotank County,2512
North Carolina,Pasquotank County,2184
North Carolina,Pasquotank County,2348
North Carolina,Pasquotank County,2453
North Carolina,Pasquotank County,2785
North Carolina,Pasquotank County,2685
North Carolina,Pasquotank County,2139
North Carolina,Pasquotank County,1849
North Carolina,Pasquotank County,1195
North Carolina,Pasquotank County,726
North Carolina,Pasquotank County,781
North Carolina,Pender County,62162
North Carolina,Pender County,3540
North Carolina,Pender County,3752
North Carolina,Pender County,4034
North Carolina,Pender County,3723
North Carolina,Pender County,2979
North Carolina,Pender County,3340
North Carolina,Pender County,3550
North Carolina,Pender County,4029
North Carolina,Pender County,3899
North Carolina,Pender County,4436
North Carolina,Pender County,4369
North Carolina,Pender County,4809
North Carolina,Pender County,4512
North Carolina,Pender County,3840
North Carolina,Pender County,3113
North Carolina,Pender County,2019
North Carolina,Pender County,1184
North Carolina,Pender County,1034
North Carolina,Perquimans County,13422
North Carolina,Perquimans County,605
North Carolina,Perquimans County,678
North Carolina,Perquimans County,754
North Carolina,Perquimans County,669
North Carolina,Perquimans County,587
North Carolina,Perquimans County,648
North Carolina,Perquimans County,690
North Carolina,Perquimans County,689
North Carolina,Perquimans County,618
North Carolina,Perquimans County,771
North Carolina,Perquimans County,873
North Carolina,Perquimans County,1080
North Carolina,Perquimans County,1157
North Carolina,Perquimans County,1029
North Carolina,Perquimans County,1019
North Carolina,Perquimans County,714
North Carolina,Perquimans County,473
North Carolina,Perquimans County,368
North Carolina,Person County,39507
North Carolina,Person County,2128
North Carolina,Person County,2222
North Carolina,Person County,2364
North Carolina,Person County,2377
North Carolina,Person County,2127
North Carolina,Person County,2372
North Carolina,Person County,2076
North Carolina,Person County,2115
North Carolina,Person County,2257
North Carolina,Person County,2756
North Carolina,Person County,2760
North Carolina,Person County,3113
North Carolina,Person County,3115
North Carolina,Person County,2544
North Carolina,Person County,2043
North Carolina,Person County,1394
North Carolina,Person County,919
North Carolina,Person County,825
North Carolina,Pitt County,179914
North Carolina,Pitt County,10303
North Carolina,Pitt County,10582
North Carolina,Pitt County,11099
North Carolina,Pitt County,14991
North Carolina,Pitt County,22806
North Carolina,Pitt County,14207
North Carolina,Pitt County,10967
North Carolina,Pitt County,10852
North Carolina,Pitt County,10119
North Carolina,Pitt County,10230
North Carolina,Pitt County,9753
North Carolina,Pitt County,10258
North Carolina,Pitt County,9958
North Carolina,Pitt County,8313
North Carolina,Pitt County,6167
North Carolina,Pitt County,3973
North Carolina,Pitt County,2700
North Carolina,Pitt County,2636
North Carolina,Polk County,20611
North Carolina,Polk County,761
North Carolina,Polk County,856
North Carolina,Polk County,1038
North Carolina,Polk County,1037
North Carolina,Polk County,914
North Carolina,Polk County,891
North Carolina,Polk County,793
North Carolina,Polk County,874
North Carolina,Polk County,951
North Carolina,Polk County,1233
North Carolina,Polk County,1373
North Carolina,Polk County,1709
North Carolina,Polk County,1773
North Carolina,Polk County,1812
North Carolina,Polk County,1561
North Carolina,Polk County,1270
North Carolina,Polk County,831
North Carolina,Polk County,934
North Carolina,Randolph County,143351
North Carolina,Randolph County,8084
North Carolina,Randolph County,8666
North Carolina,Randolph County,9477
North Carolina,Randolph County,9302
North Carolina,Randolph County,8163
North Carolina,Randolph County,8897
North Carolina,Randolph County,7984
North Carolina,Randolph County,8031
North Carolina,Randolph County,8474
North Carolina,Randolph County,10252
North Carolina,Randolph County,10435
North Carolina,Randolph County,10571
North Carolina,Randolph County,9575
North Carolina,Randolph County,8166
North Carolina,Randolph County,6972
North Carolina,Randolph County,4658
North Carolina,Randolph County,2976
North Carolina,Randolph County,2668
North Carolina,Richmond County,44887
North Carolina,Richmond County,2687
North Carolina,Richmond County,2870
North Carolina,Richmond County,2941
North Carolina,Richmond County,2806
North Carolina,Richmond County,2898
North Carolina,Richmond County,3188
North Carolina,Richmond County,2363
North Carolina,Richmond County,2519
North Carolina,Richmond County,2641
North Carolina,Richmond County,2962
North Carolina,Richmond County,2905
North Carolina,Richmond County,3139
North Carolina,Richmond County,2912
North Carolina,Richmond County,2640
North Carolina,Richmond County,2152
North Carolina,Richmond County,1486
North Carolina,Richmond County,965
North Carolina,Richmond County,813
North Carolina,Robeson County,131831
North Carolina,Robeson County,8725
North Carolina,Robeson County,9205
North Carolina,Robeson County,9357
North Carolina,Robeson County,9919
North Carolina,Robeson County,8939
North Carolina,Robeson County,9066
North Carolina,Robeson County,7629
North Carolina,Robeson County,7649
North Carolina,Robeson County,7969
North Carolina,Robeson County,8309
North Carolina,Robeson County,8018
North Carolina,Robeson County,8696
North Carolina,Robeson County,8285
North Carolina,Robeson County,6872
North Carolina,Robeson County,5538
North Carolina,Robeson County,3511
North Carolina,Robeson County,2213
North Carolina,Robeson County,1931
North Carolina,Rockingham County,90690
North Carolina,Rockingham County,4660
North Carolina,Rockingham County,4973
North Carolina,Rockingham County,5365
North Carolina,Rockingham County,5293
North Carolina,Rockingham County,4793
North Carolina,Rockingham County,5403
North Carolina,Rockingham County,4691
North Carolina,Rockingham County,4731
North Carolina,Rockingham County,5100
North Carolina,Rockingham County,6193
North Carolina,Rockingham County,6697
North Carolina,Rockingham County,7230
North Carolina,Rockingham County,7009
North Carolina,Rockingham County,5923
North Carolina,Rockingham County,4816
North Carolina,Rockingham County,3439
North Carolina,Rockingham County,2265
North Carolina,Rockingham County,2109
North Carolina,Rowan County,141262
North Carolina,Rowan County,8134
North Carolina,Rowan County,8226
North Carolina,Rowan County,9311
North Carolina,Rowan County,9132
North Carolina,Rowan County,8650
North Carolina,Rowan County,9407
North Carolina,Rowan County,8192
North Carolina,Rowan County,8284
North Carolina,Rowan County,8156
North Carolina,Rowan County,9541
North Carolina,Rowan County,9655
North Carolina,Rowan County,10372
North Carolina,Rowan County,9372
North Carolina,Rowan County,8012
North Carolina,Rowan County,6492
North Carolina,Rowan County,4606
North Carolina,Rowan County,2844
North Carolina,Rowan County,2876
North Carolina,Rutherford County,66826
North Carolina,Rutherford County,3412
North Carolina,Rutherford County,3665
North Carolina,Rutherford County,4137
North Carolina,Rutherford County,3958
North Carolina,Rutherford County,3496
North Carolina,Rutherford County,3829
North Carolina,Rutherford County,3314
North Carolina,Rutherford County,3454
North Carolina,Rutherford County,3785
North Carolina,Rutherford County,4554
North Carolina,Rutherford County,4769
North Carolina,Rutherford County,5034
North Carolina,Rutherford County,4998
North Carolina,Rutherford County,4582
North Carolina,Rutherford County,3892
North Carolina,Rutherford County,2737
North Carolina,Rutherford County,1658
North Carolina,Rutherford County,1552
North Carolina,Sampson County,63626
North Carolina,Sampson County,4103
North Carolina,Sampson County,4114
North Carolina,Sampson County,4480
North Carolina,Sampson County,4424
North Carolina,Sampson County,3811
North Carolina,Sampson County,3830
North Carolina,Sampson County,3283
North Carolina,Sampson County,3709
North Carolina,Sampson County,3852
North Carolina,Sampson County,4075
North Carolina,Sampson County,4277
North Carolina,Sampson County,4189
North Carolina,Sampson County,4143
North Carolina,Sampson County,3675
North Carolina,Sampson County,2908
North Carolina,Sampson County,2035
North Carolina,Sampson County,1408
North Carolina,Sampson County,1310
North Carolina,Scotland County,34810
North Carolina,Scotland County,2210
North Carolina,Scotland County,2171
North Carolina,Scotland County,2271
North Carolina,Scotland County,2158
North Carolina,Scotland County,2417
North Carolina,Scotland County,2441
North Carolina,Scotland County,1894
North Carolina,Scotland County,2010
North Carolina,Scotland County,1929
North Carolina,Scotland County,2263
North Carolina,Scotland County,2082
North Carolina,Scotland County,2320
North Carolina,Scotland County,2275
North Carolina,Scotland County,2109
North Carolina,Scotland County,1707
North Carolina,Scotland County,1107
North Carolina,Scotland County,708
North Carolina,Scotland County,738
North Carolina,Stanly County,62075
North Carolina,Stanly County,3606
North Carolina,Stanly County,3520
North Carolina,Stanly County,3906
North Carolina,Stanly County,3798
North Carolina,Stanly County,3700
North Carolina,Stanly County,4142
North Carolina,Stanly County,3681
North Carolina,Stanly County,3531
North Carolina,Stanly County,3402
North Carolina,Stanly County,4162
North Carolina,Stanly County,4397
North Carolina,Stanly County,4336
North Carolina,Stanly County,4161
North Carolina,Stanly County,3679
North Carolina,Stanly County,3187
North Carolina,Stanly County,2255
North Carolina,Stanly County,1374
North Carolina,Stanly County,1238
North Carolina,Stokes County,45467
North Carolina,Stokes County,2041
North Carolina,Stokes County,2279
North Carolina,Stokes County,2528
North Carolina,Stokes County,2572
North Carolina,Stokes County,2433
North Carolina,Stokes County,2514
North Carolina,Stokes County,2231
North Carolina,Stokes County,2326
North Carolina,Stokes County,2563
North Carolina,Stokes County,3348
North Carolina,Stokes County,3542
North Carolina,Stokes County,3770
North Carolina,Stokes County,3652
North Carolina,Stokes County,2945
North Carolina,Stokes County,2596
North Carolina,Stokes County,1831
North Carolina,Stokes County,1206
North Carolina,Stokes County,1090
North Carolina,Surry County,71948
North Carolina,Surry County,3801
North Carolina,Surry County,4060
North Carolina,Surry County,4562
North Carolina,Surry County,4371
North Carolina,Surry County,4041
North Carolina,Surry County,4293
North Carolina,Surry County,3450
North Carolina,Surry County,3841
North Carolina,Surry County,4264
North Carolina,Surry County,5056
North Carolina,Surry County,5213
North Carolina,Surry County,5320
North Carolina,Surry County,4932
North Carolina,Surry County,4526
North Carolina,Surry County,3894
North Carolina,Surry County,2741
North Carolina,Surry County,1805
North Carolina,Surry County,1778
North Carolina,Swain County,14245
North Carolina,Swain County,962
North Carolina,Swain County,841
North Carolina,Swain County,849
North Carolina,Swain County,799
North Carolina,Swain County,883
North Carolina,Swain County,978
North Carolina,Swain County,813
North Carolina,Swain County,826
North Carolina,Swain County,816
North Carolina,Swain County,898
North Carolina,Swain County,897
North Carolina,Swain County,981
North Carolina,Swain County,973
North Carolina,Swain County,844
North Carolina,Swain County,757
North Carolina,Swain County,529
North Carolina,Swain County,314
North Carolina,Swain County,285
North Carolina,Transylvania County,34215
