STNAME,CTYNAME,TOT_POP
Alabama,Autauga County,55601
Alabama,Autauga County,3364
Alabama,Autauga County,3423
Alabama,Autauga County,3882
Alabama,Autauga County,3755
Alabama,Autauga County,3173
Alabama,Autauga County,3705
Alabama,Autauga County,3461
Alabama,Autauga County,3628
Alabama,Autauga County,3616
Alabama,Autauga County,3966
Alabama,Autauga County,3811
Alabama,Autauga County,3927
Alabama,Autauga County,3237
Alabama,Autauga County,2589
Alabama,Autauga County,2311
Alabama,Autauga County,1739
Alabama,Autauga County,1143
Alabama,Autauga County,871
Alabama,Baldwin County,218022
Alabama,Baldwin County,11955
Alabama,Baldwin County,12802
Alabama,Baldwin County,13981
Alabama,Baldwin County,12932
Alabama,Baldwin County,11108
Alabama,Baldwin County,12471
Alabama,Baldwin County,12057
Alabama,Baldwin County,13156
Alabama,Baldwin County,12877
Alabama,Baldwin County,14461
Alabama,Baldwin County,14242
Alabama,Baldwin County,15744
Alabama,Baldwin County,15665
Alabama,Baldwin County,14267
Alabama,Baldwin County,12471
Alabama,Baldwin County,8465
Alabama,Baldwin County,5064
Alabama,Baldwin County,4304
Alabama,Barbour County,24881
Alabama,Barbour County,1284
Alabama,Barbour County,1448
Alabama,Barbour County,1509
Alabama,Barbour County,1451
Alabama,Barbour County,1472
Alabama,Barbour County,1796
Alabama,Barbour County,1670
Alabama,Barbour County,1531
Alabama,Barbour County,1450
Alabama,Barbour County,1624
Alabama,Barbour County,1603
Alabama,Barbour County,1675
Alabama,Barbour County,1536
Alabama,Barbour County,1540
Alabama,Barbour County,1337
Alabama,Barbour County,907
Alabama,Barbour County,576
Alabama,Barbour County,472
Alabama,Bibb County,22400
Alabama,Bibb County,1285
Alabama,Bibb County,1171
Alabama,Bibb County,1326
Alabama,Bibb County,1270
Alabama,Bibb County,1303
Alabama,Bibb County,1726
Alabama,Bibb County,1601
Alabama,Bibb County,1512
Alabama,Bibb County,1440
Alabama,Bibb County,1598
Alabama,Bibb County,1581
Alabama,Bibb County,1534
Alabama,Bibb County,1363
Alabama,Bibb County,1182
Alabama,Bibb County,992
Alabama,Bibb County,731
Alabama,Bibb County,422
Alabama,Bibb County,363
Alabama,Blount County,57840
Alabama,Blount County,3460
Alabama,Blount County,3635
Alabama,Blount County,3902
Alabama,Blount County,3668
Alabama,Blount County,3178
Alabama,Blount County,3564
Alabama,Blount County,3370
Alabama,Blount County,3514
Alabama,Blount County,3553
Alabama,Blount County,3921
Alabama,Blount County,3897
Alabama,Blount County,3947
Alabama,Blount County,3683
Alabama,Blount County,3282
Alabama,Blount County,2961
Alabama,Blount County,1970
Alabama,Blount County,1303
Alabama,Blount County,1032
Alabama,Bullock County,10138
Alabama,Bullock County,600
Alabama,Bullock County,598
Alabama,Bullock County,601
Alabama,Bullock County,529
Alabama,Bullock County,626
Alabama,Bullock County,769
Alabama,Bullock County,757
Alabama,Bullock County,689
Alabama,Bullock County,620
Alabama,Bullock County,654
Alabama,Bullock County,604
Alabama,Bullock County,752
Alabama,Bullock County,678
Alabama,Bullock County,541
Alabama,Bullock County,407
Alabama,Bullock County,296
Alabama,Bullock County,233
Alabama,Bullock County,184
Alabama,Butler County,19680
Alabama,Butler County,1119
Alabama,Butler County,1232
Alabama,Butler County,1288
Alabama,Butler County,1173
Alabama,Butler County,1090
Alabama,Butler County,1196
Alabama,Butler County,1083
Alabama,Butler County,1254
Alabama,Butler County,1136
Alabama,Butler County,1182
Alabama,Butler County,1131
Alabama,Butler County,1360
Alabama,Butler County,1441
Alabama,Butler County,1242
Alabama,Butler County,958
Alabama,Butler County,702
Alabama,Butler County,508
Alabama,Butler County,585
Alabama,Calhoun County,114277
Alabama,Calhoun County,6580
Alabama,Calhoun County,6561
Alabama,Calhoun County,7146
Alabama,Calhoun County,7491
Alabama,Calhoun County,7286
Alabama,Calhoun County,8177
Alabama,Calhoun County,6882
Alabama,Calhoun County,6983
Alabama,Calhoun County,6663
Alabama,Calhoun County,7064
Alabama,Calhoun County,7239
Alabama,Calhoun County,8086
Alabama,Calhoun County,7872
Alabama,Calhoun County,6769
Alabama,Calhoun County,5307
Alabama,Calhoun County,3672
Alabama,Calhoun County,2388
Alabama,Calhoun County,2111
Alabama,Chambers County,33615
Alabama,Chambers County,1929
Alabama,Chambers County,1940
Alabama,Chambers County,1926
Alabama,Chambers County,1886
Alabama,Chambers County,2007
Alabama,Chambers County,2373
Alabama,Chambers County,1858
Alabama,Chambers County,1876
Alabama,Chambers County,1899
Alabama,Chambers County,2179
Alabama,Chambers County,2230
Alabama,Chambers County,2531
Alabama,Chambers County,2419
Alabama,Chambers County,2073
Alabama,Chambers County,1767
Alabama,Chambers County,1205
Alabama,Chambers County,768
Alabama,Chambers County,749
Alabama,Cherokee County,26032
Alabama,Cherokee County,1206
Alabama,Cherokee County,1348
Alabama,Cherokee County,1482
Alabama,Cherokee County,1499
Alabama,Cherokee County,1304
Alabama,Cherokee County,1548
Alabama,Cherokee County,1206
Alabama,Cherokee County,1298
Alabama,Cherokee County,1471
Alabama,Cherokee County,1733
Alabama,Cherokee County,1857
Alabama,Cherokee County,2016
Alabama,Cherokee County,2084
Alabama,Cherokee County,1862
Alabama,Cherokee County,1683
Alabama,Cherokee County,1152
Alabama,Cherokee County,747
Alabama,Cherokee County,536
Alabama,Chilton County,44153
Alabama,Chilton County,2730
Alabama,Chilton County,2922
Alabama,Chilton County,2971
Alabama,Chilton County,2847
Alabama,Chilton County,2549
Alabama,Chilton County,3017
Alabama,Chilton County,2554
Alabama,Chilton County,2679
Alabama,Chilton County,2776
Alabama,Chilton County,2879
Alabama,Chilton County,2934
Alabama,Chilton County,2998
Alabama,Chilton County,2886
Alabama,Chilton County,2473
Alabama,Chilton County,1988
Alabama,Chilton County,1346
Alabama,Chilton County,835
Alabama,Chilton County,769
Alabama,Choctaw County,12841
Alabama,Choctaw County,673
Alabama,Choctaw County,651
Alabama,Choctaw County,740
Alabama,Choctaw County,749
Alabama,Choctaw County,694
Alabama,Choctaw County,708
Alabama,Choctaw County,596
Alabama,Choctaw County,693
Alabama,Choctaw County,689
Alabama,Choctaw County,789
Alabama,Choctaw County,894
Alabama,Choctaw County,1053
Alabama,Choctaw County,959
Alabama,Choctaw County,865
Alabama,Choctaw County,803
Alabama,Choctaw County,568
Alabama,Choctaw County,364
Alabama,Choctaw County,353
Alabama,Clarke County,23920
Alabama,Clarke County,1386
Alabama,Clarke County,1318
Alabama,Clarke County,1471
Alabama,Clarke County,1574
Alabama,Clarke County,1433
Alabama,Clarke County,1478
Alabama,Clarke County,1150
Alabama,Clarke County,1407
Alabama,Clarke County,1381
Alabama,Clarke County,1490
Alabama,Clarke County,1630
Alabama,Clarke County,1789
Alabama,Clarke County,1660
Alabama,Clarke County,1336
Alabama,Clarke County,1261
Alabama,Clarke County,959
Alabama,Clarke County,605
Alabama,Clarke County,592
Alabama,Clay County,13275
Alabama,Clay County,687
Alabama,Clay County,733
Alabama,Clay County,769
Alabama,Clay County,795
Alabama,Clay County,780
Alabama,Clay County,763
Alabama,Clay County,683
Alabama,Clay County,772
Alabama,Clay County,734
Alabama,Clay County,870
Alabama,Clay County,979
Alabama,Clay County,1012
Alabama,Clay County,947
Alabama,Clay County,852
Alabama,Clay County,673
Alabama,Clay County,541
Alabama,Clay County,373
Alabama,Clay County,312
Alabama,Cleburne County,14987
Alabama,Cleburne County,894
Alabama,Cleburne County,935
Alabama,Cleburne County,987
Alabama,Cleburne County,918
Alabama,Cleburne County,744
Alabama,Cleburne County,943
Alabama,Cleburne County,807
Alabama,Cleburne County,858
Alabama,Cleburne County,894
Alabama,Cleburne County,1036
Alabama,Cleburne County,1040
Alabama,Cleburne County,1073
Alabama,Cleburne County,943
Alabama,Cleburne County,908
Alabama,Cleburne County,784
Alabama,Cleburne County,574
Alabama,Cleburne County,310
Alabama,Cleburne County,339
Alabama,Coffee County,51909
Alabama,Coffee County,3211
Alabama,Coffee County,3394
Alabama,Coffee County,3498
Alabama,Coffee County,3330
Alabama,Coffee County,2985
Alabama,Coffee County,3327
Alabama,Coffee County,3270
Alabama,Coffee County,3316
Alabama,Coffee County,3344
Alabama,Coffee County,3552
Alabama,Coffee County,3373
Alabama,Coffee County,3289
Alabama,Coffee County,3219
Alabama,Coffee County,2739
Alabama,Coffee County,2439
Alabama,Coffee County,1524
Alabama,Coffee County,1129
Alabama,Coffee County,970
Alabama,Colbert County,54762
Alabama,Colbert County,3108
Alabama,Colbert County,3140
Alabama,Colbert County,3199
Alabama,Colbert County,3119
Alabama,Colbert County,3113
Alabama,Colbert County,3698
Alabama,Colbert County,3239
Alabama,Colbert County,3185
Alabama,Colbert County,3136
Alabama,Colbert County,3530
Alabama,Colbert County,3636
Alabama,Colbert County,3872
Alabama,Colbert County,3873
Alabama,Colbert County,3417
Alabama,Colbert County,2718
Alabama,Colbert County,2129
Alabama,Colbert County,1364
Alabama,Colbert County,1286
Alabama,Conecuh County,12277
Alabama,Conecuh County,652
Alabama,Conecuh County,715
Alabama,Conecuh County,726
Alabama,Conecuh County,708
Alabama,Conecuh County,687
Alabama,Conecuh County,723
Alabama,Conecuh County,634
Alabama,Conecuh County,626
Alabama,Conecuh County,639
Alabama,Conecuh County,696
Alabama,Conecuh County,792
Alabama,Conecuh County,962
Alabama,Conecuh County,955
Alabama,Conecuh County,771
Alabama,Conecuh County,782
Alabama,Conecuh County,526
Alabama,Conecuh County,358
Alabama,Conecuh County,325
Alabama,Coosa County,10715
Alabama,Coosa County,488
Alabama,Coosa County,440
Alabama,Coosa County,519
Alabama,Coosa County,504
Alabama,Coosa County,557
Alabama,Coosa County,608
Alabama,Coosa County,492
Alabama,Coosa County,536
Alabama,Coosa County,598
Alabama,Coosa County,781
Alabama,Coosa County,783
Alabama,Coosa County,967
Alabama,Coosa County,961
Alabama,Coosa County,785
Alabama,Coosa County,662
Alabama,Coosa County,475
Alabama,Coosa County,289
Alabama,Coosa County,270
Alabama,Covington County,36986
Alabama,Covington County,2203
Alabama,Covington County,2235
Alabama,Covington County,2293
Alabama,Covington County,2104
Alabama,Covington County,1862
Alabama,Covington County,2325
Alabama,Covington County,2017
Alabama,Covington County,2077
Alabama,Covington County,1952
Alabama,Covington County,2226
Alabama,Covington County,2403
Alabama,Covington County,2738
Alabama,Covington County,2761
Alabama,Covington County,2276
Alabama,Covington County,2050
Alabama,Covington County,1458
Alabama,Covington County,1027
Alabama,Covington County,979
Alabama,Crenshaw County,13824
Alabama,Crenshaw County,798
Alabama,Crenshaw County,884
Alabama,Crenshaw County,914
Alabama,Crenshaw County,850
Alabama,Crenshaw County,757
Alabama,Crenshaw County,892
Alabama,Crenshaw County,749
Alabama,Crenshaw County,808
Alabama,Crenshaw County,777
Alabama,Crenshaw County,871
Alabama,Crenshaw County,896
Alabama,Crenshaw County,1017
Alabama,Crenshaw County,982
Alabama,Crenshaw County,846
Alabama,Crenshaw County,759
Alabama,Crenshaw County,422
Alabama,Crenshaw County,299
Alabama,Crenshaw County,303
Alabama,Cullman County,83442
Alabama,Cullman County,5162
Alabama,Cullman County,5114
Alabama,Cullman County,5220
Alabama,Cullman County,5036
Alabama,Cullman County,4599
Alabama,Cullman County,5790
Alabama,Cullman County,4980
Alabama,Cullman County,4946
Alabama,Cullman County,5077
Alabama,Cullman County,5258
Alabama,Cullman County,5442
Alabama,Cullman County,5792
Alabama,Cullman County,5580
Alabama,Cullman County,4872
Alabama,Cullman County,4205
Alabama,Cullman County,3016
Alabama,Cullman County,1903
Alabama,Cullman County,1450
Alabama,Dale County,48956
Alabama,Dale County,3268
Alabama,Dale County,3118
Alabama,Dale County,2984
Alabama,Dale County,2934
Alabama,Dale County,3189
Alabama,Dale County,3824
Alabama,Dale County,3373
Alabama,Dale County,2939
Alabama,Dale County,2734
Alabama,Dale County,2954
Alabama,Dale County,2949
Alabama,Dale County,3273
Alabama,Dale County,3147
Alabama,Dale County,2603
Alabama,Dale County,2175
Alabama,Dale County,1577
Alabama,Dale County,1017
Alabama,Dale County,898
Alabama,Dallas County,38310
Alabama,Dallas County,2335
Alabama,Dallas County,2432
Alabama,Dallas County,2703
Alabama,Dallas County,2642
Alabama,Dallas County,2369
Alabama,Dallas County,2384
Alabama,Dallas County,2099
Alabama,Dallas County,2199
Alabama,Dallas County,2047
Alabama,Dallas County,2107
Alabama,Dallas County,2415
Alabama,Dallas County,2844
Alabama,Dallas County,2813
Alabama,Dallas County,2299
Alabama,Dallas County,1839
Alabama,Dallas County,1220
Alabama,Dallas County,862
Alabama,Dallas County,701
Alabama,DeKalb County,71385
Alabama,DeKalb County,4237
Alabama,DeKalb County,4692
Alabama,DeKalb County,5213
Alabama,DeKalb County,4796
Alabama,DeKalb County,4058
Alabama,DeKalb County,4542
Alabama,DeKalb County,3963
Alabama,DeKalb County,4256
Alabama,DeKalb County,4505
Alabama,DeKalb County,4839
Alabama,DeKalb County,4642
Alabama,DeKalb County,4755
Alabama,DeKalb County,4565
Alabama,DeKalb County,4030
Alabama,DeKalb County,3345
Alabama,DeKalb County,2279
Alabama,DeKalb County,1461
Alabama,DeKalb County,1207
Alabama,Elmore County,81887
Alabama,Elmore County,4713
Alabama,Elmore County,4922
Alabama,Elmore County,5264
Alabama,Elmore County,5095
Alabama,Elmore County,5054
Alabama,Elmore County,6089
Alabama,Elmore County,5478
Alabama,Elmore County,5529
Alabama,Elmore County,5302
Alabama,Elmore County,5701
Alabama,Elmore County,5571
Alabama,Elmore County,5631
Alabama,Elmore County,5138
Alabama,Elmore County,4113
Alabama,Elmore County,3432
Alabama,Elmore County,2326
Alabama,Elmore County,1365
Alabama,Elmore County,1164
Alabama,Escambia County,36748
Alabama,Escambia County,2187
Alabama,Escambia County,2339
Alabama,Escambia County,2284
Alabama,Escambia County,2143
Alabama,Escambia County,2076
Alabama,Escambia County,2681
Alabama,Escambia County,2291
Alabama,Escambia County,2315
Alabama,Escambia County,2259
Alabama,Escambia County,2436
Alabama,Escambia County,2340
Alabama,Escambia County,2523
Alabama,Escambia County,2278
Alabama,Escambia County,2041
Alabama,Escambia County,1745
Alabama,Escambia County,1309
Alabama,Escambia County,818
Alabama,Escambia County,683
Alabama,Etowah County,102501
Alabama,Etowah County,5902
Alabama,Etowah County,5934
Alabama,Etowah County,6122
Alabama,Etowah County,6321
Alabama,Etowah County,6120
Alabama,Etowah County,6708
Alabama,Etowah County,5711
Alabama,Etowah County,6141
Alabama,Etowah County,6146
Alabama,Etowah County,7161
Alabama,Etowah County,6713
Alabama,Etowah County,7013
Alabama,Etowah County,7022
Alabama,Etowah County,6424
Alabama,Etowah County,5207
Alabama,Etowah County,3605
Alabama,Etowah County,2268
Alabama,Etowah County,1983
Alabama,Fayette County,16433
Alabama,Fayette County,921
Alabama,Fayette County,957
Alabama,Fayette County,1002
Alabama,Fayette County,941
Alabama,Fayette County,951
Alabama,Fayette County,1015
Alabama,Fayette County,871
Alabama,Fayette County,906
Alabama,Fayette County,906
Alabama,Fayette County,1088
Alabama,Fayette County,1039
Alabama,Fayette County,1196
Alabama,Fayette County,1168
Alabama,Fayette County,1090
Alabama,Fayette County,897
Alabama,Fayette County,698
Alabama,Fayette County,447
Alabama,Fayette County,340
Alabama,Franklin County,31363
Alabama,Franklin County,2084
Alabama,Franklin County,2098
Alabama,Franklin County,2187
Alabama,Franklin County,2028
Alabama,Franklin County,1827
Alabama,Franklin County,2094
Alabama,Franklin County,1793
Alabama,Franklin County,1861
Alabama,Franklin County,2017
Alabama,Franklin County,2124
Alabama,Franklin County,2031
Alabama,Franklin County,2010
Alabama,Franklin County,1913
Alabama,Franklin County,1641
Alabama,Franklin County,1364
Alabama,Franklin County,1025
Alabama,Franklin County,701
Alabama,Franklin County,565
Alabama,Geneva County,26314
Alabama,Geneva County,1422
Alabama,Geneva County,1559
Alabama,Geneva County,1701
Alabama,Geneva County,1635
Alabama,Geneva County,1322
Alabama,Geneva County,1537
Alabama,Geneva County,1437
Alabama,Geneva County,1516
Alabama,Geneva County,1511
Alabama,Geneva County,1738
Alabama,Geneva County,1820
Alabama,Geneva County,1807
Alabama,Geneva County,1968
Alabama,Geneva County,1675
Alabama,Geneva County,1421
Alabama,Geneva County,993
Alabama,Geneva County,674
Alabama,Geneva County,578
Alabama,Greene County,8233
Alabama,Greene County,475
Alabama,Greene County,518
Alabama,Greene County,515
Alabama,Greene County,483
Alabama,Greene County,465
Alabama,Greene County,531
Alabama,Greene County,421
Alabama,Greene County,445
Alabama,Greene County,384
Alabama,Greene County,414
Alabama,Greene County,481
Alabama,Greene County,617
Alabama,Greene County,647
Alabama,Greene County,640
Alabama,Greene County,432
Alabama,Greene County,318
Alabama,Greene County,206
Alabama,Greene County,241
Alabama,Hale County,14726
Alabama,Hale County,979
Alabama,Hale County,909
Alabama,Hale County,956
Alabama,Hale County,910
Alabama,Hale County,933
Alabama,Hale County,951
Alabama,Hale County,783
Alabama,Hale County,840
Alabama,Hale County,795
Alabama,Hale County,806
Alabama,Hale County,916
Alabama,Hale County,1106
Alabama,Hale County,1013
Alabama,Hale County,923
Alabama,Hale County,715
Alabama,Hale County,486
Alabama,Hale County,355
Alabama,Hale County,350
Alabama,Henry County,17209
Alabama,Henry County,915
Alabama,Henry County,926
Alabama,Henry County,1060
Alabama,Henry County,990
Alabama,Henry County,851
Alabama,Henry County,961
Alabama,Henry County,891
Alabama,Henry County,1023
Alabama,Henry County,1028
Alabama,Henry County,1129
Alabama,Henry County,1135
Alabama,Henry County,1112
Alabama,Henry County,1278
Alabama,Henry County,1290
Alabama,Henry County,1072
Alabama,Henry County,662
Alabama,Henry County,463
Alabama,Henry County,423
Alabama,Houston County,104722
Alabama,Houston County,6350
Alabama,Houston County,6528
Alabama,Houston County,6887
Alabama,Houston County,6606
Alabama,Houston County,5834
Alabama,Houston County,6980
Alabama,Houston County,6668
Alabama,Houston County,6634
Alabama,Houston County,6244
Alabama,Houston County,6732
Alabama,Houston County,6752
Alabama,Houston County,7167
Alabama,Houston County,6701
Alabama,Houston County,5936
Alabama,Houston County,4985
Alabama,Houston County,3373
Alabama,Houston County,2308
Alabama,Houston County,2037
Alabama,Jackson County,51736
Alabama,Jackson County,2776
Alabama,Jackson County,2856
Alabama,Jackson County,3151
Alabama,Jackson County,3107
Alabama,Jackson County,2745
Alabama,Jackson County,3219
Alabama,Jackson County,2645
Alabama,Jackson County,2991
Alabama,Jackson County,3208
Alabama,Jackson County,3518
Alabama,Jackson County,3442
Alabama,Jackson County,3763
Alabama,Jackson County,3942
Alabama,Jackson County,3266
Alabama,Jackson County,2814
Alabama,Jackson County,2044
Alabama,Jackson County,1292
Alabama,Jackson County,957
Alabama,Jefferson County,659300
Alabama,Jefferson County,41882
Alabama,Jefferson County,41984
Alabama,Jefferson County,41913
Alabama,Jefferson County,40910
Alabama,Jefferson County,41674
Alabama,Jefferson County,50181
Alabama,Jefferson County,45744
Alabama,Jefferson County,43846
Alabama,Jefferson County,39621
Alabama,Jefferson County,40600
Alabama,Jefferson County,39767
Alabama,Jefferson County,44002
Alabama,Jefferson County,42629
Alabama,Jefferson County,35993
Alabama,Jefferson County,25592
Alabama,Jefferson County,17412
Alabama,Jefferson County,12107
Alabama,Jefferson County,13443
Alabama,Lamar County,13844
Alabama,Lamar County,743
Alabama,Lamar County,755
Alabama,Lamar County,916
Alabama,Lamar County,829
Alabama,Lamar County,707
Alabama,Lamar County,756
Alabama,Lamar County,740
Alabama,Lamar County,731
Alabama,Lamar County,835
Alabama,Lamar County,928
Alabama,Lamar County,884
Alabama,Lamar County,1019
Alabama,Lamar County,1003
Alabama,Lamar County,848
Alabama,Lamar County,800
Alabama,Lamar County,598
Alabama,Lamar County,426
Alabama,Lamar County,326
Alabama,Lauderdale County,92387
Alabama,Lauderdale County,4734
Alabama,Lauderdale County,4836
Alabama,Lauderdale County,5325
Alabama,Lauderdale County,6016
Alabama,Lauderdale County,7668
Alabama,Lauderdale County,5905
Alabama,Lauderdale County,5102
Alabama,Lauderdale County,5112
Alabama,Lauderdale County,4815
Alabama,Lauderdale County,5738
Alabama,Lauderdale County,5919
Alabama,Lauderdale County,6260
Alabama,Lauderdale County,6394
Alabama,Lauderdale County,5746
Alabama,Lauderdale County,4849
Alabama,Lauderdale County,3561
Alabama,Lauderdale County,2312
Alabama,Lauderdale County,2095
Alabama,Lawrence County,32957
Alabama,Lawrence County,1810
Alabama,Lawrence County,1957
Alabama,Lawrence County,2106
Alabama,Lawrence County,1912
Alabama,Lawrence County,1780
Alabama,Lawrence County,2136
Alabama,Lawrence County,1829
Alabama,Lawrence County,1817
Alabama,Lawrence County,1882
Alabama,Lawrence County,2263
Alabama,Lawrence County,2442
Alabama,Lawrence County,2572
Alabama,Lawrence County,2300
Alabama,Lawrence County,1961
Alabama,Lawrence County,1705
Alabama,Lawrence County,1225
Alabama,Lawrence County,702
Alabama,Lawrence County,558
Alabama,Lee County,163941
Alabama,Lee County,9629
Alabama,Lee County,9551
Alabama,Lee County,10043
Alabama,Lee County,13355
Alabama,Lee County,21876
Alabama,Lee County,12706
Alabama,Lee County,10547
Alabama,Lee County,10381
Alabama,Lee County,9361
Alabama,Lee County,10004
Alabama,Lee County,9324
Alabama,Lee County,9428
Alabama,Lee County,8255
Alabama,Lee County,6850
Alabama,Lee County,5310
Alabama,Lee County,3409
Alabama,Lee County,2111
Alabama,Lee County,1801
Alabama,Limestone County,96174
Alabama,Limestone County,5393
Alabama,Limestone County,5968
Alabama,Limestone County,6388
Alabama,Limestone County,6007
Alabama,Limestone County,5183
Alabama,Limestone County,6187
Alabama,Limestone County,6352
Alabama,Limestone County,6652
Alabama,Limestone County,6428
Alabama,Limestone County,6969
Alabama,Limestone County,7112
Alabama,Limestone County,7031
Alabama,Limestone County,5896
Alabama,Limestone County,4845
Alabama,Limestone County,3977
Alabama,Limestone County,2693
Alabama,Limestone County,1702
Alabama,Limestone County,1391
Alabama,Lowndes County,9974
Alabama,Lowndes County,614
Alabama,Lowndes County,662
Alabama,Lowndes County,606
Alabama,Lowndes County,558
Alabama,Lowndes County,575
Alabama,Lowndes County,711
Alabama,Lowndes County,533
Alabama,Lowndes County,561
Alabama,Lowndes County,503
Alabama,Lowndes County,580
Alabama,Lowndes County,690
Alabama,Lowndes County,769
Alabama,Lowndes County,732
Alabama,Lowndes County,579
Alabama,Lowndes County,490
Alabama,Lowndes County,376
Alabama,Lowndes County,220
Alabama,Lowndes County,215
Alabama,Macon County,18439
Alabama,Macon County,855
Alabama,Macon County,839
Alabama,Macon County,838
Alabama,Macon County,1669
Alabama,Macon County,2195
Alabama,Macon County,1242
Alabama,Macon County,837
Alabama,Macon County,834
Alabama,Macon County,823
Alabama,Macon County,958
Alabama,Macon County,1100
Alabama,Macon County,1255
Alabama,Macon County,1238
Alabama,Macon County,1303
Alabama,Macon County,969
Alabama,Macon County,646
Alabama,Macon County,413
Alabama,Macon County,425
Alabama,Madison County,366519
Alabama,Madison County,21403
Alabama,Madison County,21675
Alabama,Madison County,22960
Alabama,Madison County,23962
Alabama,Madison County,24647
Alabama,Madison County,26312
Alabama,Madison County,24897
Alabama,Madison County,23465
Alabama,Madison County,21173
Alabama,Madison County,23274
Alabama,Madison County,26096
Alabama,Madison County,28379
Alabama,Madison County,23151
Alabama,Madison County,17730
Alabama,Madison County,14047
Alabama,Madison County,10104
Alabama,Madison County,7021
Alabama,Madison County,6223
Alabama,Marengo County,19066
Alabama,Marengo County,1209
Alabama,Marengo County,1155
Alabama,Marengo County,1228
Alabama,Marengo County,1152
Alabama,Marengo County,1106
Alabama,Marengo County,1226
Alabama,Marengo County,1070
Alabama,Marengo County,1005
Alabama,Marengo County,1078
Alabama,Marengo County,1182
Alabama,Marengo County,1239
Alabama,Marengo County,1332
Alabama,Marengo County,1347
Alabama,Marengo County,1128
Alabama,Marengo County,950
Alabama,Marengo County,693
Alabama,Marengo County,456
Alabama,Marengo County,510
Alabama,Marion County,29763
Alabama,Marion County,1597
Alabama,Marion County,1635
Alabama,Marion County,1790
Alabama,Marion County,1792
Alabama,Marion County,1580
Alabama,Marion County,1796
Alabama,Marion County,1596
Alabama,Marion County,1677
Alabama,Marion County,1666
Alabama,Marion County,2042
Alabama,Marion County,2083
Alabama,Marion County,2192
Alabama,Marion County,1996
Alabama,Marion County,1838
Alabama,Marion County,1647
Alabama,Marion County,1260
Alabama,Marion County,875
Alabama,Marion County,701
Alabama,Marshall County,96109
Alabama,Marshall County,6769
Alabama,Marshall County,6433
Alabama,Marshall County,6853
Alabama,Marshall County,6072
Alabama,Marshall County,5490
Alabama,Marshall County,6270
Alabama,Marshall County,5701
Alabama,Marshall County,5714
Alabama,Marshall County,5528
Alabama,Marshall County,6222
Alabama,Marshall County,6103
Alabama,Marshall County,6515
Alabama,Marshall County,6064
Alabama,Marshall County,5087
Alabama,Marshall County,4343
Alabama,Marshall County,3282
Alabama,Marshall County,1984
Alabama,Marshall County,1679
Alabama,Mobile County,413757
Alabama,Mobile County,26937
Alabama,Mobile County,26470
Alabama,Mobile County,26929
Alabama,Mobile County,26632
Alabama,Mobile County,26777
Alabama,Mobile County,30611
Alabama,Mobile County,27297
Alabama,Mobile County,25747
Alabama,Mobile County,23781
Alabama,Mobile County,24821
Alabama,Mobile County,25702
Alabama,Mobile County,28165
Alabama,Mobile County,26847
Alabama,Mobile County,22367
Alabama,Mobile County,17711
Alabama,Mobile County,11974
Alabama,Mobile County,7751
Alabama,Mobile County,7238
Alabama,Monroe County,21067
Alabama,Monroe County,1105
Alabama,Monroe County,1193
Alabama,Monroe County,1390
Alabama,Monroe County,1386
Alabama,Monroe County,1240
Alabama,Monroe County,1254
Alabama,Monroe County,1010
Alabama,Monroe County,1131
Alabama,Monroe County,1178
Alabama,Monroe County,1328
Alabama,Monroe County,1447
Alabama,Monroe County,1572
Alabama,Monroe County,1558
Alabama,Monroe County,1331
Alabama,Monroe County,1056
Alabama,Monroe County,837
Alabama,Monroe County,484
Alabama,Monroe County,567
Alabama,Montgomery County,225763
Alabama,Montgomery County,15223
Alabama,Montgomery County,14511
Alabama,Montgomery County,14478
Alabama,Montgomery County,14843
Alabama,Montgomery County,15908
Alabama,Montgomery County,17384
Alabama,Montgomery County,15399
Alabama,Montgomery County,14904
Alabama,Montgomery County,13179
Alabama,Montgomery County,13806
Alabama,Montgomery County,13491
Alabama,Montgomery County,14565
Alabama,Montgomery County,13899
Alabama,Montgomery County,11719
Alabama,Montgomery County,8473
Alabama,Montgomery County,5868
Alabama,Montgomery County,4101
Alabama,Montgomery County,4012
Alabama,Morgan County,119089
Alabama,Morgan County,7124
Alabama,Morgan County,7407
Alabama,Morgan County,7864
Alabama,Morgan County,7414
Alabama,Morgan County,6792
Alabama,Morgan County,7577
Alabama,Morgan County,6973
Alabama,Morgan County,7326
Alabama,Morgan County,7122
Alabama,Morgan County,7883
Alabama,Morgan County,8476
Alabama,Morgan County,8480
Alabama,Morgan County,7848
Alabama,Morgan County,6678
Alabama,Morgan County,5403
Alabama,Morgan County,3973
Alabama,Morgan County,2559
Alabama,Morgan County,2190
Alabama,Perry County,9140
Alabama,Perry County,500
Alabama,Perry County,532
Alabama,Perry County,551
Alabama,Perry County,900
Alabama,Perry County,830
Alabama,Perry County,516
Alabama,Perry County,441
Alabama,Perry County,456
Alabama,Perry County,457
Alabama,Perry County,503
Alabama,Perry County,497
Alabama,Perry County,549
Alabama,Perry County,634
Alabama,Perry County,497
Alabama,Perry County,443
Alabama,Perry County,361
Alabama,Perry County,238
Alabama,Perry County,235
Alabama,Pickens County,19938
Alabama,Pickens County,1056
Alabama,Pickens County,1051
Alabama,Pickens County,1061
Alabama,Pickens County,1200
Alabama,Pickens County,1215
Alabama,Pickens County,1387
Alabama,Pickens County,1306
Alabama,Pickens County,1218
Alabama,Pickens County,1058
